Life Form,,,,,Climber,Climber,Climber,Large Forb/Herb,Large Forb/Herb,Large Forb/Herb,Large Non-tufted grass/sedge,Large Non-tufted grass/sedge,Large Non-tufted grass/sedge,Large Shrub to Medium Tree,Large Shrub to Medium Tree,Large Shrub to Medium Tree,Large Tufted grass/sedge,Large Tufted grass/sedge,Large Tufted grass/sedge,Medium Forb/Herb,Medium Forb/Herb,Medium Forb/Herb,Medium Non-tufted grass/sedge,Medium Non-tufted grass/sedge,Medium Non-tufted grass/sedge,Medium Tufted grass/sedge,Medium Tufted grass/sedge,Medium Tufted grass/sedge,Non-tufted Ground Fern,Non-tufted Ground Fern,Non-tufted Ground Fern,Prostrate Shrub,Prostrate Shrub,Prostrate Shrub,Prostrate or Mat-forming Forb/Herb,Prostrate or Mat-forming Forb/Herb,Prostrate or Mat-forming Forb/Herb,Scrambler,Scrambler,Scrambler,Shrub,Shrub,Shrub,Small Forb/Herb,Small Forb/Herb,Small Forb/Herb,Small Non-tufted grass/sedge,Small Non-tufted grass/sedge,Small Non-tufted grass/sedge,Small Shrub,Small Shrub,Small Shrub,Small Tufted grass/sedge,Small Tufted grass/sedge,Small Tufted grass/sedge,Tiny Tufted grass/sedge,Tiny Tufted grass/sedge,Tiny Tufted grass/sedge,Tufted Ground Fern,Tufted Ground Fern,Tufted Ground Fern
Radial,7,True,False,False,0.0,0.0,0.0,1.4,2.1,0.625,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,6.1,5.7,0.0,0.0,3.0,0.5,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,1.25,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,6.8,5.1,1.125,0,0.0,0.0,0.0,0.0,0.0
Radial,7,True,False,True,0.0,0.0,0.5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,3.0,3.0,7.5,0.6666666666666666,3.3333333333333335,1.75,5.4,7.25,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,9.75,5.25,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,3.0,5.5,0,0.0,0.0,0.0,0.0,0.0
Radial,7,True,True,False,0.0,0.5,0.5,1.4090909090909092,2.7,2.2222222222222223,0,0,0.0,0.0,0.0,0.0,3.8333333333333335,23.8,7.5,2.0,8.681818181818182,1.875,0.0,0.0,0.0,0.0,0.5,29.9,0.0,0.0,0.0,0.0,0.0,0.0,0.625,7.166666666666667,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,3.0,11.95,13.590909090909092,3.625,0,0.0,0.5,0.0,0.0,0.0
Radial,7,True,True,True,0.0,0.0,0.0,0.0,0.0,0.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,4.0,1.45,2.909090909090909,7.388888888888889,2.9545454545454546,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.6875,8.166666666666666,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.3125,0,0.0,0.0,0.5,1.3333333333333333,0.5
Radial,9,False,False,False,0.0,0.0,0.0,2.25,5.0,0.75,0,0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,4.375,7.25,3.75,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.875,1.5,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,4.75,0.5,0,0.0,0.0,0.0,0.0,0.0
Radial,9,False,False,True,0.0,0.0,0.0,7.5,15.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,2.0,0.625,0.5,7.625,2.875,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,8.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.125,0,0.0,0.0,0.0,0.0,0.0
Radial,9,False,True,False,0.0,0.0,0.0,2.4583333333333335,3.75,0.9444444444444444,0,0,0.0,0.0,0.0,0.0,4.3,3.0,0.5,4.958333333333333,12.208333333333334,1.5,0.0,0.0,0.0,25.0,5.5,2.9166666666666665,0.0,0.0,0.0,0.0,0.0,0.0,1.4,3.7222222222222223,0.8636363636363636,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,5.5,6.05,4.083333333333333,0,0.0,0.0,0.0,0.0,0.0
Radial,9,False,True,True,0.5,0.0,0.0,1.75,11.25,19.166666666666668,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,2.1818181818181817,1.1,9.166666666666666,32.54545454545455,9.863636363636363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,20.2,3.85,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.125,1.75,0,0.0,0.0,3.0,3.0,3.0
Radial,9,True,False,False,0.0,0.0,0.0,2.5,1.5,2.25,0,0,0.0,0.0,0.0,0.0,15.0,3.0,0.0,6.5,11.25,2.75,0.0,0.0,0.5,0.0,3.5,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.75,0.5,0,0.0,0.0,0.0,0.0,0.0
Radial,9,True,False,True,0.5,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,3.25,0.75,30.0,3.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,25.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0,0.0,0.0,0.0,0.0,0.0
Radial,9,True,True,False,0.0,0.0,0.0,2.769230769230769,5.0,1.1666666666666667,0,0,0.0,0.0,0.0,0.0,3.6666666666666665,7.785714285714286,0.0,5.214285714285714,13.607142857142858,3.9642857142857144,0.0,0.0,5.333333333333333,0.0,1.3333333333333333,25.25,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,2.1666666666666665,1.9545454545454546,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,3.0,0.0,0.0,0.0,0.0,7.321428571428571,10.333333333333334,6.25,0,3.0,0.0,0.0,0.0,0.0
Radial,9,True,True,True,0.5,0.5,0.0,4.166666666666667,5.928571428571429,11.285714285714286,0,0,0.0,0.0,3.0,0.5,0.0,0.0,0.0,0.8333333333333334,2.875,0.8846153846153846,8.615384615384615,21.692307692307693,2.888888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.125,4.6,0.8125,0.0,0.0,0.0,3.0,5.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4166666666666667,1.1875,0,0.0,0.0,0.0,0.0,0.0
