Treatment,Plot Number,Quadrat Number,Fenced,Gap,Life Form,Year,0
Control,4,26,False,False,Medium Forb/Herb,6,0.021897810218978103
Control,4,26,False,False,Medium Non-tufted grass/sedge,0,0.021897810218978103
Control,4,26,False,False,Medium Non-tufted grass/sedge,3,0.0036496350364963502
Control,4,26,False,False,Medium Non-tufted grass/sedge,6,0.021897810218978103
Control,4,26,False,False,Medium Tufted grass/sedge,0,0.0036496350364963502
Control,4,26,False,False,Medium Tufted grass/sedge,3,0.0
Control,4,26,False,False,Medium Tufted grass/sedge,6,0.0036496350364963502
Control,4,26,False,False,Prostrate or Mat-forming Forb/Herb,0,0.0036496350364963502
Control,4,26,False,False,Prostrate or Mat-forming Forb/Herb,3,0.0036496350364963502
Control,4,26,False,False,Prostrate or Mat-forming Forb/Herb,6,0.010948905109489052
Control,4,26,False,False,Small Non-tufted grass/sedge,0,0.0036496350364963502
Control,4,26,False,False,Small Non-tufted grass/sedge,3,0.0036496350364963502
Control,4,26,False,False,Small Non-tufted grass/sedge,6,0.0
Control,4,26,False,False,Small Tufted grass/sedge,0,0.025547445255474453
Control,4,26,False,False,Small Tufted grass/sedge,3,0.021897810218978103
Control,4,26,False,False,Small Tufted grass/sedge,6,0.021897810218978103
Control,4,27,False,False,Large Forb/Herb,0,0.35294117647058826
Control,4,27,False,False,Large Forb/Herb,3,0.29102167182662536
Control,4,27,False,False,Large Forb/Herb,6,0.22910216718266255
Control,4,27,False,False,Medium Forb/Herb,0,0.021671826625386997
Control,4,27,False,False,Medium Forb/Herb,3,0.02786377708978328
Control,4,27,False,False,Medium Forb/Herb,6,0.01238390092879257
Control,4,27,False,False,Medium Non-tufted grass/sedge,0,0.018575851393188854
Control,4,27,False,False,Medium Non-tufted grass/sedge,3,0.0030959752321981426
Control,4,27,False,False,Medium Non-tufted grass/sedge,6,0.0
Control,4,27,False,False,Medium Tufted grass/sedge,0,0.0
Control,4,27,False,False,Medium Tufted grass/sedge,3,0.0
Control,4,27,False,False,Medium Tufted grass/sedge,6,0.0030959752321981426
Control,4,27,False,False,Prostrate or Mat-forming Forb/Herb,0,0.0030959752321981426
Control,4,27,False,False,Prostrate or Mat-forming Forb/Herb,3,0.006191950464396285
Control,4,27,False,False,Prostrate or Mat-forming Forb/Herb,6,0.009287925696594427
Control,4,27,False,False,Small Non-tufted grass/sedge,0,0.0030959752321981426
Control,4,27,False,False,Small Non-tufted grass/sedge,3,0.0030959752321981426
Control,4,27,False,False,Small Non-tufted grass/sedge,6,0.0
Control,4,27,False,False,Small Tufted grass/sedge,0,0.006191950464396285
Control,4,27,False,False,Small Tufted grass/sedge,3,0.006191950464396285
Control,4,27,False,False,Small Tufted grass/sedge,6,0.0030959752321981426
Control,4,28,False,False,Large Forb/Herb,0,0.2125
Control,4,28,False,False,Large Forb/Herb,3,0.31875
Control,4,28,False,False,Large Forb/Herb,6,0.3125
Control,4,28,False,False,Medium Forb/Herb,0,0.0
Control,4,28,False,False,Medium Forb/Herb,3,0.025
Control,4,28,False,False,Medium Forb/Herb,6,0.025
Control,4,28,False,False,Medium Non-tufted grass/sedge,0,0.00625
Control,4,28,False,False,Medium Non-tufted grass/sedge,3,0.00625
Control,4,28,False,False,Medium Non-tufted grass/sedge,6,0.00625
Control,4,28,False,False,Prostrate or Mat-forming Forb/Herb,0,0.0
Control,4,28,False,False,Prostrate or Mat-forming Forb/Herb,3,0.00625
Control,4,28,False,False,Prostrate or Mat-forming Forb/Herb,6,0.00625
Control,4,28,False,False,Small Non-tufted grass/sedge,0,0.00625
Control,4,28,False,False,Small Non-tufted grass/sedge,3,0.0375
Control,4,28,False,False,Small Non-tufted grass/sedge,6,0.0
Control,4,28,False,False,Small Tufted grass/sedge,0,0.00625
Control,4,28,False,False,Small Tufted grass/sedge,3,0.0125
Control,4,28,False,False,Small Tufted grass/sedge,6,0.0125
Control,4,29,False,False,Large Forb/Herb,0,0.24766355140186916
Control,4,29,False,False,Large Forb/Herb,3,0.08411214953271028
Control,4,29,False,False,Large Forb/Herb,6,0.4252336448598131
Control,4,29,False,False,Medium Forb/Herb,0,0.018691588785046728
Control,4,29,False,False,Medium Forb/Herb,3,0.102803738317757
Control,4,29,False,False,Medium Forb/Herb,6,0.014018691588785047
Control,4,29,False,False,Medium Non-tufted grass/sedge,0,0.004672897196261682
Control,4,29,False,False,Medium Non-tufted grass/sedge,3,0.0
Control,4,29,False,False,Medium Non-tufted grass/sedge,6,0.004672897196261682
Control,4,29,False,False,Medium Tufted grass/sedge,0,0.004672897196261682
Control,4,29,False,False,Medium Tufted grass/sedge,3,0.004672897196261682
Control,4,29,False,False,Medium Tufted grass/sedge,6,0.0
Control,4,29,False,False,Prostrate or Mat-forming Forb/Herb,0,0.004672897196261682
Control,4,29,False,False,Prostrate or Mat-forming Forb/Herb,3,0.009345794392523364
Control,4,29,False,False,Prostrate or Mat-forming Forb/Herb,6,0.009345794392523364
Control,4,29,False,False,Small Non-tufted grass/sedge,0,0.0
Control,4,29,False,False,Small Non-tufted grass/sedge,3,0.028037383177570093
Control,4,29,False,False,Small Non-tufted grass/sedge,6,0.0
Control,4,29,False,False,Small Tufted grass/sedge,0,0.004672897196261682
Control,4,29,False,False,Small Tufted grass/sedge,3,0.028037383177570093
Control,4,29,False,False,Small Tufted grass/sedge,6,0.004672897196261682
Control,4,30,False,False,Large Forb/Herb,0,0.13559322033898305
Control,4,30,False,False,Large Forb/Herb,3,0.16101694915254236
Control,4,30,False,False,Large Forb/Herb,6,0.21610169491525424
Control,4,30,False,False,Medium Forb/Herb,0,0.012711864406779662
Control,4,30,False,False,Medium Forb/Herb,3,0.046610169491525424
Control,4,30,False,False,Medium Forb/Herb,6,0.0211864406779661
Control,4,30,False,False,Medium Non-tufted grass/sedge,0,0.00423728813559322
Control,4,30,False,False,Medium Non-tufted grass/sedge,3,0.00423728813559322
Control,4,30,False,False,Medium Non-tufted grass/sedge,6,0.00423728813559322
Control,4,30,False,False,Prostrate or Mat-forming Forb/Herb,0,0.0
Control,4,30,False,False,Prostrate or Mat-forming Forb/Herb,3,0.00847457627118644
Control,4,30,False,False,Prostrate or Mat-forming Forb/Herb,6,0.012711864406779662
Control,4,30,False,False,Small Non-tufted grass/sedge,0,0.0
Control,4,30,False,False,Small Non-tufted grass/sedge,3,0.1271186440677966
Control,4,30,False,False,Small Non-tufted grass/sedge,6,0.0
Control,4,30,False,False,Small Tufted grass/sedge,0,0.211864406779661
Control,4,30,False,False,Small Tufted grass/sedge,3,0.00423728813559322
Control,4,30,False,False,Small Tufted grass/sedge,6,0.029661016949152543
Control,4,31,False,False,Climber,0,0.003236245954692557
Control,4,31,False,False,Climber,3,0.0
Control,4,31,False,False,Climber,6,0.0
Control,4,31,False,False,Large Forb/Herb,0,0.23300970873786409
Control,4,31,False,False,Large Forb/Herb,3,0.2524271844660194
Control,4,31,False,False,Large Forb/Herb,6,0.3592233009708738
Control,4,31,False,False,Large Tufted grass/sedge,0,0.006472491909385114
Control,4,31,False,False,Large Tufted grass/sedge,3,0.0
Control,4,31,False,False,Large Tufted grass/sedge,6,0.0
Control,4,31,False,False,Medium Forb/Herb,0,0.012944983818770227
Control,4,31,False,False,Medium Forb/Herb,3,0.012944983818770227
Control,4,31,False,False,Medium Forb/Herb,6,0.012944983818770227
Control,4,31,False,False,Medium Non-tufted grass/sedge,0,0.019417475728155338
Control,4,31,False,False,Medium Non-tufted grass/sedge,3,0.019417475728155338
Control,4,31,False,False,Medium Non-tufted grass/sedge,6,0.003236245954692557
Control,4,31,False,False,Medium Tufted grass/sedge,0,0.003236245954692557
Control,4,31,False,False,Medium Tufted grass/sedge,3,0.0
Control,4,31,False,False,Medium Tufted grass/sedge,6,0.0
Control,4,31,False,False,Prostrate or Mat-forming Forb/Herb,0,0.009708737864077669
Control,4,31,False,False,Prostrate or Mat-forming Forb/Herb,3,0.02912621359223301
Control,4,31,False,False,Prostrate or Mat-forming Forb/Herb,6,0.009708737864077669
Control,4,31,False,False,Small Non-tufted grass/sedge,0,0.003236245954692557
Control,4,31,False,False,Small Non-tufted grass/sedge,3,0.0
Control,4,31,False,False,Small Non-tufted grass/sedge,6,0.003236245954692557
Control,4,31,False,False,Small Tufted grass/sedge,0,0.003236245954692557
Control,4,31,False,False,Small Tufted grass/sedge,3,0.003236245954692557
Control,4,31,False,False,Small Tufted grass/sedge,6,0.0
Control,4,32,False,False,Climber,0,0.008130081300813009
Control,4,32,False,False,Climber,3,0.0
Control,4,32,False,False,Climber,6,0.0
Control,4,32,False,False,Large Forb/Herb,0,0.7560975609756098
Control,4,32,False,False,Large Forb/Herb,3,0.0
Control,4,32,False,False,Large Forb/Herb,6,0.016260162601626018
Control,4,32,False,False,Medium Forb/Herb,0,0.032520325203252036
Control,4,32,False,False,Medium Forb/Herb,3,0.0
Control,4,32,False,False,Medium Forb/Herb,6,0.016260162601626018
Control,4,32,False,False,Medium Non-tufted grass/sedge,0,0.008130081300813009
Control,4,32,False,False,Medium Non-tufted grass/sedge,3,0.0
Control,4,32,False,False,Medium Non-tufted grass/sedge,6,0.04878048780487805
Control,4,32,False,False,Medium Tufted grass/sedge,0,0.056910569105691054
Control,4,32,False,False,Medium Tufted grass/sedge,3,0.0
Control,4,32,False,False,Medium Tufted grass/sedge,6,0.008130081300813009
Control,4,32,False,False,Prostrate or Mat-forming Forb/Herb,0,0.008130081300813009
Control,4,32,False,False,Prostrate or Mat-forming Forb/Herb,3,0.0
Control,4,32,False,False,Prostrate or Mat-forming Forb/Herb,6,0.008130081300813009
Control,4,32,False,False,Small Non-tufted grass/sedge,0,0.008130081300813009
Control,4,32,False,False,Small Non-tufted grass/sedge,3,0.0
Control,4,32,False,False,Small Non-tufted grass/sedge,6,0.0
Control,4,32,False,False,Small Tufted grass/sedge,0,0.008130081300813009
Control,4,32,False,False,Small Tufted grass/sedge,3,0.0
Control,4,32,False,False,Small Tufted grass/sedge,6,0.016260162601626018
Control,6,1,False,False,Climber,0,0.0
Control,6,1,False,False,Climber,3,0.002380952380952381
Control,6,1,False,False,Climber,6,0.0
Control,6,1,False,False,Large Forb/Herb,0,0.21904761904761905
Control,6,1,False,False,Large Forb/Herb,3,0.12142857142857143
Control,6,1,False,False,Large Forb/Herb,6,0.16666666666666666
Control,6,1,False,False,Medium Forb/Herb,0,0.009523809523809525
Control,6,1,False,False,Medium Forb/Herb,3,0.014285714285714285
Control,6,1,False,False,Medium Forb/Herb,6,0.007142857142857143
Control,6,1,False,False,Medium Non-tufted grass/sedge,0,0.11904761904761904
Control,6,1,False,False,Medium Non-tufted grass/sedge,3,0.03571428571428571
Control,6,1,False,False,Medium Non-tufted grass/sedge,6,0.016666666666666666
Control,6,1,False,False,Medium Tufted grass/sedge,0,0.002380952380952381
Control,6,1,False,False,Medium Tufted grass/sedge,3,0.002380952380952381
Control,6,1,False,False,Medium Tufted grass/sedge,6,0.002380952380952381
Control,6,1,False,False,Non-tufted Ground Fern,0,0.002380952380952381
Control,6,1,False,False,Non-tufted Ground Fern,3,0.0
Control,6,1,False,False,Non-tufted Ground Fern,6,0.014285714285714285
Control,6,1,False,False,Prostrate or Mat-forming Forb/Herb,0,0.1738095238095238
Control,6,1,False,False,Prostrate or Mat-forming Forb/Herb,3,0.007142857142857143
Control,6,1,False,False,Prostrate or Mat-forming Forb/Herb,6,0.004761904761904762
Control,6,1,False,False,Small Non-tufted grass/sedge,0,0.002380952380952381
Control,6,1,False,False,Small Non-tufted grass/sedge,3,0.0
Control,6,1,False,False,Small Non-tufted grass/sedge,6,0.002380952380952381
Control,6,1,False,False,Small Tufted grass/sedge,0,0.016666666666666666
Control,6,1,False,False,Small Tufted grass/sedge,3,0.04047619047619048
Control,6,1,False,False,Small Tufted grass/sedge,6,0.014285714285714285
Control,6,1,False,False,Tufted Ground Fern,0,0.0
Control,6,1,False,False,Tufted Ground Fern,3,0.002380952380952381
Control,6,1,False,False,Tufted Ground Fern,6,0.0
Control,6,2,False,False,Climber,0,0.0027100271002710027
Control,6,2,False,False,Climber,3,0.0027100271002710027
Control,6,2,False,False,Climber,6,0.0027100271002710027
Control,6,2,False,False,Large Forb/Herb,0,0.14092140921409213
Control,6,2,False,False,Large Forb/Herb,3,0.13821138211382114
Control,6,2,False,False,Large Forb/Herb,6,0.24390243902439024
Control,6,2,False,False,Medium Forb/Herb,0,0.02981029810298103
Control,6,2,False,False,Medium Forb/Herb,3,0.024390243902439025
Control,6,2,False,False,Medium Forb/Herb,6,0.024390243902439025
Control,6,2,False,False,Medium Non-tufted grass/sedge,0,0.08130081300813008
Control,6,2,False,False,Medium Non-tufted grass/sedge,3,0.08130081300813008
Control,6,2,False,False,Medium Non-tufted grass/sedge,6,0.0027100271002710027
Control,6,2,False,False,Medium Tufted grass/sedge,0,0.0027100271002710027
Control,6,2,False,False,Medium Tufted grass/sedge,3,0.005420054200542005
Control,6,2,False,False,Medium Tufted grass/sedge,6,0.0
Control,6,2,False,False,Non-tufted Ground Fern,0,0.0027100271002710027
Control,6,2,False,False,Non-tufted Ground Fern,3,0.016260162601626018
Control,6,2,False,False,Non-tufted Ground Fern,6,0.016260162601626018
Control,6,2,False,False,Prostrate or Mat-forming Forb/Herb,0,0.08943089430894309
Control,6,2,False,False,Prostrate or Mat-forming Forb/Herb,3,0.018970189701897018
Control,6,2,False,False,Prostrate or Mat-forming Forb/Herb,6,0.02168021680216802
Control,6,2,False,False,Small Forb/Herb,0,0.0
Control,6,2,False,False,Small Forb/Herb,3,0.0027100271002710027
Control,6,2,False,False,Small Forb/Herb,6,0.0
Control,6,2,False,False,Small Non-tufted grass/sedge,0,0.0
Control,6,2,False,False,Small Non-tufted grass/sedge,3,0.0
Control,6,2,False,False,Small Non-tufted grass/sedge,6,0.0027100271002710027
Control,6,2,False,False,Small Tufted grass/sedge,0,0.02168021680216802
Control,6,2,False,False,Small Tufted grass/sedge,3,0.0027100271002710027
Control,6,2,False,False,Small Tufted grass/sedge,6,0.018970189701897018
Control,6,2,False,False,Tufted Ground Fern,0,0.0
Control,6,2,False,False,Tufted Ground Fern,3,0.0027100271002710027
Control,6,2,False,False,Tufted Ground Fern,6,0.0
Control,6,3,False,False,Climber,0,0.009983361064891847
Control,6,3,False,False,Climber,3,0.0016638935108153079
Control,6,3,False,False,Climber,6,0.0016638935108153079
Control,6,3,False,False,Large Forb/Herb,0,0.2512479201331115
Control,6,3,False,False,Large Forb/Herb,3,0.21797004991680533
Control,6,3,False,False,Large Forb/Herb,6,0.2529118136439268
Control,6,3,False,False,Large Tufted grass/sedge,0,0.0016638935108153079
Control,6,3,False,False,Large Tufted grass/sedge,3,0.0
Control,6,3,False,False,Large Tufted grass/sedge,6,0.0016638935108153079
Control,6,3,False,False,Medium Forb/Herb,0,0.0066555740432612314
Control,6,3,False,False,Medium Forb/Herb,3,0.008319467554076539
Control,6,3,False,False,Medium Forb/Herb,6,0.016638935108153077
Control,6,3,False,False,Medium Non-tufted grass/sedge,0,0.04991680532445923
Control,6,3,False,False,Medium Non-tufted grass/sedge,3,0.024958402662229616
Control,6,3,False,False,Medium Non-tufted grass/sedge,6,0.011647254575707155
Control,6,3,False,False,Medium Tufted grass/sedge,0,0.0033277870216306157
Control,6,3,False,False,Medium Tufted grass/sedge,3,0.0033277870216306157
Control,6,3,False,False,Medium Tufted grass/sedge,6,0.0
Control,6,3,False,False,Non-tufted Ground Fern,0,0.009983361064891847
Control,6,3,False,False,Non-tufted Ground Fern,3,0.009983361064891847
Control,6,3,False,False,Non-tufted Ground Fern,6,0.0
Control,6,3,False,False,Prostrate or Mat-forming Forb/Herb,0,0.08485856905158069
Control,6,3,False,False,Prostrate or Mat-forming Forb/Herb,3,0.019966722129783693
Control,6,3,False,False,Prostrate or Mat-forming Forb/Herb,6,0.0033277870216306157
Control,6,3,False,False,Small Forb/Herb,0,0.0
Control,6,3,False,False,Small Forb/Herb,3,0.0016638935108153079
Control,6,3,False,False,Small Forb/Herb,6,0.0
Control,6,3,False,False,Small Non-tufted grass/sedge,0,0.0
Control,6,3,False,False,Small Non-tufted grass/sedge,3,0.0
Control,6,3,False,False,Small Non-tufted grass/sedge,6,0.0016638935108153079
Control,6,3,False,False,Small Tufted grass/sedge,0,0.0
Control,6,3,False,False,Small Tufted grass/sedge,3,0.0033277870216306157
Control,6,3,False,False,Small Tufted grass/sedge,6,0.0016638935108153079
Control,6,4,False,False,Climber,0,0.001524390243902439
Control,6,4,False,False,Climber,3,0.001524390243902439
Control,6,4,False,False,Climber,6,0.0
Control,6,4,False,False,Large Forb/Herb,0,0.23170731707317074
Control,6,4,False,False,Large Forb/Herb,3,0.22103658536585366
Control,6,4,False,False,Large Forb/Herb,6,0.22865853658536586
Control,6,4,False,False,Medium Forb/Herb,0,0.001524390243902439
Control,6,4,False,False,Medium Forb/Herb,3,0.01524390243902439
Control,6,4,False,False,Medium Forb/Herb,6,0.022865853658536585
Control,6,4,False,False,Medium Non-tufted grass/sedge,0,0.04573170731707317
Control,6,4,False,False,Medium Non-tufted grass/sedge,3,0.009146341463414634
Control,6,4,False,False,Medium Non-tufted grass/sedge,6,0.003048780487804878
Control,6,4,False,False,Medium Tufted grass/sedge,0,0.04725609756097561
Control,6,4,False,False,Medium Tufted grass/sedge,3,0.018292682926829267
Control,6,4,False,False,Medium Tufted grass/sedge,6,0.003048780487804878
Control,6,4,False,False,Non-tufted Ground Fern,0,0.022865853658536585
Control,6,4,False,False,Non-tufted Ground Fern,3,0.022865853658536585
Control,6,4,False,False,Non-tufted Ground Fern,6,0.009146341463414634
Control,6,4,False,False,Prostrate or Mat-forming Forb/Herb,0,0.04725609756097561
Control,6,4,False,False,Prostrate or Mat-forming Forb/Herb,3,0.03353658536585366
Control,6,4,False,False,Prostrate or Mat-forming Forb/Herb,6,0.003048780487804878
Control,6,4,False,False,Small Forb/Herb,0,0.0
Control,6,4,False,False,Small Forb/Herb,3,0.001524390243902439
Control,6,4,False,False,Small Forb/Herb,6,0.0
Control,6,4,False,False,Small Non-tufted grass/sedge,0,0.001524390243902439
Control,6,4,False,False,Small Non-tufted grass/sedge,3,0.0
Control,6,4,False,False,Small Non-tufted grass/sedge,6,0.001524390243902439
Control,6,4,False,False,Small Tufted grass/sedge,0,0.0
Control,6,4,False,False,Small Tufted grass/sedge,3,0.001524390243902439
Control,6,4,False,False,Small Tufted grass/sedge,6,0.004573170731707317
Control,6,5,False,False,Climber,0,0.002325581395348837
Control,6,5,False,False,Climber,3,0.0
Control,6,5,False,False,Climber,6,0.002325581395348837
Control,6,5,False,False,Large Forb/Herb,0,0.1186046511627907
Control,6,5,False,False,Large Forb/Herb,3,0.07209302325581396
Control,6,5,False,False,Large Forb/Herb,6,0.16511627906976745
Control,6,5,False,False,Large Tufted grass/sedge,0,0.013953488372093023
Control,6,5,False,False,Large Tufted grass/sedge,3,0.0
Control,6,5,False,False,Large Tufted grass/sedge,6,0.0
Control,6,5,False,False,Medium Forb/Herb,0,0.027906976744186046
Control,6,5,False,False,Medium Forb/Herb,3,0.06046511627906977
Control,6,5,False,False,Medium Forb/Herb,6,0.01627906976744186
Control,6,5,False,False,Medium Non-tufted grass/sedge,0,0.11627906976744186
Control,6,5,False,False,Medium Non-tufted grass/sedge,3,0.03488372093023256
Control,6,5,False,False,Medium Non-tufted grass/sedge,6,0.002325581395348837
Control,6,5,False,False,Medium Tufted grass/sedge,0,0.04883720930232558
Control,6,5,False,False,Medium Tufted grass/sedge,3,0.004651162790697674
Control,6,5,False,False,Medium Tufted grass/sedge,6,0.004651162790697674
Control,6,5,False,False,Non-tufted Ground Fern,0,0.03488372093023256
Control,6,5,False,False,Non-tufted Ground Fern,3,0.03488372093023256
Control,6,5,False,False,Non-tufted Ground Fern,6,0.11627906976744186
Control,6,5,False,False,Prostrate Shrub,0,0.0
Control,6,5,False,False,Prostrate Shrub,3,0.0
Control,6,5,False,False,Prostrate Shrub,6,0.002325581395348837
Control,6,5,False,False,Prostrate or Mat-forming Forb/Herb,0,0.004651162790697674
Control,6,5,False,False,Prostrate or Mat-forming Forb/Herb,3,0.030232558139534883
Control,6,5,False,False,Prostrate or Mat-forming Forb/Herb,6,0.009302325581395349
Control,6,5,False,False,Small Forb/Herb,0,0.0
Control,6,5,False,False,Small Forb/Herb,3,0.013953488372093023
Control,6,5,False,False,Small Forb/Herb,6,0.0
Control,6,5,False,False,Small Non-tufted grass/sedge,0,0.002325581395348837
Control,6,5,False,False,Small Non-tufted grass/sedge,3,0.0
Control,6,5,False,False,Small Non-tufted grass/sedge,6,0.002325581395348837
Control,6,5,False,False,Small Tufted grass/sedge,0,0.037209302325581395
Control,6,5,False,False,Small Tufted grass/sedge,3,0.004651162790697674
Control,6,5,False,False,Small Tufted grass/sedge,6,0.01627906976744186
Control,6,6,False,False,Climber,0,0.0
Control,6,6,False,False,Climber,3,0.0023752969121140144
Control,6,6,False,False,Climber,6,0.0
Control,6,6,False,False,Large Forb/Herb,0,0.12351543942992874
Control,6,6,False,False,Large Forb/Herb,3,0.1187648456057007
Control,6,6,False,False,Large Forb/Herb,6,0.171021377672209
Control,6,6,False,False,Medium Forb/Herb,0,0.0498812351543943
Control,6,6,False,False,Medium Forb/Herb,3,0.09501187648456057
Control,6,6,False,False,Medium Forb/Herb,6,0.007125890736342043
Control,6,6,False,False,Medium Non-tufted grass/sedge,0,0.166270783847981
Control,6,6,False,False,Medium Non-tufted grass/sedge,3,0.014251781472684086
Control,6,6,False,False,Medium Non-tufted grass/sedge,6,0.014251781472684086
Control,6,6,False,False,Medium Tufted grass/sedge,0,0.0166270783847981
Control,6,6,False,False,Medium Tufted grass/sedge,3,0.0166270783847981
Control,6,6,False,False,Medium Tufted grass/sedge,6,0.0023752969121140144
Control,6,6,False,False,Non-tufted Ground Fern,0,0.014251781472684086
Control,6,6,False,False,Non-tufted Ground Fern,3,0.0023752969121140144
Control,6,6,False,False,Non-tufted Ground Fern,6,0.0023752969121140144
Control,6,6,False,False,Prostrate Shrub,0,0.0
Control,6,6,False,False,Prostrate Shrub,3,0.0
Control,6,6,False,False,Prostrate Shrub,6,0.0023752969121140144
Control,6,6,False,False,Prostrate or Mat-forming Forb/Herb,0,0.004750593824228029
Control,6,6,False,False,Prostrate or Mat-forming Forb/Herb,3,0.028503562945368172
Control,6,6,False,False,Prostrate or Mat-forming Forb/Herb,6,0.021377672209026127
Control,6,6,False,False,Small Non-tufted grass/sedge,0,0.014251781472684086
Control,6,6,False,False,Small Non-tufted grass/sedge,3,0.0
Control,6,6,False,False,Small Non-tufted grass/sedge,6,0.014251781472684086
Control,6,6,False,False,Small Tufted grass/sedge,0,0.07838479809976247
Control,6,6,False,False,Small Tufted grass/sedge,3,0.0166270783847981
Control,6,6,False,False,Small Tufted grass/sedge,6,0.0023752969121140144
Control,6,7,False,False,Large Forb/Herb,0,0.1791907514450867
Control,6,7,False,False,Large Forb/Herb,3,0.03468208092485549
Control,6,7,False,False,Large Forb/Herb,6,0.1791907514450867
Control,6,7,False,False,Large Tufted grass/sedge,0,0.005780346820809248
Control,6,7,False,False,Large Tufted grass/sedge,3,0.005780346820809248
Control,6,7,False,False,Large Tufted grass/sedge,6,0.005780346820809248
Control,6,7,False,False,Medium Forb/Herb,0,0.03468208092485549
Control,6,7,False,False,Medium Forb/Herb,3,0.057803468208092484
Control,6,7,False,False,Medium Forb/Herb,6,0.08092485549132948
Control,6,7,False,False,Medium Non-tufted grass/sedge,0,0.005780346820809248
Control,6,7,False,False,Medium Non-tufted grass/sedge,3,0.03468208092485549
Control,6,7,False,False,Medium Non-tufted grass/sedge,6,0.0
Control,6,7,False,False,Medium Tufted grass/sedge,0,0.04046242774566474
Control,6,7,False,False,Medium Tufted grass/sedge,3,0.005780346820809248
Control,6,7,False,False,Medium Tufted grass/sedge,6,0.017341040462427744
Control,6,7,False,False,Non-tufted Ground Fern,0,0.03468208092485549
Control,6,7,False,False,Non-tufted Ground Fern,3,0.03468208092485549
Control,6,7,False,False,Non-tufted Ground Fern,6,0.03468208092485549
Control,6,7,False,False,Prostrate or Mat-forming Forb/Herb,0,0.011560693641618497
Control,6,7,False,False,Prostrate or Mat-forming Forb/Herb,3,0.03468208092485549
Control,6,7,False,False,Prostrate or Mat-forming Forb/Herb,6,0.011560693641618497
Control,6,7,False,False,Small Forb/Herb,0,0.0
Control,6,7,False,False,Small Forb/Herb,3,0.005780346820809248
Control,6,7,False,False,Small Forb/Herb,6,0.0
Control,6,7,False,False,Small Non-tufted grass/sedge,0,0.005780346820809248
Control,6,7,False,False,Small Non-tufted grass/sedge,3,0.03468208092485549
Control,6,7,False,False,Small Non-tufted grass/sedge,6,0.005780346820809248
Control,6,7,False,False,Small Tufted grass/sedge,0,0.04046242774566474
Control,6,7,False,False,Small Tufted grass/sedge,3,0.03468208092485549
Control,6,7,False,False,Small Tufted grass/sedge,6,0.017341040462427744
Control,6,7,False,False,Tufted Ground Fern,0,0.0
Control,6,7,False,False,Tufted Ground Fern,3,0.005780346820809248
Control,6,7,False,False,Tufted Ground Fern,6,0.0
Control,6,8,False,False,Climber,0,0.0
Control,6,8,False,False,Climber,3,0.0
Control,6,8,False,False,Climber,6,0.0021645021645021645
Control,6,8,False,False,Large Forb/Herb,0,0.15584415584415584
Control,6,8,False,False,Large Forb/Herb,3,0.11038961038961038
Control,6,8,False,False,Large Forb/Herb,6,0.19913419913419914
Control,6,8,False,False,Large Tufted grass/sedge,0,0.032467532467532464
Control,6,8,False,False,Large Tufted grass/sedge,3,0.0
Control,6,8,False,False,Large Tufted grass/sedge,6,0.0021645021645021645
Control,6,8,False,False,Medium Forb/Herb,0,0.0367965367965368
Control,6,8,False,False,Medium Forb/Herb,3,0.06926406926406926
Control,6,8,False,False,Medium Forb/Herb,6,0.030303030303030304
Control,6,8,False,False,Medium Non-tufted grass/sedge,0,0.06493506493506493
Control,6,8,False,False,Medium Non-tufted grass/sedge,3,0.012987012987012988
Control,6,8,False,False,Medium Non-tufted grass/sedge,6,0.0021645021645021645
Control,6,8,False,False,Medium Tufted grass/sedge,0,0.025974025974025976
Control,6,8,False,False,Medium Tufted grass/sedge,3,0.025974025974025976
Control,6,8,False,False,Medium Tufted grass/sedge,6,0.006493506493506494
Control,6,8,False,False,Non-tufted Ground Fern,0,0.06493506493506493
Control,6,8,False,False,Non-tufted Ground Fern,3,0.032467532467532464
Control,6,8,False,False,Non-tufted Ground Fern,6,0.032467532467532464
Control,6,8,False,False,Prostrate Shrub,0,0.0
Control,6,8,False,False,Prostrate Shrub,3,0.0
Control,6,8,False,False,Prostrate Shrub,6,0.0021645021645021645
Control,6,8,False,False,Prostrate or Mat-forming Forb/Herb,0,0.030303030303030304
Control,6,8,False,False,Prostrate or Mat-forming Forb/Herb,3,0.015151515151515152
Control,6,8,False,False,Prostrate or Mat-forming Forb/Herb,6,0.004329004329004329
Control,6,8,False,False,Small Non-tufted grass/sedge,0,0.0
Control,6,8,False,False,Small Non-tufted grass/sedge,3,0.0
Control,6,8,False,False,Small Non-tufted grass/sedge,6,0.0021645021645021645
Control,6,8,False,False,Small Tufted grass/sedge,0,0.032467532467532464
Control,6,8,False,False,Small Tufted grass/sedge,3,0.004329004329004329
Control,6,8,False,False,Small Tufted grass/sedge,6,0.0021645021645021645
Control,6,9,False,False,Climber,0,0.0
Control,6,9,False,False,Climber,3,0.0023923444976076554
Control,6,9,False,False,Climber,6,0.0
Control,6,9,False,False,Large Forb/Herb,0,0.004784688995215311
Control,6,9,False,False,Large Forb/Herb,3,0.0023923444976076554
Control,6,9,False,False,Large Forb/Herb,6,0.3133971291866029
Control,6,9,False,False,Large Tufted grass/sedge,0,0.0
Control,6,9,False,False,Large Tufted grass/sedge,3,0.0023923444976076554
Control,6,9,False,False,Large Tufted grass/sedge,6,0.0
