Life Form,,,,,Climber,Climber,Climber,Large Forb/Herb,Large Forb/Herb,Large Forb/Herb,Large Non-tufted grass/sedge,Large Non-tufted grass/sedge,Large Non-tufted grass/sedge,Large Shrub to Medium Tree,Large Shrub to Medium Tree,Large Shrub to Medium Tree,Large Tufted grass/sedge,Large Tufted grass/sedge,Large Tufted grass/sedge,Medium Forb/Herb,Medium Forb/Herb,Medium Forb/Herb,Medium Non-tufted grass/sedge,Medium Non-tufted grass/sedge,Medium Non-tufted grass/sedge,Medium Tufted grass/sedge,Medium Tufted grass/sedge,Medium Tufted grass/sedge,Non-tufted Ground Fern,Non-tufted Ground Fern,Non-tufted Ground Fern,Prostrate Shrub,Prostrate Shrub,Prostrate Shrub,Prostrate or Mat-forming Forb/Herb,Prostrate or Mat-forming Forb/Herb,Prostrate or Mat-forming Forb/Herb,Scrambler,Scrambler,Scrambler,Shrub,Shrub,Shrub,Small Forb/Herb,Small Forb/Herb,Small Forb/Herb,Small Non-tufted grass/sedge,Small Non-tufted grass/sedge,Small Non-tufted grass/sedge,Small Shrub,Small Shrub,Small Shrub,Small Tufted grass/sedge,Small Tufted grass/sedge,Small Tufted grass/sedge,Tiny Tufted grass/sedge,Tiny Tufted grass/sedge,Tiny Tufted grass/sedge,Tufted Ground Fern,Tufted Ground Fern,Tufted Ground Fern
Control,6,6,False,False,0.0,0.5,0.0,21.0,20.0,31.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,8.0,1.5,30.0,1.0,1.0,1.5,1.5,0.5,1.0,0.5,0.5,0.0,0.0,0.5,1.0,2.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,11.5,1.5,0.5,0,0.0,0.0,0.0,0.0,0.0
Control,6,7,False,False,0.0,0.0,0.0,10.5,1.0,10.5,0,0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,3.0,3.0,5.0,0.5,1.0,0.0,1.5,0.5,1.5,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,1.0,0.5,0.0,0.0,0.0,1.5,1.0,1.5,0,0.0,0.0,0.0,0.5,0.0
Control,6,8,False,False,0.0,0.0,0.5,31.0,20.5,41.0,0,0,0.0,0.0,0.0,0.0,5.0,0.0,0.5,4.5,9.5,7.0,10.0,1.0,0.5,2.0,2.0,1.5,10.0,5.0,5.0,0.0,0.0,0.5,3.0,1.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,5.0,1.0,0.5,0,0.0,0.0,0.0,0.0,0.0
Control,6,9,False,False,0.0,0.5,0.0,1.0,0.5,60.5,0,0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,61.5,2.5,10.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.0,0.0,0.0,21.0,1.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,5.5,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
Control,6,10,False,False,0.0,0.0,0.0,60.5,11.0,21.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.5,20.0,20.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,0.0,0.0,5.0,30.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,20.0,5.0,1.0,0,0.0,0.0,0.0,0.0,0.0
Control,6,11,False,False,0.0,0.0,0.0,3.0,40.5,41.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.5,3.5,20.0,1.0,5.0,1.5,0.5,0.0,1.0,0.5,0.0,0.0,0.0,0.0,1.5,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,1.0,0.0,0.0,0.0,0.0,1.5,1.0,1.5,0,0.0,0.0,0.0,0.0,0.0
Control,6,12,False,False,0.0,0.0,0.0,50.5,60.0,50.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.5,0.5,0.5,1.0,0.0,1.0,0.0,1.0,1.0,0.5,0.0,0.0,0.0,1.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,1.5,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0
Control,6,13,False,False,0.0,0.0,0.0,11.5,21.5,20.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,2.5,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,5.0,1.5,1.0,0,0.0,0.0,0.0,0.0,0.0
Control,6,14,False,False,0.0,0.0,0.0,1.0,1.5,1.5,0,0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,2.5,4.5,1.0,30.0,0.0,1.5,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,5.5,6.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.5,6.0,1.5,0,0.0,0.0,0.0,0.0,0.0
Control,6,15,False,False,0.0,0.0,0.0,6.0,5.5,21.5,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.5,3.0,2.0,0.0,1.0,0.5,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,1.0,0.5,0.0,0.0,0.0,20.5,5.5,1.5,0,0.0,0.0,0.0,0.0,0.0
Control,6,16,False,False,0.0,0.0,0.0,1.5,0.0,0.5,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,2.0,1.5,1.0,1.0,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1.5,0,0.0,0.0,0.0,0.0,0.0
Control,11,1,False,False,0.0,0.0,0.0,1.0,2.0,1.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,4.0,3.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,10.0,1.5,5.0,0,0.0,0.0,0.0,0.0,0.0
Control,11,2,False,False,0.0,0.0,0.0,1.5,1.0,0.5,0,0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,2.5,5.0,5.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,1.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,6.0,1.5,1.0,0,0.0,0.0,0.0,0.0,0.0
Control,11,3,False,False,0.0,0.0,0.0,1.0,0.0,0.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.5,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,10.5,1.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0.0,0.0,0.0,2.0,1.5,2.0,0,0.0,0.0,0.0,0.0,0.0
Control,11,4,False,False,0.0,0.0,0.0,1.0,1.5,3.0,0,0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,4.0,5.0,4.0,30.0,5.0,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,20.5,1.5,1.0,0,0.0,0.0,0.0,0.0,0.0
Control,11,5,False,False,0.0,0.0,0.0,1.5,1.0,0.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,2.0,5.0,1.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,50.0,30.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,20.5,1.0,1.5,0,0.0,0.0,0.0,0.0,0.0
Control,11,6,False,False,0.0,0.0,0.0,0.5,1.5,2.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.5,5.0,1.0,0.5,0.5,0.0,0.5,50.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,50.0,10.0,2.0,0,0.0,0.0,0.0,0.0,0.0
Control,11,7,False,False,0.0,0.0,0.5,0.0,1.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.5,3.5,1.0,1.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,70.0,50.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,5.5,2.0,2.0,0,0.0,0.0,0.0,0.0,0.0
Control,11,8,False,False,0.0,0.0,0.0,1.0,1.5,0.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.0,3.5,10.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,5.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.0,0.0,0.0,10.5,1.5,1.5,0,0.0,0.0,0.0,0.0,0.0
Control,11,9,False,False,0.0,0.0,0.0,11.5,21.0,21.0,0,0,0.0,0.0,0.0,0.0,1.0,0.5,0.5,3.0,2.5,3.0,1.0,0.5,0.5,1.0,1.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.5,10.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.5,1.5,0,0.0,0.0,0.0,0.0,0.0
Control,11,10,False,False,0.0,0.0,0.0,0.5,1.0,1.0,0,0,0.0,0.0,0.0,0.0,20.0,5.0,0.0,3.5,3.5,2.5,5.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,5.5,1.5,1.0,0,0.0,0.0,0.0,0.0,0.0
Control,11,11,False,False,0.0,0.0,0.0,1.5,1.0,2.0,0,0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,5.0,4.5,3.5,60.0,1.0,1.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,21.0,1.0,2.5,0,0.0,0.0,0.0,0.0,0.0
Control,11,12,False,False,0.0,0.0,0.0,1.0,0.5,1.5,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.5,2.5,2.5,20.0,0.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,30.5,1.0,1.5,0,0.0,0.0,0.0,0.0,0.0
Control,11,13,False,False,0.0,0.0,0.0,20.0,20.5,32.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.5,4.5,5.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,1.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,21.5,1.0,2.0,0,0.0,0.0,0.0,0.0,0.0
Control,11,14,False,False,0.0,0.0,0.0,11.5,10.5,20.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,4.0,2.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.5,1.5,1.5,0,0.0,0.0,0.0,0.0,0.0
Control,11,15,False,False,0.0,0.0,0.0,1.0,0.0,30.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.5,5.0,5.0,0.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.0,1.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,20.5,1.5,2.5,0,0.0,0.0,0.0,0.0,0.0
Control,11,16,False,False,0.0,0.0,0.0,30.5,31.5,55.5,0,0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,2.5,4.5,4.5,0.5,0.5,0.5,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,2.0,0.5,0,0.0,0.0,0.0,0.0,0.0
Control,11,17,False,False,0.0,0.0,0.0,1.5,1.0,0.5,0,0,0.0,0.0,0.0,0.0,40.0,1.0,1.0,4.5,4.5,5.0,1.0,0.5,1.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,31.0,30.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,1.5,2.5,0,0.0,0.0,0.0,0.0,0.0
Control,11,18,False,False,0.0,0.0,0.5,0.5,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,4.0,6.5,5.0,10.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.5,30.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,6.0,2.5,1.5,0,0.0,0.0,0.0,0.0,0.0
Control,11,19,False,False,0.0,0.0,0.0,0.5,1.0,0.5,0,0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,4.5,5.0,3.5,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.5,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.0,0.5,0,0.0,0.0,0.0,0.0,0.0
Control,11,20,False,False,0.0,0.0,0.0,0.0,0.5,1.0,0,0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,3.0,4.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,5.5,5.0,2.0,0,0.0,0.0,0.0,0.0,0.0
Control,11,21,False,False,0.0,0.0,0.0,0.5,1.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,4.5,4.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,30.5,20.0,5.5,0,0.0,0.0,0.0,0.0,0.0
Control,11,22,False,False,0.0,0.5,0.0,2.0,1.5,0.5,0,0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,3.0,8.0,13.0,10.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,10.0,5.5,2.0,0,0.0,0.0,0.0,0.0,0.0
Control,11,23,False,False,0.0,0.0,0.0,11.0,11.0,11.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,12.5,12.5,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,5.5,5.5,0.5,0,0.0,0.0,0.0,0.0,0.0
Control,11,24,False,False,0.5,0.5,0.0,0.5,42.5,0.5,0,0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,4.0,8.0,4.0,20.0,0.5,5.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,5.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,1.5,5.0,0,0.0,0.0,0.0,0.0,0.0
Control,11,25,False,False,0.0,0.5,0.0,41.5,42.0,30.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.5,4.0,10.0,5.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.5,0.5,5.5,0,0.0,0.0,0.0,0.0,0.0
Control,11,26,False,False,0.0,0.0,0.0,1.5,2.5,1.0,0,0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,3.0,6.5,8.0,0.5,0.5,0.5,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,20.5,2.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.5,1.0,0.5,0,0.0,0.0,0.0,0.0,0.0
Control,11,27,False,False,0.0,1.0,0.0,1.5,2.5,2.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.0,20.0,1.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,10.0,1.0,5.5,0,0.0,0.0,0.0,0.0,0.0
Control,11,28,False,False,0.0,0.0,0.0,41.5,41.0,41.0,0,0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,3.5,6.5,4.5,0.5,0.5,1.5,0.0,5.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,5.5,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0,0.0,0.0,0.0,0.0,0.0
Control,11,29,False,False,0.0,0.0,0.0,0.5,0.5,0.5,0,0,0.0,0.0,0.0,0.0,5.0,10.0,0.0,3.5,5.0,3.0,1.0,0.5,1.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,5.0,1.5,0.0,0.0,0.5,1.0,10.0,20.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,5.5,6.0,11.0,0,0.0,0.0,0.0,0.0,0.0
Control,11,30,False,False,0.0,0.5,0.5,0.5,1.0,0.5,0,0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.5,5.5,5.0,10.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,1.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,1.0,0.5,1.0,0,0.0,0.0,0.0,0.0,0.0
Control,11,31,False,False,0.0,0.0,0.0,1.5,2.0,1.5,0,0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,5.5,4.5,4.0,1.0,1.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,1.5,1.5,1.0,0,0.0,0.0,0.0,0.0,0.0
Control,11,32,False,False,0.0,0.5,0.0,1.0,1.5,1.5,0,0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,4.0,11.5,13.0,10.0,0.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,2.5,0.5,0,0.0,0.0,0.0,0.0,0.0
Gap,1,1,False,False,0.0,0.0,0.0,21.0,32.0,21.5,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.5,3.5,4.0,0.5,0.0,0.5,0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.0,1.5,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0.0,0.0,0.0,1.0,1.5,1.5,0,0.0,0.0,0.0,0.0,0.0
Gap,1,2,False,True,0.0,0.0,0.5,11.0,21.5,31.5,0,0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,4.0,2.5,2.5,0.0,1.0,0.5,0.0,0.0,1.5,0.0,1.0,1.0,0.0,0.0,0.0,1.5,10.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,0.0,0.0,0.0,0.5,1.5,1.0,0,0.0,0.0,0.0,0.0,0.0
Gap,1,3,False,True,0.5,0.0,0.5,21.5,31.0,42.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,5.0,3.0,1.0,0.0,0.0,1.0,5.0,1.0,5.0,1.0,1.0,0.0,0.0,0.0,5.5,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.0,0.0,0.0,0.5,1.5,3.0,0,0.0,0.0,0.0,0.0,0.0
Gap,1,4,False,True,0.0,0.0,0.0,42.0,43.5,61.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,4.0,3.5,0.5,0.5,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.5,0.5,0,0.0,0.0,0.0,0.0,0.0
Gap,1,5,False,True,0.0,0.0,0.0,2.0,5.5,11.0,0,0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,4.0,4.5,2.5,0.5,1.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,0.0,20.5,6.5,2.0,0,0.0,0.0,0.0,0.0,0.0
Gap,1,6,False,False,0.0,0.0,0.0,41.5,30.5,41.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,2.5,2.5,1.0,1.0,1.0,0.0,0.5,0.0,0.5,1.0,10.0,0.0,0.0,0.0,1.0,0.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0
Gap,1,7,False,False,0.0,0.0,0.0,20.5,11.0,20.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.5,1.0,1.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,5.5,1.5,0,0.0,0.0,0.0,0.0,0.0
Gap,1,8,False,False,0.0,0.0,0.0,22.0,22.5,22.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2.5,10.0,4.0,10.0,5.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,10.0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0
Gap,1,9,False,True,0.5,0.5,0.0,21.5,6.0,21.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,33.5,5.0,0.5,1.0,1.0,0.0,5.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,5.5,10.0,2.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,10.5,1.5,2.0,0,0.0,0.0,0.0,0.0,0.5
Gap,1,10,False,False,0.5,0.0,0.5,51.5,42.5,52.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,3.0,5.0,0.5,0.5,0.5,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,1.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.5,0,0.0,0.0,0.0,0.0,0.0
Gap,1,11,False,False,0.0,0.0,0.0,21.0,11.5,32.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,5.5,2.0,0.5,0.5,0.5,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.0,0.0,0.0,0.5,0.5,0.5,0,0.0,0.0,0.0,0.0,0.0
Gap,1,12,False,False,0.0,0.0,0.0,50.5,51.0,30.5,0,0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,2.5,1.0,4.0,0.5,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,2.5,0,0.0,0.0,0.0,0.0,0.0
Gap,1,13,False,True,0.0,0.0,0.0,20.5,31.5,42.0,0,0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,2.0,0.5,3.0,1.0,0.0,0.5,1.5,1.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0,0.0,0.0,0.0,0.0,0.0
Gap,1,14,False,False,0.0,0.0,0.0,30.5,40.5,0.0,0,0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,30.5,1.0,1.0,0.5,1.0,1.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,5.0,0.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.5,0,0.0,0.0,0.0,0.0,0.0
