Plot_treatment,Plot_number,Quadrat_fenced,Quadrat_gap,Quadrat_number,Year_monitoring,Climber,Large Forb/Herb,Medium Forb/Herb,Medium Non-tufted grass/sedge,Medium Tufted grass/sedge,Prostrate or Mat-forming Forb/Herb,Small Non-tufted grass/sedge,Small Tufted grass/sedge,Prostrate Shrub,Tufted Ground Fern,Shrub,Small Forb/Herb,Large Tufted grass/sedge,Small Shrub,Non-tufted Ground Fern,Tiny Tufted grass/sedge,Scrambler,Large Shrub to Medium Tree,Large Non-tufted grass/sedge
Control,11,False,False,19,0,,0.5,0.5,3.0,3.0,1.3333333333333333,,1.75,,,,,0.5,,,,0.5,,
Control,11,False,False,19,3,,0.5,1.125,3.0,,0.5,,0.5,,,,,0.5,,,,,,
Control,11,False,False,19,6,,0.5,0.5,,,0.5,,0.5,,,,,,,,,,,
Control,11,False,False,20,0,,,1.0,3.0,,1.3333333333333333,0.5,4.0,,,,,0.5,,,,,,
Control,11,False,False,20,3,,0.5,1.3333333333333333,3.0,,7.5,3.0,7.5,,,,,,,,,,,
Control,11,False,False,20,6,,0.5,0.5,3.0,,2.8333333333333335,,1.3333333333333333,,,,,,,,,,,
Control,11,False,False,21,0,,0.5,0.5,3.0,,0.5,,17.75,,,,,,,,,,,
Control,11,False,False,21,3,,0.5,1.75,0.5,,1.75,0.5,25.0,,,,,,,,,,,
Control,11,False,False,21,6,,,0.8571428571428571,0.5,,,,4.0,,,,,,,,,,,
Control,11,False,False,22,0,,0.5,1.0,15.0,,0.5,0.5,15.0,,,,,0.5,,,,,,
Control,11,False,False,22,3,0.5,1.75,2.9,3.0,,3.0,,4.0,,,,,,,,,,,
Control,11,False,False,22,6,,0.5,3.3333333333333335,0.5,,0.5,,1.3333333333333333,,,,,,,,,,,
Control,11,False,False,23,0,,5.333333333333333,0.8125,3.0,,0.5,0.5,4.0,,,,,,,,,,,
Control,11,False,False,23,3,,5.333333333333333,3.2222222222222223,3.0,,0.5,3.0,4.0,,,,,,,,,,,
Control,11,False,False,23,6,,5.333333333333333,2.9166666666666665,0.5,,0.5,,0.5,,,,,,,,,,,
Control,11,False,False,24,0,0.5,0.5,0.5,25.0,3.0,1.75,,7.5,,,,,0.5,,,,,,
Control,11,False,False,24,3,0.5,9.9,2.0,0.5,3.0,4.0,3.0,1.75,,,,,,,,,,,
Control,11,False,False,24,6,,0.5,0.5,7.5,3.0,0.5,,7.5,,,,,,,,,,,
Control,11,False,False,25,0,,11.625,0.5,15.0,3.0,2.25,0.5,0.5,,,,,,,,,,,
Control,11,False,False,25,3,0.5,12.25,1.75,7.5,3.0,0.5,,0.5,,,,,,0.5,,,,,
Control,11,False,False,25,6,,17.75,0.5,,0.5,0.5,,4.0,,,,,,,,,,,
Control,11,False,False,26,0,,0.5,0.5,0.5,3.0,12.75,0.5,1.75,,,,,15.0,,,,,,
Control,11,False,False,26,3,,2.1666666666666665,2.0625,0.5,3.0,1.3333333333333333,0.5,3.0,,,,,3.0,,,,,,
Control,11,False,False,26,6,,3.0,1.5,0.5,0.5,0.5,,0.5,,,,,,,,,,,
Control,11,False,False,27,0,,0.5,0.5,25.0,,0.5,0.5,15.0,,,,,,,,,,,
Control,11,False,False,27,3,3.0,2.1666666666666665,1.125,3.0,,3.0,3.0,3.0,,,,,,,,,,,
Control,11,False,False,27,6,,1.3333333333333333,0.5,0.5,0.5,,,4.0,,,,,,,,,,,
Control,11,False,False,28,0,,11.625,0.5,0.5,,4.0,,0.5,,,,0.5,0.5,,,,,,
Control,11,False,False,28,3,,15.333333333333334,0.9545454545454546,0.5,7.5,3.0,3.0,0.5,,,,,3.0,,,,,,
Control,11,False,False,28,6,,15.333333333333334,1.2142857142857142,1.75,0.5,1.3333333333333333,0.5,,,,,,,,,,,,
Control,11,False,False,29,0,,0.5,0.5,3.0,,1.125,0.5,4.0,,,3.0,,7.5,,,,,,
Control,11,False,False,29,3,,0.5,1.5714285714285714,0.5,,7.5,3.0,5.25,,,15.0,,15.0,,,,,,
Control,11,False,False,29,6,,0.5,1.0,3.0,25.0,0.5,,4.0,,,25.0,,,,,,0.5,,
Control,11,False,False,30,0,,0.5,0.5,15.0,,15.333333333333334,,0.5,,,,,0.5,,,,,,
Control,11,False,False,30,3,0.5,0.5,1.4375,3.0,,1.75,0.5,0.5,,,,,,,,,,,
Control,11,False,False,30,6,0.5,0.5,0.5,0.5,,0.5,0.5,0.5,,,,,,,,,,,
Control,11,False,False,31,0,,0.5,0.5,3.0,,1.75,0.5,1.75,,,,,0.5,,,,,,
Control,11,False,False,31,3,,1.3333333333333333,1.2142857142857142,3.0,,1.75,3.0,1.75,,,,,0.5,,,,,,
Control,11,False,False,31,6,,1.75,0.8571428571428571,0.5,0.5,0.5,,0.5,,,,,,,,,,,
Control,11,False,False,32,0,,0.5,0.8571428571428571,15.0,0.5,0.5,,7.75,,,,,0.5,,,,,,
Control,11,False,False,32,3,0.5,1.75,2.2,,0.5,3.0,,2.1666666666666665,,,,,,,,,,,
Control,11,False,False,32,6,,0.5,2.5714285714285716,3.0,,0.5,,0.5,,,,,,,,,,,
Gap,1,False,False,1,0,,8.666666666666666,0.5,0.5,,1.75,3.0,3.0,,,,,,,0.5,,,,
Gap,1,False,False,1,3,,9.75,0.5,,,0.5,0.5,1.75,,,,,3.0,,,,,,
Gap,1,False,False,1,6,,6.625,1.3333333333333333,0.5,0.5,3.0,0.5,1.75,,,,,,,0.5,,,,
Gap,1,False,False,6,0,,11.625,0.5,3.0,,0.5,,7.75,,,,,,,0.5,,,,
Gap,1,False,False,6,3,,17.75,0.5,3.0,0.5,0.5,,0.5,,,,,,,3.0,,,,
Gap,1,False,False,6,6,,16.166666666666668,0.5,3.0,,3.0,,,,,,,,,15.0,,,,
Gap,1,False,False,7,0,,12.75,0.5,3.0,,0.5,0.5,0.5,,,,,,,,,,,
Gap,1,False,False,7,3,,5.333333333333333,0.5,3.0,,3.0,0.5,4.0,,,,,,,,,,,
Gap,1,False,False,7,6,,12.75,0.9166666666666666,3.0,0.5,2.1666666666666665,,1.75,,,,,,,,,,,
Gap,1,False,False,8,0,,5.4,0.5,15.0,,0.5,,15.0,,,,,,,,,,,
Gap,1,False,False,8,3,,7.875,1.1363636363636365,7.5,,,0.5,3.0,,,,,,,,,,,
Gap,1,False,False,8,6,,5.4,0.5,3.0,0.5,0.5,3.0,,,,,,0.5,,,,,,
Gap,1,False,False,10,0,0.5,14.125,0.9166666666666666,0.5,15.0,4.0,,3.0,,,,,,,,,,,
Gap,1,False,False,10,3,,9.9,1.0,0.5,3.0,1.75,3.0,0.5,,,,,,,,,,,
Gap,1,False,False,10,6,0.5,11.9,1.125,0.5,,1.75,3.0,1.75,,,,,,,,,,,
Gap,1,False,False,11,0,,8.666666666666666,0.5,0.5,15.0,0.5,0.5,0.5,,,,,,,,,,,
Gap,1,False,False,11,3,,4.125,1.4375,0.5,3.0,3.0,0.5,0.5,,,,,,,,,,,
Gap,1,False,False,11,6,,6.25,1.3333333333333333,0.5,,1.75,3.0,0.5,,,,,,,,,,,
Gap,1,False,False,12,0,,27.75,1.125,0.5,3.0,3.0,0.5,,,,,,,,,,,,
Gap,1,False,False,12,3,,18.666666666666668,0.5,,3.0,3.0,,,,,,,0.5,,3.0,,,,
Gap,1,False,False,12,6,,17.75,0.8571428571428571,0.5,0.5,0.5,0.5,2.1666666666666665,,,,,,,0.5,,,,
Gap,1,False,False,14,0,,17.75,0.5,3.0,0.5,7.5,0.5,0.5,,,,,0.5,,,,,,
Gap,1,False,False,14,3,,22.75,,3.0,1.75,0.5,,3.0,,,,,,,0.5,,,,
Gap,1,False,False,14,6,,,17.75,0.5,0.5,0.5,,1.75,,,,,,,,,,,
Gap,1,False,False,15,0,0.5,11.625,0.9166666666666666,3.0,1.75,1.75,0.5,3.0,,,,0.5,,,,,,,
Gap,1,False,False,15,3,,12.25,1.5,3.0,0.5,0.5,3.0,2.1666666666666665,,,,,,,,,,,
Gap,1,False,False,15,6,0.5,9.583333333333334,0.5,0.5,0.5,3.0,3.0,0.5,,0.5,,,,,,,,,
Gap,1,False,False,16,0,,12.75,0.5,0.5,3.0,3.0,0.5,0.5,,,,,,,,,,,
Gap,1,False,False,16,3,,8.666666666666666,1.2142857142857142,0.5,0.5,3.0,3.0,0.5,,,,,,,,,,,
Gap,1,False,False,16,6,,6.625,0.5,0.5,0.5,3.0,0.5,0.5,,,,,,,,,,,
Gap,1,False,True,2,0,,5.333333333333333,0.8571428571428571,,,1.75,0.5,0.5,,,,,7.5,,,,,,
Gap,1,False,True,2,3,,9.5,2.1666666666666665,3.0,,15.0,3.0,1.75,,,,,3.0,,3.0,,,,
Gap,1,False,True,2,6,0.5,12.833333333333334,0.5,0.5,1.75,2.1666666666666665,3.0,0.5,,,,,,,3.0,,,,
Gap,1,False,True,3,0,0.5,6.625,0.8571428571428571,3.0,3.0,4.0,0.5,0.5,,,,,,,7.5,,,,
Gap,1,False,True,3,3,,12.0,1.5714285714285714,,7.5,3.0,3.0,1.75,,,,,3.0,,3.0,,,,
Gap,1,False,True,3,6,0.5,9.4,0.5,,0.5,1.3333333333333333,0.5,1.75,,,,,,,3.0,,,,
Gap,1,False,True,4,0,,9.4,0.5,0.5,,0.5,,3.0,,,,,,,,,,,
Gap,1,False,True,4,3,,8.75,0.8571428571428571,0.5,3.0,1.75,3.0,0.5,,,,,,,,,,,
Gap,1,False,True,4,6,,34.0,0.9166666666666666,0.5,,1.3333333333333333,3.0,0.5,,,,,,,,,,,
Gap,1,False,True,5,0,,1.3333333333333333,0.8571428571428571,0.5,,0.5,3.0,12.75,,,,,0.5,,,,,,
Gap,1,False,True,5,3,,4.0,2.5,3.0,,3.0,7.5,3.6666666666666665,,,,,,,,,,,
Gap,1,False,True,5,6,,9.0,0.5,0.5,3.0,3.0,3.0,1.3333333333333333,,,,,,,,,,,
Gap,1,False,True,9,0,0.5,6.625,0.5,0.5,,4.0,,7.75,,,,,,,,,,,
Gap,1,False,True,9,3,0.5,2.8333333333333335,4.8125,3.0,7.5,7.5,3.0,1.75,,,,,,,,,,,
Gap,1,False,True,9,6,,8.666666666666666,1.125,3.0,0.5,1.125,0.5,1.3333333333333333,,0.5,0.5,,,,,,,,
Gap,1,False,True,13,0,,12.75,0.5,3.0,1.75,0.5,,0.5,,,,,0.5,,0.5,,,,
Gap,1,False,True,13,3,,12.833333333333334,0.5,,1.75,0.5,0.5,3.0,,,,,,,,,,,
Gap,1,False,True,13,6,,9.4,1.0,0.5,0.5,1.3333333333333333,,0.5,,,,,,,,,,,
Gap,8,False,False,1,0,,7.916666666666667,0.7777777777777778,0.5,0.5,0.5,3.0,3.0,,,,,0.5,,,,,,
Gap,8,False,False,1,3,,12.25,0.5,0.5,,0.5,0.5,0.5,,,,,,,,,,,
Gap,8,False,False,1,6,,18.666666666666668,0.5,,0.5,0.5,,0.5,,,,,,,,,,,
Gap,8,False,False,2,0,,0.5,0.5,0.5,,1.3333333333333333,,3.0,,,,,,,,,,,
Gap,8,False,False,2,3,,0.5,1.125,0.5,,0.5,0.5,3.0,,,,,0.5,,,,,,
Gap,8,False,False,2,6,,3.0,0.5,0.5,,0.5,,3.0,,,,,,,,,,,
Gap,8,False,False,5,0,,4.583333333333333,1.0,0.5,3.0,0.5,0.5,3.0,,,,,,,,,,,
Gap,8,False,False,5,3,,12.833333333333334,0.9166666666666666,0.5,3.0,0.5,0.5,1.3333333333333333,,,,,,,,,,,
Gap,8,False,False,5,6,,8.666666666666666,0.5,0.5,0.5,0.5,,0.5,,,,,,,,,,,
Gap,8,False,False,7,0,,4.583333333333333,0.9166666666666666,3.0,1.75,1.75,0.5,1.75,,,,,,,7.5,,,,
Gap,8,False,False,7,3,,9.5,1.3333333333333333,3.0,1.75,1.75,,3.0,,,,,,,3.0,,,,
Gap,8,False,False,7,6,,5.333333333333333,0.5,0.5,0.5,0.5,,0.5,,,,,,,7.5,,,,
Gap,8,False,False,8,0,,6.625,0.5,0.5,1.75,3.0,0.5,0.5,,,,,7.5,,,,,,
Gap,8,False,False,8,3,,8.666666666666666,0.5,0.5,0.5,,0.5,0.5,,,,,3.0,,,,,0.5,
Gap,8,False,False,8,6,,8.666666666666666,,0.5,0.5,0.5,,0.5,,,,,,,,,,,
Gap,8,False,False,12,0,,10.875,0.5,3.0,3.0,7.75,0.5,1.75,,,,,,,,,,,
Gap,8,False,False,12,3,,8.666666666666666,0.5,3.0,3.0,3.0,0.5,1.75,,,,,0.5,,,,,,
Gap,8,False,False,12,6,,15.333333333333334,0.9545454545454546,3.0,0.5,1.3333333333333333,,2.1666666666666665,,,,,0.5,,,,,,
Gap,8,False,False,16,0,,18.666666666666668,1.125,3.0,1.75,0.5,0.5,3.0,,,,,0.5,,,,,,
Gap,8,False,False,16,3,,12.833333333333334,0.8571428571428571,0.5,3.0,0.5,0.5,3.0,,,,,,,,,,,
Gap,8,False,False,16,6,,8.666666666666666,0.5,0.5,,3.0,0.5,0.5,,,,,,,,,,,
Gap,8,False,True,3,0,,0.5,1.0555555555555556,3.0,,12.75,0.5,8.666666666666666,,,0.5,,3.0,,,,,,
Gap,8,False,True,3,3,,1.125,1.9583333333333333,15.0,0.5,1.75,3.0,1.75,,,,,,,,,,,
Gap,8,False,True,3,6,,,0.75,7.5,0.5,7.5,,0.5,,,,,,,,,,,
Gap,8,False,True,4,0,,2.25,0.5,3.0,,1.3333333333333333,0.5,1.75,,0.5,0.5,,3.0,,,,,,
Gap,8,False,True,4,3,,7.5,1.3333333333333333,3.0,,3.0,,3.0,,0.5,,,3.0,,,,,,
Gap,8,False,True,4,6,,25.0,0.5,0.5,3.0,0.5,,1.75,,3.0,,,,,,,,,
Gap,8,False,True,6,0,,11.625,0.5,0.5,0.5,,0.5,1.75,,,,,,,,,,,
Gap,8,False,True,6,3,,10.375,2.1666666666666665,,0.5,0.5,3.0,1.75,,,,,,,,,,,
Gap,8,False,True,6,6,,11.625,0.5,0.5,22.75,1.75,0.5,,,,,,,,,,,,
Gap,8,False,True,9,0,,5.4,0.75,3.0,,1.3333333333333333,,12.75,,,,,,,,,,,
Gap,8,False,True,9,3,,5.375,1.4375,3.0,,1.3333333333333333,0.5,12.75,,,,,,,,,,,
Gap,8,False,True,9,6,,25.0,,,0.5,0.5,,3.0,,,,,,,,,,,
Gap,8,False,True,10,0,,1.9,0.5,25.0,,15.333333333333334,,4.0,,,,,3.0,,,,,,
Gap,8,False,True,10,3,,4.5,1.5,15.0,,3.0,,7.5,,,,,7.5,,,,,,
Gap,8,False,True,10,6,,5.333333333333333,0.5,3.0,,0.5,,3.0,,,,,,,,,,,
Gap,8,False,True,11,0,,7.4,0.8571428571428571,25.0,,0.5,,12.75,,,,,,,,,,,
Gap,8,False,True,11,3,,22.75,1.75,35.0,,0.5,,3.0,,,,,0.5,,,,,,
Gap,8,False,True,11,6,,27.75,1.0,3.0,0.5,,,,,,,,0.5,,,,,,
Gap,8,False,True,13,0,,4.125,0.5,3.0,,,0.5,0.5,,,,,,,,,,,
Gap,8,False,True,13,3,,12.083333333333334,1.75,3.0,3.0,0.5,3.0,3.0,,,,,,,,,,,
Gap,8,False,True,13,6,,28.666666666666668,0.5,3.0,,0.5,0.5,0.5,,,,,,,,,,,
Gap,8,False,True,14,0,0.5,14.125,0.8125,15.0,0.5,1.125,3.0,1.5,,,,,15.0,,,,,,
Gap,8,False,True,14,3,,9.125,0.8125,3.0,0.5,0.5,,0.5,,,,,,,,,,,
Gap,8,False,True,14,6,,31.25,2.9166666666666665,7.5,,2.1666666666666665,,0.5,,,,,0.5,,,,,,
Gap,8,False,True,15,0,,7.4,1.0,3.0,7.5,1.75,0.5,0.5,,,,,,,,,,,
Gap,8,False,True,15,3,,3.9,1.5714285714285714,3.0,7.5,1.75,0.5,0.5,,,,,,,,,,,
Gap,8,False,True,15,6,,12.0,0.5,,0.5,0.5,0.5,0.5,,,,,,,,0.5,,,
Gap,10,False,False,1,0,,,0.5,7.5,,1.3333333333333333,,25.0,,,,,3.0,,,,,,
Gap,10,False,False,1,3,,0.5,1.4375,3.0,,3.0,,7.5,,0.5,,,0.5,,,,,,
Gap,10,False,False,1,6,,0.5,0.8571428571428571,7.5,0.5,0.5,,1.75,,0.5,,,,,,,,,
Gap,10,False,False,5,0,,0.5,0.5,0.5,,0.5,0.5,3.0,,,,,,,,,,,
Gap,10,False,False,5,3,,0.5,0.9166666666666666,0.5,,1.75,0.5,15.0,,,,,,,,,,,
Gap,10,False,False,5,6,,1.75,1.125,0.5,,0.5,,0.5,,,,,,,,,,,
Gap,10,False,False,13,0,,,0.5,,,1.75,,3.0,,,,,,,,,,,
Gap,10,False,False,13,3,,0.5,1.125,,,1.75,0.5,3.0,,,,,,,,,,,
Gap,10,False,False,13,6,,3.0,1.2142857142857142,,0.5,0.5,,3.0,,,,,,,,,,,
Gap,10,False,False,15,0,,0.5,0.5,0.5,,0.5,,7.5,,0.5,,,3.0,,,,,,
Gap,10,False,False,15,3,,7.5,1.125,0.5,,1.75,,7.5,,,,,3.0,,,,,,
Gap,10,False,False,15,6,,4.0,0.5,0.5,0.5,3.0,,0.5,,0.5,,,,,,,,,
Gap,10,False,False,17,0,,0.5,0.5,,,0.5,0.5,25.0,,,,,7.5,,,,,,
Gap,10,False,False,17,6,,1.125,0.5,0.5,3.0,0.5,,1.3333333333333333,,,,,,,,,,,
Gap,10,False,False,19,0,,,0.5,,,3.0,,3.0,,,,,,,,,,,
Gap,10,False,False,19,3,,0.5,3.0,,,0.5,,3.0,,,,,,,,,,,
Gap,10,False,False,19,6,,,7.5,,,0.5,,0.5,,,,,,,,,,,
Gap,10,False,False,21,0,,,0.5,0.5,,0.5,,0.5,,,,,3.0,,,,,,
Gap,10,False,False,21,3,,0.5,0.5,0.5,,0.5,,0.5,,,,,0.5,,,,,,
Gap,10,False,False,21,6,,,1.75,,0.5,,,,,,,,,,,,,,
Gap,10,False,False,23,0,,0.5,,0.5,,0.5,,0.5,,,,,,,,,,,
Gap,10,False,False,23,3,,,0.5,0.5,,0.5,,3.0,,,,,,,,,,,
Gap,10,False,False,23,6,,,0.5,,,0.5,,0.5,,,,,,,,,,,
Gap,10,False,False,27,0,,7.75,0.5,0.5,,3.0,,3.0,,,,,,,,,,,
Gap,10,False,False,27,3,,7.5,0.5,3.0,,1.75,,3.0,,,,,,,,,,,
Gap,10,False,False,27,6,,35.0,,0.5,,0.5,,0.5,,,,,,,,,,,
Gap,10,False,False,29,0,,0.5,0.5,7.5,,1.75,,3.0,,,,,,,,,,,
Gap,10,False,False,29,3,,3.0,0.5,3.0,,1.75,,0.5,,,,,,,,,,,
Gap,10,False,False,29,6,,0.5,,3.0,,0.5,,0.5,,,,,,,,,,,
Gap,10,False,True,3,0,,25.0,0.5,0.5,,,,3.0,,0.5,,,35.0,,,,,,
Gap,10,False,True,3,3,,2.9166666666666665,1.3333333333333333,,,7.5,,0.5,,3.0,,,15.0,,,,,,
Gap,10,False,True,3,6,,12.0,1.0,0.5,3.0,0.5,,,,0.5,,,,,,,,,
Gap,10,False,True,7,0,,0.5,0.5,3.0,,0.5,,3.0,,,,,0.5,,,,,0.5,
Gap,10,False,True,7,3,,1.75,1.5909090909090908,25.0,,0.5,0.5,0.5,,,,0.5,0.5,,,,,0.5,
Gap,10,False,True,7,6,,0.5,1.125,7.75,0.5,3.0,,,,,,,,,,,,0.5,
Gap,10,False,True,9,0,,0.5,0.5,,,0.5,,15.0,,,,,,,,,,,
Gap,10,False,True,9,3,,0.5,5.375,0.5,,1.75,,25.0,,,,,,,,,,,
Gap,10,False,True,9,6,,,1.3333333333333333,0.5,,0.5,,1.3333333333333333,,,,,,,,,,,
Gap,10,False,True,11,0,,1.3333333333333333,0.5,0.5,,0.5,,15.0,0.5,,,,,,,,,,
Gap,10,False,True,11,3,,1.125,1.0,0.5,,0.5,0.5,5.25,0.5,,,,,,,3.0,,,
Gap,10,False,True,11,6,,5.333333333333333,1.125,,,3.0,0.5,0.5,,,,,,,,,,,
Gap,10,False,True,25,0,,0.5,0.5,3.0,,0.5,,7.5,,,,,,,,,,,
Gap,10,False,True,25,3,,0.5,3.0,3.0,,3.0,,7.5,,,,,,,,,,,
Gap,10,False,True,25,6,,,0.5,0.5,,0.5,,,,,,,,,,,,,
Gap,10,False,True,31,0,,4.125,0.5,3.0,,0.5,,7.5,,,,,,,,,,,
Gap,10,False,True,31,3,0.5,7.4,1.8076923076923077,3.0,,0.5,0.5,3.5,,,,,,,,,,,
Gap,10,False,True,31,6,,22.75,0.5,0.5,0.5,0.5,,0.5,,0.5,,,,,,,,,
Gap,10,True,False,4,0,,0.5,0.5,15.0,,25.0,0.5,35.0,,0.5,,,0.5,,,,,,
Gap,10,True,False,4,3,,0.5,0.8125,,0.5,3.0,,7.5,,0.5,,,3.0,,,,,0.5,
Gap,10,True,False,4,6,,,1.3333333333333333,7.5,15.0,0.5,,7.5,,,,,,,,,,0.5,
Gap,10,True,False,10,0,,0.5,0.5,,0.5,0.5,,25.0,,0.5,,,,,,,,,
Gap,10,True,False,10,3,,0.5,0.5,,0.5,0.5,,15.0,,0.5,,,,,,,,,
Gap,10,True,False,10,6,,1.75,0.5,0.5,0.5,0.5,,9.5,,3.0,,,,,,,,,
Gap,10,True,False,14,0,,,0.5,,,,,3.0,,,,,,,,,,,
Gap,10,True,False,14,3,,0.5,1.9285714285714286,,,3.0,,4.0,,,,,,,,,,,
Gap,10,True,False,14,6,,0.5,1.5,,,3.0,3.0,7.5,,,,,,,,,,,
Gap,10,True,False,18,0,,1.75,0.5,3.0,,0.5,,15.0,,,,,3.0,,,,,,
Gap,10,True,False,18,3,,2.25,2.5833333333333335,,,,,7.75,,,,,7.5,,,,,,
Gap,10,True,False,28,0,,12.75,0.5,0.5,,0.5,0.5,25.0,,0.5,,,,,,,,,
Gap,10,True,False,28,3,,9.75,0.5,,,,,15.0,,,,,,,,,,,
Gap,10,True,False,28,6,,12.0,0.5,0.5,0.5,0.5,,0.5,,0.5,,,,,,,,,
Gap,10,True,True,2,0,,1.125,0.5,7.5,,2.8333333333333335,0.5,45.0,,,,,,,,,,,
Gap,10,True,True,2,3,,1.3333333333333333,3.6666666666666665,55.0,,12.75,,3.0,,,,,,,,,,,
Gap,10,True,True,2,6,,1.75,7.75,15.0,,,,,,,,,,,,,,,
Gap,10,True,True,6,0,,0.5,0.8125,3.0,,1.3333333333333333,,35.0,,,,,,,,,,,
Gap,10,True,True,6,3,,0.5,1.75,0.5,,1.75,,1.75,,,,,,,,,,,
Gap,10,True,True,6,6,,1.75,0.5,3.0,,1.3333333333333333,,2.8333333333333335,,,,,,,,,,,
Gap,10,True,True,8,0,,0.5,0.5,3.0,,0.5,,15.0,,,,,,,,,,,
Gap,10,True,True,8,3,,2.1666666666666665,2.0625,7.5,,1.75,,2.1666666666666665,,3.0,,,,,,,,,
Gap,10,True,True,8,6,,2.8333333333333335,2.25,7.5,,1.3333333333333333,,2.8333333333333335,,0.5,,,,,,,,,
Gap,10,True,True,12,0,,4.0,0.5,,,0.5,,0.5,,,,,0.5,,,,,,
Gap,10,True,True,12,3,,5.9,1.5555555555555556,,,0.5,0.5,2.1666666666666665,,,15.0,,2.8333333333333335,,,,,,
Gap,10,True,True,12,6,,15.333333333333334,,,15.0,,,0.5,,,3.0,,0.5,,,,,,
Gap,10,True,True,16,0,,7.5,0.5,0.5,,0.5,0.5,0.5,,,,,,,,,,,
Gap,10,True,True,16,3,,8.375,1.3333333333333333,,,1.75,,3.0,,,,,35.0,,,,,,
Gap,10,True,True,16,6,,12.0,0.5,3.0,,0.5,,0.5,,,,,55.0,,,,,,
Gap,10,True,True,20,0,,0.5,0.5,3.0,,0.5,,7.75,,,,,3.0,,,,,,
Gap,10,True,True,20,3,,7.5,3.642857142857143,,3.0,1.3333333333333333,,4.0,,,,,15.0,,,,,,
Gap,10,True,True,20,6,,,0.5,0.5,12.75,0.5,3.0,0.5,,0.5,,,,,,,,,
Gap,10,True,True,22,0,,,0.5,3.0,,0.5,,15.0,,,,,,,,,,,
Gap,10,True,True,22,3,,0.5,1.75,,,15.0,0.5,15.0,,,0.5,,0.5,,,,,,
Gap,10,True,True,22,6,,,7.75,3.0,25.0,,,7.5,,,,,,,,,,,
Gap,10,True,True,24,0,,4.0,0.5,7.5,,0.5,,15.0,,0.5,,,0.5,,,,,0.5,
Gap,10,True,True,24,3,,5.25,1.0,3.0,,,,3.0,,0.5,,,3.0,,,,,0.5,
Gap,10,True,True,24,6,,35.0,7.75,0.5,15.0,,,,,,,,,,,,,3.0,
Gap,10,True,True,26,0,,7.5,0.5,3.0,,0.5,,3.0,,0.5,,,,,,,,,
Gap,10,True,True,26,3,,0.5,0.5,3.0,,1.75,,3.0,,,,,,,,,,,
Gap,10,True,True,26,6,,,0.5,0.5,,0.5,,0.5,,,,,,,,,,,
Gap,10,True,True,30,0,,1.75,0.5,,,0.5,0.5,0.5,,,,,3.0,,,,,,
Gap,10,True,True,30,3,,2.8333333333333335,2.1666666666666665,,,3.0,,,,,,,25.0,,,,,0.5,
Gap,10,True,True,30,6,,7.75,,,15.0,0.5,,,,,,,0.5,,,,,,
Gap,10,True,True,32,0,,1.75,0.5,3.0,,0.5,,15.0,,,,,,,,,,,
Gap,10,True,True,32,3,,2.0,0.5,,,3.0,0.5,12.75,,,,,,,,,,,
Gap,10,True,True,32,6,,2.875,1.125,0.5,0.5,0.5,3.0,6.166666666666667,,3.0,,,,,,,,,
Gap,12,False,False,1,0,,3.4,1.6666666666666667,7.5,,4.0,,0.5,,,,,15.0,,,,,,
Gap,12,False,False,1,3,,2.25,1.5714285714285714,,,3.0,0.5,1.75,,,,,7.5,,,,,,
Gap,12,False,False,1,6,,15.0,1.0,3.0,3.0,0.5,,3.0,,,,,,,,,,,
Gap,12,False,False,5,0,,0.5,1.3333333333333333,7.5,,,,3.0,,,,,7.5,,,,,,
Gap,12,False,False,5,3,,1.5,1.125,3.0,0.5,3.0,,0.5,,,,,,,,,,,
Gap,12,False,False,5,6,,0.5,1.125,,1.75,0.5,,0.5,,,,,,,,,,0.5,
Gap,12,False,False,13,0,,0.5,0.9166666666666666,7.5,,1.75,,0.5,,,,,0.5,,,,,,
Gap,12,False,False,13,3,,1.3333333333333333,0.5,3.0,0.5,3.0,,,,,,,0.5,,,,,,
Gap,12,False,False,13,6,,0.5,0.5,3.0,,0.5,,0.5,,,,,,,,,,,
Gap,12,False,False,15,0,,0.5,0.5,15.0,,0.5,,3.0,,,,,0.5,,,,,0.5,
Gap,12,False,False,15,3,,1.125,0.8125,3.0,,3.0,,1.75,,,,,3.0,,,,,,
Gap,12,False,False,15,6,,0.5,1.3333333333333333,3.0,0.5,0.5,,4.0,,,,,,,,,,,
Gap,12,False,False,21,0,,1.75,0.5,3.0,,0.5,,3.0,,,,,0.5,,,,,0.5,
Gap,12,False,False,21,3,0.5,2.4,0.75,3.0,0.5,1.75,,0.5,,,,,,,,,,,
Gap,12,False,False,21,6,,7.75,0.9166666666666666,,0.5,0.5,,1.75,,,,,,0.5,,,,,
Gap,12,False,False,27,0,,0.5,0.5,15.0,,,,,,,,,,,,,,,
Gap,12,False,False,27,3,0.5,0.5,1.75,7.5,,,,1.75,,,,,,,,,0.5,,
Gap,12,False,False,27,6,,1.125,1.75,3.0,,,,0.5,,,,,,,,,,,
Gap,12,False,False,29,0,,1.75,0.5,35.0,,0.5,0.5,1.3333333333333333,,,,,0.5,,,,,,
Gap,12,False,False,29,3,,1.75,1.5714285714285714,7.5,0.5,1.75,,3.0,,,,,0.5,,,,,,
Gap,12,False,False,29,6,,12.75,1.0,3.0,,0.5,,0.5,,,,,3.0,,,,,,
Gap,12,False,False,31,0,,7.75,1.3333333333333333,0.5,,1.75,,3.0,,,,,,,,,,,
