Plot_treatment,Plot_number,Quadrat_fenced,Quadrat_gap,Quadrat_number,Year_monitoring,Climber,Large Forb/Herb,Medium Forb/Herb,Medium Non-tufted grass/sedge,Medium Tufted grass/sedge,Prostrate or Mat-forming Forb/Herb,Small Non-tufted grass/sedge,Small Tufted grass/sedge,Prostrate Shrub,Tufted Ground Fern,Shrub,Small Forb/Herb,Large Tufted grass/sedge,Small Shrub,Non-tufted Ground Fern,Tiny Tufted grass/sedge,Scrambler,Large Shrub to Medium Tree,Large Non-tufted grass/sedge
Control,11,False,False,23,0,,16.0,6.5,3.0,,0.5,0.5,8.0,,,,,,,,,,,
Control,11,False,False,23,3,,16.0,29.0,3.0,,1.0,3.0,8.0,,,,,,,,,,,
Control,11,False,False,23,6,,16.0,17.5,0.5,,0.5,,0.5,,,,,,,,,,,
Control,11,False,False,24,0,0.5,0.5,4.0,25.0,3.0,3.5,,7.5,,,,,0.5,,,,,,
Control,11,False,False,24,3,0.5,49.5,20.0,0.5,3.0,8.0,3.0,3.5,,,,,,,,,,,
Control,11,False,False,24,6,,0.5,4.0,7.5,6.0,1.0,,7.5,,,,,,,,,,,
Control,11,False,False,25,0,,46.5,5.0,15.0,3.0,9.0,0.5,0.5,,,,,,,,,,,
Control,11,False,False,25,3,0.5,49.0,10.5,7.5,3.0,1.0,,0.5,,,,,,0.5,,,,,
Control,11,False,False,25,6,,35.5,4.0,,1.0,1.0,,8.0,,,,,,,,,,,
Control,11,False,False,26,0,,1.5,3.0,0.5,3.0,25.5,0.5,3.5,,,,,15.0,,,,,,
Control,11,False,False,26,3,,6.5,16.5,0.5,3.0,4.0,0.5,3.0,,,,,3.0,,,,,,
Control,11,False,False,26,6,,3.0,10.5,0.5,0.5,1.5,,0.5,,,,,,,,,,,
Control,11,False,False,27,0,,1.5,5.0,25.0,,1.5,0.5,15.0,,,,,,,,,,,
Control,11,False,False,27,3,3.0,6.5,9.0,3.0,,3.0,3.0,3.0,,,,,,,,,,,
Control,11,False,False,27,6,,4.0,2.0,0.5,0.5,,,8.0,,,,,,,,,,,
Control,11,False,False,28,0,,46.5,3.5,0.5,,8.0,,0.5,,,,0.5,0.5,,,,,,
Control,11,False,False,28,3,,46.0,10.5,0.5,7.5,3.0,3.0,0.5,,,,,3.0,,,,,,
Control,11,False,False,28,6,,46.0,8.5,3.5,0.5,4.0,0.5,,,,,,,,,,,,
Control,11,False,False,29,0,,0.5,3.5,3.0,,4.5,0.5,8.0,,,3.0,,7.5,,,,,,
Control,11,False,False,29,3,,0.5,11.0,0.5,,7.5,3.0,10.5,,,15.0,,15.0,,,,,,
Control,11,False,False,29,6,,0.5,5.0,3.0,25.0,1.5,,16.0,,,25.0,,,,,,0.5,,
Control,11,False,False,30,0,,0.5,1.5,15.0,,46.0,,1.0,,,,,0.5,,,,,,
Control,11,False,False,30,3,0.5,1.0,11.5,3.0,,3.5,0.5,0.5,,,,,,,,,,,
Control,11,False,False,30,6,0.5,0.5,5.0,0.5,,1.0,0.5,1.0,,,,,,,,,,,
Control,11,False,False,31,0,,1.5,5.5,3.0,,3.5,0.5,3.5,,,,,0.5,,,,,,
Control,11,False,False,31,3,,4.0,8.5,3.0,,3.5,3.0,3.5,,,,,0.5,,,,,,
Control,11,False,False,31,6,,3.5,6.0,0.5,0.5,0.5,,1.0,,,,,,,,,,,
Control,11,False,False,32,0,,1.0,6.0,15.0,0.5,1.5,,15.5,,,,,0.5,,,,,,
Control,11,False,False,32,3,0.5,3.5,22.0,,0.5,3.0,,6.5,,,,,,,,,,,
Control,11,False,False,32,6,,1.5,18.0,3.0,,0.5,,0.5,,,,,,,,,,,
Gap,1,False,False,1,0,,26.0,1.5,0.5,,3.5,3.0,3.0,,,,,,,0.5,,,,
Gap,1,False,False,1,3,,39.0,3.5,,,1.0,0.5,3.5,,,,,3.0,,,,,,
Gap,1,False,False,1,6,,26.5,8.0,0.5,0.5,6.0,0.5,3.5,,,,,,,0.5,,,,
Gap,1,False,False,6,0,,46.5,3.5,3.0,,1.0,,15.5,,,,,,,0.5,,,,
Gap,1,False,False,6,3,,35.5,2.5,3.0,0.5,0.5,,1.0,,,,,,,3.0,,,,
Gap,1,False,False,6,6,,48.5,2.5,3.0,,6.0,,,,,,,,,15.0,,,,
Gap,1,False,False,7,0,,25.5,2.0,3.0,,1.0,0.5,0.5,,,,,,,,,,,
Gap,1,False,False,7,3,,16.0,1.0,3.0,,3.0,0.5,8.0,,,,,,,,,,,
Gap,1,False,False,7,6,,25.5,5.5,3.0,0.5,6.5,,3.5,,,,,,,,,,,
Gap,1,False,False,8,0,,27.0,2.5,15.0,,0.5,,15.0,,,,,,,,,,,
Gap,1,False,False,8,3,,31.5,12.5,7.5,,,0.5,6.0,,,,,,,,,,,
Gap,1,False,False,8,6,,27.0,4.0,3.0,0.5,1.0,3.0,,,,,,0.5,,,,,,
Gap,1,False,False,10,0,0.5,56.5,5.5,0.5,15.0,8.0,,3.0,,,,,,,,,,,
Gap,1,False,False,10,3,,49.5,5.0,0.5,3.0,3.5,3.0,1.0,,,,,,,,,,,
Gap,1,False,False,10,6,0.5,59.5,9.0,0.5,,7.0,3.0,3.5,,,,,,,,,,,
Gap,1,False,False,11,0,,26.0,1.5,0.5,15.0,0.5,0.5,0.5,,,,,,,,,,,
Gap,1,False,False,11,3,,16.5,11.5,0.5,3.0,3.0,0.5,0.5,,,,,,,,,,,
Gap,1,False,False,11,6,,37.5,4.0,0.5,,3.5,3.0,0.5,,,,,,,,,,,
Gap,1,False,False,12,0,,55.5,4.5,0.5,3.0,3.0,0.5,,,,,,,,,,,,
Gap,1,False,False,12,3,,56.0,1.0,,3.0,3.0,,,,,,,0.5,,3.0,,,,
Gap,1,False,False,12,6,,35.5,6.0,1.0,1.0,0.5,0.5,6.5,,,,,,,0.5,,,,
Gap,1,False,False,14,0,,35.5,1.0,3.0,1.0,7.5,0.5,0.5,,,,,0.5,,,,,,
Gap,1,False,False,14,3,,45.5,,3.0,3.5,0.5,,3.0,,,,,,,0.5,,,,
Gap,1,False,False,14,6,,,35.5,0.5,0.5,1.5,,3.5,,,,,,,,,,,
Gap,1,False,False,15,0,0.5,46.5,5.5,3.0,3.5,3.5,0.5,3.0,,,,0.5,,,,,,,
Gap,1,False,False,15,3,,49.0,10.5,3.0,0.5,0.5,3.0,6.5,,,,,,,,,,,
Gap,1,False,False,15,6,0.5,57.5,3.5,0.5,0.5,3.0,3.0,1.5,,0.5,,,,,,,,,
Gap,1,False,False,16,0,,25.5,2.0,0.5,3.0,3.0,0.5,0.5,,,,,,,,,,,
Gap,1,False,False,16,3,,26.0,8.5,0.5,0.5,6.0,3.0,1.0,,,,,,,,,,,
Gap,1,False,False,16,6,,26.5,3.0,0.5,1.0,6.0,0.5,0.5,,,,,,,,,,,
Gap,1,False,True,2,0,,16.0,6.0,,,3.5,0.5,0.5,,,,,7.5,,,,,,
Gap,1,False,True,2,3,,28.5,6.5,3.0,,15.0,3.0,3.5,,,,,3.0,,3.0,,,,
Gap,1,False,True,2,6,0.5,38.5,2.5,0.5,3.5,6.5,3.0,1.0,,,,,,,3.0,,,,
Gap,1,False,True,3,0,0.5,26.5,6.0,3.0,3.0,8.0,0.5,0.5,,,,,,,7.5,,,,
Gap,1,False,True,3,3,,36.0,11.0,,7.5,3.0,3.0,3.5,,,,,3.0,,3.0,,,,
Gap,1,False,True,3,6,0.5,47.0,3.0,,1.0,4.0,0.5,7.0,,,,,,,3.0,,,,
Gap,1,False,True,4,0,,47.0,1.5,0.5,,0.5,,3.0,,,,,,,,,,,
Gap,1,False,True,4,3,,52.5,6.0,0.5,3.0,3.5,3.0,1.5,,,,,,,,,,,
Gap,1,False,True,4,6,,68.0,5.5,0.5,,4.0,3.0,0.5,,,,,,,,,,,
Gap,1,False,True,5,0,,4.0,6.0,0.5,,0.5,3.0,25.5,,,,,0.5,,,,,,
Gap,1,False,True,5,3,,8.0,12.5,3.0,,3.0,7.5,11.0,,,,,,,,,,,
Gap,1,False,True,5,6,,18.0,2.5,0.5,3.0,9.0,3.0,4.0,,,,,,,,,,,
Gap,1,False,True,9,0,0.5,26.5,1.5,0.5,,8.0,,15.5,,,,,,,,,,,
Gap,1,False,True,9,3,0.5,8.5,38.5,3.0,7.5,15.0,3.0,3.5,,,,,,,,,,,
Gap,1,False,True,9,6,,26.0,9.0,3.0,1.5,4.5,0.5,4.0,,0.5,0.5,,,,,,,,
Gap,1,False,True,13,0,,25.5,2.0,3.0,3.5,1.0,,1.0,,,,,0.5,,0.5,,,,
Gap,1,False,True,13,3,,38.5,0.5,,3.5,1.0,0.5,6.0,,,,,,,,,,,
Gap,1,False,True,13,6,,47.0,5.0,0.5,0.5,4.0,,1.0,,,,,,,,,,,
Gap,8,False,False,1,0,,47.5,7.0,0.5,0.5,2.0,3.0,6.0,,,,,0.5,,,,,,
Gap,8,False,False,1,3,,49.0,1.5,0.5,,1.0,0.5,1.0,,,,,,,,,,,
Gap,8,False,False,1,6,,56.0,1.5,,0.5,1.5,,1.0,,,,,,,,,,,
Gap,8,False,False,2,0,,2.0,1.0,0.5,,4.0,,3.0,,,,,,,,,,,
Gap,8,False,False,2,3,,1.5,4.5,0.5,,0.5,0.5,3.0,,,,,0.5,,,,,,
Gap,8,False,False,2,6,,3.0,3.0,0.5,,1.0,,6.0,,,,,,,,,,,
Gap,8,False,False,5,0,,27.5,5.0,0.5,6.0,1.0,0.5,3.0,,,,,,,,,,,
Gap,8,False,False,5,3,,38.5,5.5,0.5,3.0,1.0,0.5,4.0,,,,,,,,,,,
Gap,8,False,False,5,6,,26.0,3.5,0.5,1.5,1.0,,2.0,,,,,,,,,,,
Gap,8,False,False,7,0,,27.5,5.5,3.0,3.5,3.5,0.5,3.5,,,,,,,7.5,,,,
Gap,8,False,False,7,3,,28.5,4.0,3.0,3.5,3.5,,3.0,,,,,,,3.0,,,,
Gap,8,False,False,7,6,,16.0,2.0,0.5,1.0,1.0,,1.0,,,,,,,7.5,,,,
Gap,8,False,False,8,0,,26.5,2.5,0.5,3.5,3.0,0.5,1.0,,,,,7.5,,,,,,
Gap,8,False,False,8,3,,26.0,1.5,0.5,0.5,,0.5,1.0,,,,,3.0,,,,,0.5,
Gap,8,False,False,8,6,,26.0,,0.5,1.0,0.5,,0.5,,,,,,,,,,,
Gap,8,False,False,12,0,,43.5,3.0,3.0,3.0,15.5,0.5,3.5,,,,,,,,,,,
Gap,8,False,False,12,3,,26.0,3.5,3.0,3.0,3.0,0.5,3.5,,,,,0.5,,,,,,
Gap,8,False,False,12,6,,46.0,10.5,3.0,0.5,4.0,,6.5,,,,,0.5,,,,,,
Gap,8,False,False,16,0,,56.0,4.5,3.0,3.5,1.0,0.5,3.0,,,,,0.5,,,,,,
Gap,8,False,False,16,3,,38.5,6.0,0.5,6.0,0.5,0.5,3.0,,,,,,,,,,,
Gap,8,False,False,16,6,,26.0,1.5,0.5,,3.0,0.5,0.5,,,,,,,,,,,
Gap,8,False,True,3,0,,1.0,9.5,3.0,,25.5,0.5,26.0,,,0.5,,3.0,,,,,,
Gap,8,False,True,3,3,,4.5,23.5,15.0,0.5,3.5,3.0,3.5,,,,,,,,,,,
Gap,8,False,True,3,6,,,7.5,7.5,0.5,7.5,,1.0,,,,,,,,,,,
Gap,8,False,True,4,0,,9.0,2.0,3.0,,4.0,0.5,3.5,,0.5,0.5,,3.0,,,,,,
Gap,8,False,True,4,3,,7.5,4.0,3.0,,3.0,,3.0,,0.5,,,3.0,,,,,,
Gap,8,False,True,4,6,,25.0,2.5,0.5,3.0,1.0,,3.5,,3.0,,,,,,,,,
Gap,8,False,True,6,0,,46.5,3.0,0.5,0.5,,0.5,3.5,,,,,,,,,,,
Gap,8,False,True,6,3,,41.5,6.5,,1.0,0.5,3.0,3.5,,,,,,,,,,,
Gap,8,False,True,6,6,,46.5,2.0,1.0,45.5,3.5,0.5,,,,,,,,,,,,
Gap,8,False,True,9,0,,27.0,7.5,3.0,,4.0,,25.5,,,,,,,,,,,
Gap,8,False,True,9,3,,21.5,11.5,3.0,,4.0,0.5,25.5,,,,,,,,,,,
Gap,8,False,True,9,6,,25.0,,,0.5,0.5,,3.0,,,,,,,,,,,
Gap,8,False,True,10,0,,9.5,3.0,25.0,,46.0,,8.0,,,,,3.0,,,,,,
Gap,8,False,True,10,3,,13.5,7.5,15.0,,3.0,,7.5,,,,,7.5,,,,,,
Gap,8,False,True,10,6,,16.0,1.5,3.0,,0.5,,3.0,,,,,,,,,,,
Gap,8,False,True,11,0,,37.0,6.0,25.0,,1.0,,25.5,,,,,,,,,,,
Gap,8,False,True,11,3,,45.5,10.5,35.0,,1.0,,3.0,,,,,0.5,,,,,,
Gap,8,False,True,11,6,,55.5,5.0,3.0,0.5,,,,,,,,0.5,,,,,,
Gap,8,False,True,13,0,,16.5,1.0,3.0,,,0.5,0.5,,,,,,,,,,,
Gap,8,False,True,13,3,,72.5,10.5,3.0,3.0,0.5,3.0,3.0,,,,,,,,,,,
Gap,8,False,True,13,6,,86.0,2.0,3.0,,1.0,0.5,1.0,,,,,,,,,,,
Gap,8,False,True,14,0,0.5,56.5,6.5,15.0,0.5,4.5,3.0,7.5,,,,,15.0,,,,,,
Gap,8,False,True,14,3,,36.5,6.5,3.0,0.5,0.5,,0.5,,,,,,,,,,,
Gap,8,False,True,14,6,,62.5,17.5,7.5,,6.5,,0.5,,,,,0.5,,,,,,
Gap,8,False,True,15,0,,37.0,5.0,3.0,7.5,3.5,0.5,0.5,,,,,,,,,,,
Gap,8,False,True,15,3,,19.5,11.0,3.0,7.5,3.5,0.5,1.5,,,,,,,,,,,
Gap,8,False,True,15,6,,36.0,3.5,,0.5,1.5,0.5,1.0,,,,,,,,0.5,,,
Gap,10,False,False,1,0,,,2.5,7.5,,4.0,,25.0,,,,,3.0,,,,,,
Gap,10,False,False,1,3,,1.0,11.5,3.0,,6.0,,7.5,,0.5,,,0.5,,,,,,
Gap,10,False,False,1,6,,0.5,6.0,7.5,0.5,0.5,,3.5,,0.5,,,,,,,,,
Gap,10,False,False,5,0,,1.0,1.5,0.5,,1.5,0.5,3.0,,,,,,,,,,,
Gap,10,False,False,5,3,,1.5,5.5,0.5,,3.5,0.5,15.0,,,,,,,,,,,
Gap,10,False,False,5,6,,3.5,4.5,0.5,,0.5,,0.5,,,,,,,,,,,
Gap,10,False,False,13,0,,,2.5,,,3.5,,3.0,,,,,,,,,,,
Gap,10,False,False,13,3,,0.5,4.5,,,3.5,0.5,3.0,,,,,,,,,,,
Gap,10,False,False,13,6,,3.0,8.5,,0.5,0.5,,3.0,,,,,,,,,,,
Gap,10,False,False,15,0,,0.5,2.0,0.5,,1.0,,7.5,,0.5,,,3.0,,,,,,
Gap,10,False,False,15,3,,7.5,4.5,0.5,,3.5,,7.5,,,,,3.0,,,,,,
Gap,10,False,False,15,6,,8.0,2.5,0.5,0.5,3.0,,1.0,,0.5,,,,,,,,,
Gap,10,False,False,17,0,,1.5,1.5,,,1.0,0.5,25.0,,,,,7.5,,,,,,
Gap,10,False,False,17,6,,4.5,2.0,0.5,3.0,0.5,,4.0,,,,,,,,,,,
Gap,10,False,False,19,0,,,0.5,,,3.0,,3.0,,,,,,,,,,,
Gap,10,False,False,19,3,,0.5,3.0,,,0.5,,3.0,,,,,,,,,,,
Gap,10,False,False,19,6,,,7.5,,,0.5,,1.0,,,,,,,,,,,
Gap,10,False,False,21,0,,,0.5,0.5,,0.5,,0.5,,,,,3.0,,,,,,
Gap,10,False,False,21,3,,1.0,1.5,0.5,,1.0,,0.5,,,,,0.5,,,,,,
Gap,10,False,False,21,6,,,3.5,,0.5,,,,,,,,,,,,,,
Gap,10,False,False,23,0,,0.5,,0.5,,1.0,,0.5,,,,,,,,,,,
Gap,10,False,False,23,3,,,0.5,0.5,,0.5,,3.0,,,,,,,,,,,
Gap,10,False,False,23,6,,,1.0,,,0.5,,0.5,,,,,,,,,,,
Gap,10,False,False,27,0,,15.5,0.5,0.5,,3.0,,3.0,,,,,,,,,,,
Gap,10,False,False,27,3,,7.5,1.5,3.0,,3.5,,3.0,,,,,,,,,,,
Gap,10,False,False,27,6,,35.0,,0.5,,0.5,,0.5,,,,,,,,,,,
Gap,10,False,False,29,0,,0.5,1.0,7.5,,3.5,,3.0,,,,,,,,,,,
Gap,10,False,False,29,3,,3.0,1.5,3.0,,3.5,,0.5,,,,,,,,,,,
Gap,10,False,False,29,6,,1.0,,3.0,,0.5,,0.5,,,,,,,,,,,
Gap,10,False,True,3,0,,25.0,1.5,0.5,,,,3.0,,0.5,,,35.0,,,,,,
Gap,10,False,True,3,3,,17.5,8.0,,,7.5,,1.0,,3.0,,,15.0,,,,,,
Gap,10,False,True,3,6,,36.0,5.0,0.5,3.0,0.5,,,,0.5,,,,,,,,,
Gap,10,False,True,7,0,,0.5,4.5,3.0,,0.5,,3.0,,,,,0.5,,,,,0.5,
Gap,10,False,True,7,3,,3.5,17.5,25.0,,2.0,0.5,1.5,,,,0.5,0.5,,,,,0.5,
Gap,10,False,True,7,6,,0.5,4.5,15.5,0.5,3.0,,,,,,,,,,,,0.5,
Gap,10,False,True,9,0,,0.5,1.0,,,1.0,,15.0,,,,,,,,,,,
Gap,10,False,True,9,3,,1.0,21.5,0.5,,3.5,,25.0,,,,,,,,,,,
Gap,10,False,True,9,6,,,4.0,0.5,,1.0,,4.0,,,,,,,,,,,
Gap,10,False,True,11,0,,4.0,2.5,0.5,,1.0,,15.0,0.5,,,,,,,,,,
Gap,10,False,True,11,3,,4.5,5.0,0.5,,0.5,0.5,10.5,0.5,,,,,,,3.0,,,
Gap,10,False,True,11,6,,16.0,9.0,,,6.0,0.5,1.5,,,,,,,,,,,
Gap,10,False,True,25,0,,0.5,0.5,3.0,,1.0,,7.5,,,,,,,,,,,
Gap,10,False,True,25,3,,1.0,6.0,3.0,,3.0,,7.5,,,,,,,,,,,
Gap,10,False,True,25,6,,,1.0,0.5,,0.5,,,,,,,,,,,,,
Gap,10,False,True,31,0,,16.5,2.5,3.0,,0.5,,7.5,,,,,,,,,,,
Gap,10,False,True,31,3,0.5,37.0,23.5,3.0,,0.5,0.5,14.0,,,,,,,,,,,
Gap,10,False,True,31,6,,45.5,1.5,0.5,0.5,1.0,,1.0,,0.5,,,,,,,,,
Gap,10,True,False,4,0,,1.0,2.0,15.0,,25.0,0.5,35.0,,0.5,,,0.5,,,,,,
Gap,10,True,False,4,3,,2.0,6.5,,0.5,3.0,,7.5,,0.5,,,3.0,,,,,0.5,
Gap,10,True,False,4,6,,,4.0,7.5,15.0,0.5,,7.5,,,,,,,,,,0.5,
Gap,10,True,False,10,0,,1.5,2.0,,0.5,0.5,,25.0,,0.5,,,,,,,,,
Gap,10,True,False,10,3,,1.0,2.0,,0.5,0.5,,15.0,,0.5,,,,,,,,,
Gap,10,True,False,10,6,,3.5,2.0,0.5,0.5,0.5,,28.5,,3.0,,,,,,,,,
Gap,10,True,False,14,0,,,1.0,,,,,3.0,,,,,,,,,,,
Gap,10,True,False,14,3,,0.5,13.5,,,3.0,,8.0,,,,,,,,,,,
Gap,10,True,False,14,6,,1.0,10.5,,,3.0,3.0,7.5,,,,,,,,,,,
Gap,10,True,False,18,0,,7.0,4.0,3.0,,0.5,,15.0,,,,,3.0,,,,,,
Gap,10,True,False,18,3,,9.0,15.5,,,,,15.5,,,,,7.5,,,,,,
Gap,10,True,False,18,6,,3.5,4.5,0.5,,0.5,,1.0,,,,,,,,,,,
Gap,10,True,False,28,0,,25.5,2.5,0.5,,0.5,0.5,25.0,,0.5,,,,,,,,,
Gap,10,True,False,28,3,,39.0,1.5,,,,,15.0,,,,,,,,,,,
Gap,10,True,False,28,6,,36.0,1.5,0.5,0.5,0.5,,1.0,,0.5,,,,,,,,,
Gap,10,True,True,2,0,,4.5,3.5,7.5,,8.5,0.5,45.0,,,,,,,,,,,
Gap,10,True,True,2,3,,4.0,11.0,55.0,,25.5,,3.0,,,,,,,,,,,
Gap,10,True,True,2,6,,3.5,15.5,15.0,,,,,,,,,,,,,,,
Gap,10,True,True,6,0,,0.5,6.5,3.0,,4.0,,35.0,,,,,,,,,,,
Gap,10,True,True,6,3,,1.0,17.5,0.5,,3.5,,3.5,,,,,,,,,,,
Gap,10,True,True,6,6,,3.5,4.5,3.0,,4.0,,8.5,,,,,,,,,,,
Gap,10,True,True,8,0,,1.5,3.5,3.0,,0.5,,15.0,,,,,,,,,,,
Gap,10,True,True,8,3,,6.5,16.5,7.5,,3.5,,6.5,,3.0,,,,,,,,,
Gap,10,True,True,8,6,,8.5,9.0,7.5,,4.0,,8.5,,0.5,,,,,,,,,
Gap,10,True,True,12,0,,8.0,1.5,,,0.5,,0.5,,,,,0.5,,,,,,
Gap,10,True,True,12,3,,29.5,14.0,,,0.5,0.5,6.5,,,15.0,,8.5,,,,,,
Gap,10,True,True,12,6,,46.0,,,15.0,,,0.5,,,3.0,,0.5,,,,,,
Gap,10,True,True,16,0,,7.5,2.5,0.5,,1.0,0.5,0.5,,,,,,,,,,,
Gap,10,True,True,16,3,,33.5,4.0,,,3.5,,3.0,,,,,35.0,,,,,,
Gap,10,True,True,16,6,,36.0,1.5,3.0,,0.5,,1.0,,,,,55.0,,,,,,
Gap,10,True,True,20,0,,0.5,3.0,3.0,,1.0,,15.5,,,,,3.0,,,,,,
Gap,10,True,True,20,3,,15.0,25.5,,3.0,4.0,,8.0,,,,,15.0,,,,,,
Gap,10,True,True,20,6,,,1.0,0.5,25.5,1.0,3.0,0.5,,0.5,,,,,,,,,
Gap,10,True,True,22,0,,,1.0,3.0,,0.5,,15.0,,,,,,,,,,,
Gap,10,True,True,22,3,,0.5,10.5,,,15.0,0.5,15.0,,,0.5,,0.5,,,,,,
Gap,10,True,True,22,6,,,15.5,3.0,25.0,,,7.5,,,,,,,,,,,
Gap,10,True,True,24,0,,8.0,1.5,7.5,,0.5,,15.0,,0.5,,,0.5,,,,,0.5,
Gap,10,True,True,24,3,,10.5,5.0,3.0,,,,3.0,,0.5,,,3.0,,,,,0.5,
Gap,10,True,True,24,6,,35.0,15.5,0.5,15.0,,,,,,,,,,,,,3.0,
Gap,10,True,True,26,0,,7.5,0.5,3.0,,0.5,,3.0,,0.5,,,,,,,,,
Gap,10,True,True,26,3,,0.5,1.5,3.0,,3.5,,3.0,,,,,,,,,,,
Gap,10,True,True,26,6,,,0.5,0.5,,0.5,,0.5,,,,,,,,,,,
Gap,10,True,True,30,0,,3.5,1.0,,,0.5,0.5,0.5,,,,,3.0,,,,,,
Gap,10,True,True,30,3,,8.5,6.5,,,3.0,,,,,,,25.0,,,,,0.5,
Gap,10,True,True,30,6,,15.5,,,15.0,0.5,,,,,,,0.5,,,,,,
Gap,10,True,True,32,0,,3.5,1.5,3.0,,0.5,,15.0,,,,,,,,,,,
Gap,10,True,True,32,3,,10.0,0.5,,,6.0,0.5,25.5,,,,,,,,,,,
Gap,10,True,True,32,6,,11.5,4.5,0.5,0.5,1.0,3.0,18.5,,3.0,,,,,,,,,
Gap,12,False,False,1,0,,17.0,10.0,7.5,,8.0,,0.5,,,,,15.0,,,,,,
Gap,12,False,False,1,3,,9.0,11.0,,,3.0,0.5,3.5,,,,,7.5,,,,,,
Gap,12,False,False,1,6,,15.0,5.0,3.0,3.0,0.5,,3.0,,,,,,,,,,,
Gap,12,False,False,5,0,,1.0,4.0,7.5,,,,3.0,,,,,7.5,,,,,,
Gap,12,False,False,5,3,,7.5,9.0,3.0,0.5,3.0,,0.5,,,,,,,,,,,
Gap,12,False,False,5,6,,0.5,4.5,,3.5,0.5,,1.0,,,,,,,,,,0.5,
Gap,12,False,False,13,0,,1.0,5.5,7.5,,3.5,,0.5,,,,,0.5,,,,,,
Gap,12,False,False,13,3,,4.0,4.0,3.0,0.5,3.0,,,,,,,0.5,,,,,,
Gap,12,False,False,13,6,,0.5,2.0,3.0,,0.5,,0.5,,,,,,,,,,,
Gap,12,False,False,15,0,,1.0,2.5,15.0,,1.0,,3.0,,,,,0.5,,,,,0.5,
Gap,12,False,False,15,3,,4.5,6.5,3.0,,3.0,,3.5,,,,,3.0,,,,,,
Gap,12,False,False,15,6,,0.5,4.0,3.0,0.5,0.5,,8.0,,,,,,,,,,,
Gap,12,False,False,21,0,,3.5,2.0,3.0,,1.5,,3.0,,,,,0.5,,,,,0.5,
Gap,12,False,False,21,3,0.5,12.0,7.5,3.0,0.5,3.5,,1.0,,,,,,,,,,,
Gap,12,False,False,21,6,,15.5,5.5,,0.5,1.0,,3.5,,,,,,0.5,,,,,
Gap,12,False,False,27,0,,1.0,1.5,15.0,,,,,,,,,,,,,,,
Gap,12,False,False,27,3,0.5,1.5,7.0,7.5,,,,3.5,,,,,,,,,0.5,,
Gap,12,False,False,27,6,,4.5,3.5,3.0,,,,0.5,,,,,,,,,,,
Gap,12,False,False,29,0,,3.5,2.5,35.0,,1.5,0.5,4.0,,,,,1.0,,,,,,
Gap,12,False,False,29,3,,3.5,11.0,7.5,0.5,3.5,,3.0,,,,,0.5,,,,,,
Gap,12,False,False,29,6,,25.5,5.0,3.0,,1.0,,1.0,,,,,3.0,,,,,,
Gap,12,False,False,31,0,,15.5,4.0,0.5,,3.5,,3.0,,,,,,,,,,,
Gap,12,False,False,31,3,,26.0,6.5,0.5,,3.0,,0.5,,,,,,,,,,,
Gap,12,False,False,31,6,,36.5,8.0,,,0.5,,0.5,,,,,,,,,,,
Gap,12,False,True,3,0,,9.5,9.0,7.5,,2.5,,0.5,,,,,,,,,,,
Gap,12,False,True,3,3,,7.0,22.0,15.0,,10.5,7.5,1.0,,,,,3.0,,,3.0,,,
Gap,12,False,True,3,6,,3.5,3.5,3.0,0.5,0.5,,1.0,,,,,0.5,,,,,,
Gap,12,False,True,7,0,,0.5,3.0,25.0,,2.0,,25.0,,,,,,,,,,,
Gap,12,False,True,7,3,,2.0,8.0,3.0,3.0,1.0,,0.5,,,,,,,,,,,
Gap,12,False,True,7,6,0.5,0.5,9.5,3.0,,1.0,,35.5,,,,,,,,,,,
Gap,12,False,True,9,0,,1.0,1.0,3.0,,15.0,,3.5,,,,,3.0,,,,,,
Gap,12,False,True,9,3,,6.5,10.5,7.5,0.5,1.0,,3.5,,,,0.5,3.0,,,,,,
Gap,12,False,True,9,6,,0.5,5.5,0.5,3.0,1.5,,3.0,,,,,,,,,,,
Gap,12,False,True,11,0,,0.5,2.0,0.5,,0.5,,,,,,,,,,,,,
Gap,12,False,True,11,3,,1.5,4.0,3.0,0.5,0.5,3.0,0.5,,,,,,,,,,,
Gap,12,False,True,11,6,,,0.5,0.5,,3.0,,0.5,,,,,,,,,,,
Gap,12,False,True,17,0,,4.5,2.0,3.0,,8.5,,3.0,,,,,0.5,,,,,0.5,
Gap,12,False,True,17,3,0.5,15.5,8.0,35.0,,3.0,,,,,,,3.0,,,,,,
Gap,12,False,True,17,6,,1.5,9.5,130.0,,1.5,,,,1.0,,,,,,,,,
Gap,12,False,True,19,0,,8.5,2.0,3.0,,1.5,,0.5,,,,,,,,,,,
Gap,12,False,True,19,3,,29.0,25.0,3.0,3.5,10.5,,3.5,,,,,0.5,,,0.5,,,
Gap,12,False,True,19,6,0.5,38.0,3.0,0.5,0.5,1.0,,2.0,,,,,0.5,,,,,,
Gap,12,False,True,23,0,,,1.0,,,,,0.5,,,,,,,,,,,
Gap,12,False,True,23,3,,4.0,9.5,3.0,0.5,,,3.0,,,,,,,,,,,
Gap,12,False,True,23,6,,0.5,,,0.5,3.0,,4.0,,,,,,,,,,,
Gap,12,False,True,25,0,,3.5,0.5,3.0,,2.0,,3.0,,,,,3.0,,,,,,
Gap,12,False,True,25,3,,18.5,2.5,0.5,,,0.5,0.5,0.5,,,,3.0,,,,,,
