Plot_treatment,Plot_number,Quadrat_fenced,Quadrat_gap,Quadrat_number,Year_monitoring,Climber,Large Forb/Herb,Medium Forb/Herb,Medium Non-tufted grass/sedge,Medium Tufted grass/sedge,Prostrate or Mat-forming Forb/Herb,Small Non-tufted grass/sedge,Small Tufted grass/sedge,Prostrate Shrub,Tufted Ground Fern,Shrub,Small Forb/Herb,Large Tufted grass/sedge,Small Shrub,Non-tufted Ground Fern,Tiny Tufted grass/sedge,Scrambler,Large Shrub to Medium Tree,Large Non-tufted grass/sedge
Control,4,False,False,22,6,0.0,0.7536231884057971,0.08695652173913043,0.014492753623188406,0.014492753623188406,0.028985507246376812,0.014492753623188406,0.08695652173913043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Control,4,False,False,23,0,0.0,0.2361111111111111,0.027777777777777776,0.013888888888888888,0.0,0.013888888888888888,0.0,0.6944444444444444,0.0,0.0,0.0,0.0,0.013888888888888888,0.0,0.0,0.0,0.0,0.0,0.0
Control,4,False,False,23,3,0.0,0.5588235294117647,0.1323529411764706,0.014705882352941176,0.0,0.029411764705882353,0.014705882352941176,0.23529411764705882,0.0,0.0,0.0,0.0,0.014705882352941176,0.0,0.0,0.0,0.0,0.0,0.0
Control,4,False,False,23,6,0.0,0.8571428571428571,0.02857142857142857,0.0,0.0,0.02857142857142857,0.0,0.05714285714285714,0.0,0.0,0.0,0.0,0.02857142857142857,0.0,0.0,0.0,0.0,0.0,0.0
Control,4,False,False,24,0,0.0,0.8378378378378378,0.05405405405405406,0.0,0.02702702702702703,0.02702702702702703,0.0,0.02702702702702703,0.0,0.0,0.0,0.0,0.0,0.0,0.02702702702702703,0.0,0.0,0.0,0.0
Control,4,False,False,24,3,0.0,0.7307692307692307,0.07692307692307693,0.0,0.0,0.10256410256410256,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.01282051282051282,0.0,0.0,0.0,0.0
Control,4,False,False,24,6,0.0,0.8378378378378378,0.08108108108108109,0.0,0.0,0.05405405405405406,0.0,0.02702702702702703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Control,4,False,False,25,0,0.04477611940298507,0.5373134328358209,0.022388059701492536,0.373134328358209,0.0,0.014925373134328358,0.0,0.007462686567164179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Control,4,False,False,25,3,0.07317073170731707,0.4634146341463415,0.18292682926829268,0.18292682926829268,0.0,0.08536585365853659,0.0,0.012195121951219513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Control,4,False,False,25,6,0.0,0.7428571428571429,0.08571428571428572,0.014285714285714285,0.0,0.14285714285714285,0.0,0.014285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Control,4,False,False,26,0,0.013333333333333334,0.6933333333333334,0.08,0.08,0.013333333333333334,0.013333333333333334,0.013333333333333334,0.09333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Control,4,False,False,26,3,0.05714285714285714,0.6761904761904762,0.18095238095238095,0.009523809523809525,0.0,0.009523809523809525,0.009523809523809525,0.05714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Control,4,False,False,26,6,0.0,0.7659574468085106,0.06382978723404255,0.06382978723404255,0.010638297872340425,0.031914893617021274,0.0,0.06382978723404255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Control,4,False,False,27,0,0.0,0.8702290076335878,0.05343511450381679,0.04580152671755725,0.0,0.007633587786259542,0.007633587786259542,0.015267175572519083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Control,4,False,False,27,3,0.0,0.8623853211009175,0.08256880733944955,0.009174311926605505,0.0,0.01834862385321101,0.009174311926605505,0.01834862385321101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Control,4,False,False,27,6,0.0,0.891566265060241,0.04819277108433735,0.0,0.012048192771084338,0.03614457831325301,0.0,0.012048192771084338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Control,4,False,False,28,0,0.0,0.918918918918919,0.0,0.02702702702702703,0.0,0.0,0.02702702702702703,0.02702702702702703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Control,4,False,False,28,3,0.0,0.7846153846153846,0.06153846153846154,0.015384615384615385,0.0,0.015384615384615385,0.09230769230769231,0.03076923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Control,4,False,False,28,6,0.0,0.8620689655172413,0.06896551724137931,0.017241379310344827,0.0,0.017241379310344827,0.0,0.034482758620689655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Control,4,False,False,29,0,0.0,0.8688524590163934,0.06557377049180328,0.01639344262295082,0.01639344262295082,0.01639344262295082,0.0,0.01639344262295082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Control,4,False,False,29,3,0.0,0.32727272727272727,0.4,0.0,0.01818181818181818,0.03636363636363636,0.10909090909090909,0.10909090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Control,4,False,False,29,6,0.0,0.9285714285714286,0.030612244897959183,0.01020408163265306,0.0,0.02040816326530612,0.0,0.01020408163265306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Control,4,False,False,30,0,0.0,0.37209302325581395,0.03488372093023256,0.011627906976744186,0.0,0.0,0.0,0.5813953488372093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Control,4,False,False,30,3,0.0,0.4578313253012048,0.13253012048192772,0.012048192771084338,0.0,0.024096385542168676,0.3614457831325301,0.012048192771084338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Control,4,False,False,30,6,0.0,0.7611940298507462,0.07462686567164178,0.014925373134328358,0.0,0.04477611940298507,0.0,0.1044776119402985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Control,4,False,False,31,0,0.01098901098901099,0.7912087912087912,0.04395604395604396,0.06593406593406594,0.01098901098901099,0.03296703296703297,0.01098901098901099,0.01098901098901099,0.0,0.0,0.0,0.0,0.02197802197802198,0.0,0.0,0.0,0.0,0.0,0.0
Control,4,False,False,31,3,0.0,0.7959183673469388,0.04081632653061224,0.061224489795918366,0.0,0.09183673469387756,0.0,0.01020408163265306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Control,4,False,False,31,6,0.0,0.925,0.03333333333333333,0.008333333333333333,0.0,0.025,0.008333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Control,4,False,False,32,0,0.009174311926605505,0.8532110091743119,0.03669724770642202,0.009174311926605505,0.06422018348623854,0.009174311926605505,0.009174311926605505,0.009174311926605505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Control,4,False,False,32,6,0.0,0.14285714285714285,0.14285714285714285,0.42857142857142855,0.07142857142857142,0.07142857142857142,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Control,6,False,False,1,0,0.0,0.4017467248908297,0.017467248908296942,0.2183406113537118,0.004366812227074236,0.31877729257641924,0.004366812227074236,0.03056768558951965,0.0,0.0,0.0,0.0,0.0,0.0,0.004366812227074236,0.0,0.0,0.0,0.0
Control,6,False,False,1,3,0.010526315789473684,0.5368421052631579,0.06315789473684211,0.15789473684210525,0.010526315789473684,0.031578947368421054,0.0,0.17894736842105263,0.0,0.010526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Control,6,False,False,1,6,0.0,0.7291666666666666,0.03125,0.07291666666666667,0.010416666666666666,0.020833333333333332,0.010416666666666666,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0
Control,6,False,False,2,0,0.0072992700729927005,0.3795620437956204,0.08029197080291971,0.21897810218978103,0.0072992700729927005,0.24087591240875914,0.0,0.058394160583941604,0.0,0.0,0.0,0.0,0.0,0.0,0.0072992700729927005,0.0,0.0,0.0,0.0
Control,6,False,False,2,3,0.009174311926605505,0.46788990825688076,0.08256880733944955,0.27522935779816515,0.01834862385321101,0.06422018348623854,0.0,0.009174311926605505,0.0,0.009174311926605505,0.0,0.009174311926605505,0.0,0.0,0.05504587155963303,0.0,0.0,0.0,0.0
Control,6,False,False,2,6,0.008130081300813009,0.7317073170731707,0.07317073170731707,0.008130081300813009,0.0,0.06504065040650407,0.008130081300813009,0.056910569105691054,0.0,0.0,0.0,0.0,0.0,0.0,0.04878048780487805,0.0,0.0,0.0,0.0
Control,6,False,False,3,0,0.02390438247011952,0.601593625498008,0.01593625498007968,0.11952191235059761,0.00796812749003984,0.20318725099601595,0.0,0.0,0.0,0.0,0.0,0.0,0.00398406374501992,0.0,0.02390438247011952,0.0,0.0,0.0,0.0
Control,6,False,False,3,3,0.005714285714285714,0.7485714285714286,0.02857142857142857,0.08571428571428572,0.011428571428571429,0.06857142857142857,0.0,0.011428571428571429,0.0,0.0,0.0,0.005714285714285714,0.0,0.0,0.03428571428571429,0.0,0.0,0.0,0.0
Control,6,False,False,3,6,0.005714285714285714,0.8685714285714285,0.05714285714285714,0.04,0.0,0.011428571428571429,0.005714285714285714,0.005714285714285714,0.0,0.0,0.0,0.0,0.005714285714285714,0.0,0.0,0.0,0.0,0.0,0.0
Control,6,False,False,4,0,0.003816793893129771,0.5801526717557252,0.003816793893129771,0.11450381679389313,0.1183206106870229,0.1183206106870229,0.003816793893129771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05725190839694656,0.0,0.0,0.0,0.0
Control,6,False,False,4,3,0.004694835680751174,0.6807511737089202,0.046948356807511735,0.028169014084507043,0.056338028169014086,0.10328638497652583,0.0,0.004694835680751174,0.0,0.0,0.0,0.004694835680751174,0.0,0.0,0.07042253521126761,0.0,0.0,0.0,0.0
Control,6,False,False,4,6,0.0,0.8287292817679558,0.08287292817679558,0.011049723756906077,0.011049723756906077,0.011049723756906077,0.0055248618784530384,0.016574585635359115,0.0,0.0,0.0,0.0,0.0,0.0,0.03314917127071823,0.0,0.0,0.0,0.0
Control,6,False,False,5,0,0.005714285714285714,0.2914285714285714,0.06857142857142857,0.2857142857142857,0.12,0.011428571428571429,0.005714285714285714,0.09142857142857143,0.0,0.0,0.0,0.0,0.03428571428571429,0.0,0.08571428571428572,0.0,0.0,0.0,0.0
Control,6,False,False,5,3,0.0,0.2818181818181818,0.23636363636363636,0.13636363636363635,0.01818181818181818,0.11818181818181818,0.0,0.01818181818181818,0.0,0.0,0.0,0.05454545454545454,0.0,0.0,0.13636363636363635,0.0,0.0,0.0,0.0
Control,6,False,False,5,6,0.006896551724137931,0.4896551724137931,0.04827586206896552,0.006896551724137931,0.013793103448275862,0.027586206896551724,0.006896551724137931,0.04827586206896552,0.006896551724137931,0.0,0.0,0.0,0.0,0.0,0.3448275862068966,0.0,0.0,0.0,0.0
Control,6,False,False,6,0,0.0,0.2639593908629442,0.1065989847715736,0.3553299492385787,0.03553299492385787,0.01015228426395939,0.030456852791878174,0.16751269035532995,0.0,0.0,0.0,0.0,0.0,0.0,0.030456852791878174,0.0,0.0,0.0,0.0
Control,6,False,False,6,3,0.008064516129032258,0.4032258064516129,0.3225806451612903,0.04838709677419355,0.056451612903225805,0.0967741935483871,0.0,0.056451612903225805,0.0,0.0,0.0,0.0,0.0,0.0,0.008064516129032258,0.0,0.0,0.0,0.0
Control,6,False,False,6,6,0.0,0.72,0.03,0.06,0.01,0.09,0.06,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0
Control,6,False,False,7,0,0.0,0.5,0.0967741935483871,0.016129032258064516,0.11290322580645161,0.03225806451612903,0.016129032258064516,0.11290322580645161,0.0,0.0,0.0,0.0,0.016129032258064516,0.0,0.0967741935483871,0.0,0.0,0.0,0.0
Control,6,False,False,7,3,0.0,0.12,0.2,0.12,0.02,0.12,0.12,0.12,0.0,0.02,0.0,0.02,0.02,0.0,0.12,0.0,0.0,0.0,0.0
Control,6,False,False,7,6,0.0,0.5081967213114754,0.22950819672131148,0.0,0.04918032786885246,0.03278688524590164,0.01639344262295082,0.04918032786885246,0.0,0.0,0.0,0.0,0.01639344262295082,0.0,0.09836065573770492,0.0,0.0,0.0,0.0
Control,6,False,False,8,0,0.0,0.35121951219512193,0.08292682926829269,0.14634146341463414,0.05853658536585366,0.06829268292682927,0.0,0.07317073170731707,0.0,0.0,0.0,0.0,0.07317073170731707,0.0,0.14634146341463414,0.0,0.0,0.0,0.0
Control,6,False,False,8,3,0.0,0.408,0.256,0.048,0.096,0.056,0.0,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0
Control,6,False,False,8,6,0.007575757575757576,0.696969696969697,0.10606060606060606,0.007575757575757576,0.022727272727272728,0.015151515151515152,0.007575757575757576,0.007575757575757576,0.007575757575757576,0.0,0.0,0.0,0.007575757575757576,0.0,0.11363636363636363,0.0,0.0,0.0,0.0
Control,6,False,False,9,0,0.0,0.017699115044247787,0.017699115044247787,0.26548672566371684,0.05309734513274336,0.49557522123893805,0.0,0.1415929203539823,0.0,0.0,0.0,0.0,0.0,0.0,0.008849557522123894,0.0,0.0,0.0,0.0
Control,6,False,False,9,3,0.00641025641025641,0.00641025641025641,0.8525641025641025,0.038461538461538464,0.00641025641025641,0.04487179487179487,0.0,0.0,0.0,0.0,0.0,0.0,0.00641025641025641,0.0,0.038461538461538464,0.0,0.0,0.0,0.0
Control,6,False,False,9,6,0.0,0.8791946308724832,0.03355704697986577,0.013422818791946308,0.013422818791946308,0.013422818791946308,0.006711409395973154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040268456375838924,0.0,0.0,0.0,0.0
Control,6,False,False,10,0,0.0,0.48880597014925375,0.014925373134328358,0.1865671641791045,0.022388059701492536,0.055970149253731345,0.022388059701492536,0.1865671641791045,0.0,0.0,0.0,0.0,0.0,0.0,0.022388059701492536,0.0,0.0,0.0,0.0
Control,6,False,False,10,3,0.0,0.16842105263157894,0.08421052631578947,0.2631578947368421,0.005263157894736842,0.3684210526315789,0.0,0.07894736842105263,0.0,0.0,0.0,0.0,0.0,0.0,0.031578947368421054,0.0,0.0,0.0,0.0
Control,6,False,False,10,6,0.0,0.6708860759493671,0.06329113924050633,0.0759493670886076,0.012658227848101266,0.012658227848101266,0.012658227848101266,0.0759493670886076,0.0,0.0,0.0,0.0,0.0,0.0,0.0759493670886076,0.0,0.0,0.0,0.0
Control,6,False,False,11,0,0.0,0.10416666666666667,0.08333333333333333,0.5208333333333334,0.07291666666666667,0.07291666666666667,0.010416666666666666,0.07291666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0
Control,6,False,False,11,3,0.0,0.728,0.088,0.048,0.008,0.048,0.048,0.016,0.0,0.0,0.0,0.008,0.0,0.0,0.008,0.0,0.0,0.0,0.0
Control,6,False,False,11,6,0.0,0.7540983606557377,0.05737704918032787,0.12295081967213115,0.0,0.00819672131147541,0.0,0.05737704918032787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Control,6,False,False,12,0,0.0,0.8409090909090909,0.030303030303030304,0.007575757575757576,0.0,0.015151515151515152,0.007575757575757576,0.05303030303030303,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.0,0.0,0.0
Control,6,False,False,12,3,0.0,0.8024691358024691,0.06172839506172839,0.006172839506172839,0.037037037037037035,0.043209876543209874,0.0,0.012345679012345678,0.0,0.0,0.0,0.0,0.0,0.0,0.037037037037037035,0.0,0.0,0.0,0.0
Control,6,False,False,12,6,0.0,0.8740157480314961,0.023622047244094488,0.047244094488188976,0.0,0.023622047244094488,0.007874015748031496,0.015748031496062992,0.0,0.0,0.0,0.0,0.0,0.0,0.007874015748031496,0.0,0.0,0.0,0.0
Control,6,False,False,13,0,0.0,0.5076923076923077,0.09230769230769231,0.09230769230769231,0.03076923076923077,0.03076923076923077,0.015384615384615385,0.23076923076923078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Control,6,False,False,13,3,0.0,0.5480769230769231,0.08653846153846154,0.057692307692307696,0.009615384615384616,0.17307692307692307,0.0,0.0673076923076923,0.0,0.0,0.0,0.0,0.057692307692307696,0.0,0.0,0.0,0.0,0.0,0.0
Control,6,False,False,13,6,0.0,0.7246376811594203,0.028985507246376812,0.028985507246376812,0.08695652173913043,0.028985507246376812,0.014492753623188406,0.08695652173913043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Control,6,False,False,14,0,0.0,0.018691588785046728,0.04672897196261682,0.6542056074766355,0.018691588785046728,0.14953271028037382,0.009345794392523364,0.028037383177570093,0.0,0.0,0.009345794392523364,0.0,0.06542056074766354,0.0,0.0,0.0,0.0,0.0,0.0
Control,6,False,False,14,3,0.0,0.10294117647058823,0.25,0.0,0.08823529411764706,0.3088235294117647,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Control,6,False,False,14,6,0.0,0.2692307692307692,0.07692307692307693,0.2692307692307692,0.038461538461538464,0.07692307692307693,0.0,0.2692307692307692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Control,6,False,False,15,0,0.0,0.2125,0.0625,0.0,0.025,0.025,0.0125,0.6375,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0
Control,6,False,False,15,3,0.0,0.21333333333333335,0.13333333333333333,0.08,0.08,0.16,0.08,0.21333333333333335,0.0,0.0,0.0,0.013333333333333334,0.02666666666666667,0.0,0.0,0.0,0.0,0.0,0.0
Control,6,False,False,15,6,0.0,0.7066666666666667,0.05333333333333334,0.013333333333333334,0.013333333333333334,0.10666666666666667,0.013333333333333334,0.09333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Control,6,False,False,16,0,0.0,0.13636363636363635,0.18181818181818182,0.2727272727272727,0.0,0.045454545454545456,0.0,0.2727272727272727,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0
Control,6,False,False,16,3,0.0,0.0,0.5,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Control,6,False,False,16,6,0.0,0.07692307692307693,0.15384615384615385,0.07692307692307693,0.0,0.07692307692307693,0.0,0.5384615384615384,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0
Control,11,False,False,1,0,0.0,0.047619047619047616,0.11904761904761904,0.023809523809523808,0.0,0.07142857142857142,0.023809523809523808,0.7142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Control,11,False,False,1,3,0.0,0.125,0.375,0.03125,0.0,0.0625,0.1875,0.21875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Control,11,False,False,1,6,0.0,0.18421052631578946,0.18421052631578946,0.02631578947368421,0.0,0.21052631578947367,0.0,0.39473684210526316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Control,11,False,False,2,0,0.0,0.06818181818181818,0.11363636363636363,0.022727272727272728,0.0,0.36363636363636365,0.022727272727272728,0.38636363636363635,0.0,0.0,0.0,0.0,0.022727272727272728,0.0,0.0,0.0,0.0,0.0,0.0
Control,11,False,False,2,3,0.0,0.06451612903225806,0.45161290322580644,0.03225806451612903,0.0,0.1935483870967742,0.03225806451612903,0.22580645161290322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Control,11,False,False,2,6,0.0,0.04,0.56,0.04,0.0,0.28,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Control,11,False,False,3,0,0.0,0.043478260869565216,0.2608695652173913,0.13043478260869565,0.0,0.15217391304347827,0.13043478260869565,0.2608695652173913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021739130434782608,0.0,0.0
Control,11,False,False,3,3,0.0,0.0,0.21052631578947367,0.10526315789473684,0.0,0.543859649122807,0.017543859649122806,0.12280701754385964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Control,11,False,False,3,6,0.0,0.03225806451612903,0.41935483870967744,0.03225806451612903,0.0,0.22580645161290322,0.03225806451612903,0.25806451612903225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Control,11,False,False,4,0,0.0,0.012578616352201259,0.07547169811320754,0.44025157232704404,0.006289308176100629,0.0440251572327044,0.006289308176100629,0.32075471698113206,0.0,0.0,0.0,0.0,0.09433962264150944,0.0,0.0,0.0,0.0,0.0,0.0
Control,11,False,False,4,3,0.0,0.05660377358490566,0.2641509433962264,0.2830188679245283,0.0,0.1320754716981132,0.018867924528301886,0.1320754716981132,0.0,0.0,0.0,0.0,0.11320754716981132,0.0,0.0,0.0,0.0,0.0,0.0
Control,11,False,False,4,6,0.0,0.2564102564102564,0.3076923076923077,0.15384615384615385,0.15384615384615385,0.05128205128205128,0.02564102564102564,0.05128205128205128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Control,11,False,False,5,0,0.0,0.015789473684210527,0.05263157894736842,0.07894736842105263,0.0,0.5789473684210527,0.005263157894736842,0.26842105263157895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Control,11,False,False,5,3,0.0,0.022988505747126436,0.06896551724137931,0.06896551724137931,0.0,0.8045977011494253,0.011494252873563218,0.022988505747126436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Control,11,False,False,5,6,0.0,0.07692307692307693,0.3076923076923077,0.07692307692307693,0.07692307692307693,0.15384615384615385,0.0,0.23076923076923078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.0
Control,11,False,False,6,0,0.0,0.007575757575757576,0.06060606060606061,0.045454545454545456,0.0,0.05303030303030303,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Control,11,False,False,6,3,0.0,0.05454545454545454,0.23636363636363636,0.01818181818181818,0.01818181818181818,0.10909090909090909,0.01818181818181818,0.5454545454545454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Control,11,False,False,6,6,0.0,0.06474820143884892,0.07194244604316546,0.007194244604316547,0.7913669064748201,0.007194244604316547,0.0,0.05755395683453238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Control,11,False,False,7,0,0.0,0.0,0.028089887640449437,0.033707865168539325,0.0,0.8426966292134831,0.0056179775280898875,0.0898876404494382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Control,11,False,False,7,3,0.0,0.014705882352941176,0.03676470588235294,0.04411764705882353,0.0,0.8088235294117647,0.007352941176470588,0.08823529411764706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Control,11,False,False,7,6,0.04,0.0,0.28,0.24,0.04,0.0,0.04,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0
Control,11,False,False,8,0,0.0,0.025974025974025976,0.06493506493506493,0.38961038961038963,0.0,0.03896103896103896,0.07792207792207792,0.4025974025974026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Control,11,False,False,8,3,0.0,0.08333333333333333,0.1111111111111111,0.027777777777777776,0.0,0.4166666666666667,0.16666666666666666,0.19444444444444445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Control,11,False,False,8,6,0.0,0.05,0.35,0.05,0.0,0.35,0.05,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Control,11,False,False,9,0,0.0,0.3473684210526316,0.10526315789473684,0.06315789473684211,0.06315789473684211,0.07368421052631578,0.0,0.3157894736842105,0.0,0.0,0.0,0.010526315789473684,0.021052631578947368,0.0,0.0,0.0,0.0,0.0,0.0
Control,11,False,False,9,3,0.0,0.5048543689320388,0.04854368932038835,0.009708737864077669,0.05825242718446602,0.30097087378640774,0.0,0.06796116504854369,0.0,0.0,0.0,0.0,0.009708737864077669,0.0,0.0,0.0,0.0,0.0,0.0
Control,11,False,False,9,6,0.0,0.6842105263157895,0.07894736842105263,0.013157894736842105,0.09210526315789473,0.02631578947368421,0.0,0.09210526315789473,0.0,0.0,0.0,0.0,0.013157894736842105,0.0,0.0,0.0,0.0,0.0,0.0
Control,11,False,False,10,0,0.0,0.010309278350515464,0.1134020618556701,0.15463917525773196,0.0,0.010309278350515464,0.010309278350515464,0.16494845360824742,0.0,0.0,0.0,0.010309278350515464,0.5154639175257731,0.0,0.0,0.0,0.010309278350515464,0.0,0.0
Control,11,False,False,10,3,0.0,0.045454545454545456,0.1590909090909091,0.13636363636363635,0.0,0.13636363636363635,0.022727272727272728,0.1590909090909091,0.0,0.0,0.0,0.0,0.3409090909090909,0.0,0.0,0.0,0.0,0.0,0.0
Control,11,False,False,10,6,0.0,0.08695652173913043,0.21739130434782608,0.2608695652173913,0.2608695652173913,0.043478260869565216,0.0,0.08695652173913043,0.0,0.0,0.0,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Control,11,False,False,11,0,0.0,0.013574660633484163,0.08144796380090498,0.5882352941176471,0.027149321266968326,0.027149321266968326,0.004524886877828055,0.25339366515837103,0.0,0.0,0.0,0.004524886877828055,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Control,11,False,False,11,3,0.0,0.04878048780487805,0.4146341463414634,0.14634146341463414,0.14634146341463414,0.14634146341463414,0.024390243902439025,0.04878048780487805,0.0,0.0,0.0,0.0,0.024390243902439025,0.0,0.0,0.0,0.0,0.0,0.0
Control,11,False,False,11,6,0.0,0.14814814814814814,0.25925925925925924,0.2222222222222222,0.037037037037037035,0.1111111111111111,0.0,0.18518518518518517,0.0,0.0,0.0,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Control,11,False,False,12,0,0.0,0.010309278350515464,0.05670103092783505,0.25773195876288657,0.030927835051546393,0.26288659793814434,0.005154639175257732,0.36597938144329895,0.0,0.0,0.0,0.0,0.010309278350515464,0.0,0.0,0.0,0.0,0.0,0.0
Control,11,False,False,12,3,0.0,0.07692307692307693,0.6923076923076923,0.0,0.0,0.0,0.07692307692307693,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Control,11,False,False,12,6,0.0,0.09090909090909091,0.15151515151515152,0.45454545454545453,0.06060606060606061,0.030303030303030304,0.0,0.21212121212121213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
