,Year_monitoring,Plot_number,Plot_treatment,Quadrat_number,Quadrat_fenced,Quadrat_gap,Record_ID,T002_Flora_Species_name,Score,Origin,Scientific Name,Common Name,Family Name,Life Form
1944,3,1,Gap,7,False,False,164,Aira spp.,0.5,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
1945,6,1,Gap,8,False,False,11098,Aira spp.,1.0,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
1946,3,1,Gap,8,False,False,180,Aira spp.,0.5,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
1947,6,1,Gap,9,False,True,11131,Aira spp.,0.5,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
1948,3,1,Gap,9,False,True,212,Aira spp.,1.0,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
1949,6,1,Gap,10,False,False,11161,Aira spp.,1.0,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
1950,3,1,Gap,10,False,False,238,Aira spp.,1.0,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
1951,6,1,Gap,11,False,False,11206,Aira spp.,1.0,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
1952,0,1,Gap,11,False,False,5958,Aira spp.,0.5,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
1953,3,1,Gap,11,False,False,261,Aira spp.,0.5,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
1954,6,1,Gap,12,False,False,11225,Aira spp.,0.5,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
1955,0,1,Gap,12,False,False,5972,Aira spp.,0.5,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
1956,3,1,Gap,13,False,True,296,Aira spp.,0.5,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
1957,0,1,Gap,14,False,False,6003,Aira spp.,0.5,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
1958,6,1,Gap,15,False,False,11284,Aira spp.,1.0,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
1959,0,1,Gap,15,False,False,6019,Aira spp.,0.5,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
1960,3,1,Gap,15,False,False,324,Aira spp.,1.0,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
1961,6,1,Gap,16,False,False,11310,Aira spp.,0.5,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
1962,0,1,Gap,16,False,False,6040,Aira spp.,0.5,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
1963,3,1,Gap,16,False,False,348,Aira spp.,1.0,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
1964,6,2,Control,1,False,False,10742,Aira spp.,0.5,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
1965,0,2,Control,1,False,False,6054,Aira spp.,0.5,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
1966,3,2,Control,1,False,False,393,Aira spp.,1.0,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
1967,3,2,Control,1,False,False,375,Aira spp.,1.0,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
1968,3,2,Control,1,False,False,429,Aira spp.,1.0,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
1969,6,2,Control,2,False,False,11340,Aira spp.,0.5,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
1970,0,2,Control,2,False,False,6075,Aira spp.,0.5,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
1971,3,2,Control,2,False,False,416,Aira spp.,1.0,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
1972,3,2,Control,2,False,False,449,Aira spp.,1.0,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
1973,3,2,Control,2,False,False,1106,Aira spp.,1.0,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
1974,0,2,Control,3,False,False,6099,Aira spp.,0.5,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
1975,3,2,Control,3,False,False,483,Aira spp.,1.0,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
1976,3,2,Control,3,False,False,1135,Aira spp.,1.0,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
1977,6,2,Control,4,False,False,11391,Aira spp.,0.5,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
1978,3,2,Control,4,False,False,1152,Aira spp.,1.0,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
1979,6,2,Control,5,False,False,11408,Aira spp.,1.0,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
1980,3,2,Control,5,False,False,1172,Aira spp.,1.0,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
1981,6,2,Control,6,False,False,11424,Aira spp.,1.0,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
1982,0,2,Control,6,False,False,6155,Aira spp.,0.5,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
1983,6,2,Control,7,False,False,11455,Aira spp.,1.0,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
1984,0,2,Control,7,False,False,6181,Aira spp.,0.5,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
1985,3,2,Control,7,False,False,1212,Aira spp.,1.0,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
1986,6,2,Control,8,False,False,11480,Aira spp.,1.0,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
1987,0,2,Control,8,False,False,6204,Aira spp.,0.5,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
1988,3,2,Control,8,False,False,1234,Aira spp.,1.0,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
1989,3,2,Control,9,False,False,1251,Aira spp.,0.5,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
1990,0,2,Control,10,False,False,6240,Aira spp.,0.5,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
1991,3,2,Control,11,False,False,1281,Aira spp.,1.0,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
1992,3,2,Control,12,False,False,1318,Aira spp.,0.5,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
1993,3,2,Control,12,False,False,1302,Aira spp.,0.5,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
1994,6,2,Control,13,False,False,11603,Aira spp.,0.5,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
1995,3,2,Control,13,False,False,1334,Aira spp.,1.0,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
1996,0,2,Control,14,False,False,6314,Aira spp.,0.5,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
1997,3,2,Control,14,False,False,1355,Aira spp.,0.5,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
1998,6,2,Control,15,False,False,11639,Aira spp.,0.5,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
1999,0,2,Control,15,False,False,6332,Aira spp.,0.5,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
2000,3,2,Control,15,False,False,1379,Aira spp.,1.0,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
2001,0,2,Control,16,False,False,6345,Aira spp.,0.5,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
2002,3,2,Control,16,False,False,1396,Aira spp.,1.0,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
2003,6,3,Radial,1,False,True,11679,Aira spp.,0.5,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
2004,0,3,Radial,1,False,True,6361,Aira spp.,0.5,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
2005,0,3,Radial,2,False,False,6381,Aira spp.,0.5,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
2006,6,3,Radial,3,False,True,11710,Aira spp.,0.5,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
2007,0,3,Radial,3,False,True,6398,Aira spp.,0.5,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
2008,6,3,Radial,4,False,True,11729,Aira spp.,1.0,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
2009,0,3,Radial,4,False,True,6417,Aira spp.,1.0,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
2010,6,3,Radial,5,False,True,11748,Aira spp.,0.5,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
2011,0,3,Radial,5,False,True,6436,Aira spp.,0.5,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
2012,6,3,Radial,6,False,True,11762,Aira spp.,1.0,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
2013,0,3,Radial,6,False,True,6455,Aira spp.,0.5,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
2014,0,3,Radial,7,False,False,6479,Aira spp.,0.5,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
2015,0,3,Radial,9,False,True,6513,Aira spp.,0.5,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
2016,6,3,Radial,10,False,True,11829,Aira spp.,0.5,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
2017,0,3,Radial,10,False,True,6534,Aira spp.,0.5,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
2018,6,3,Radial,12,False,False,11863,Aira spp.,1.0,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
2019,0,3,Radial,12,False,False,6566,Aira spp.,0.5,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
2020,6,3,Radial,13,False,True,11880,Aira spp.,0.5,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
2021,0,3,Radial,13,False,True,6584,Aira spp.,0.5,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
2022,6,3,Radial,14,False,True,11893,Aira spp.,0.5,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
2023,0,3,Radial,15,False,False,6614,Aira spp.,0.5,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
2024,6,4,Control,1,False,True,11944,Aira spp.,1.0,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
2025,0,4,Control,1,False,True,6642,Aira spp.,0.5,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
2026,3,4,Control,1,False,True,1412,Aira spp.,0.5,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
2027,3,4,Control,1,False,True,1734,Aira spp.,0.5,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
2028,6,4,Control,2,False,False,11962,Aira spp.,0.5,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
2029,0,4,Control,2,False,False,6664,Aira spp.,0.5,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
2030,3,4,Control,2,False,False,1431,Aira spp.,0.5,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
2031,0,4,Control,3,False,True,6687,Aira spp.,0.5,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
2032,3,4,Control,3,False,True,1450,Aira spp.,1.0,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
2033,6,4,Control,4,False,True,11991,Aira spp.,0.5,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
2034,0,4,Control,4,False,True,6702,Aira spp.,0.5,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
2035,3,4,Control,4,False,True,1468,Aira spp.,0.5,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
2036,0,4,Control,5,False,True,6719,Aira spp.,0.5,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
2037,3,4,Control,5,False,True,1488,Aira spp.,0.5,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
2038,6,4,Control,6,False,True,12024,Aira spp.,0.5,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
2039,0,4,Control,6,False,True,6745,Aira spp.,0.5,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
2040,3,4,Control,6,False,True,1836,Aira spp.,0.5,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
2041,3,4,Control,6,False,True,1512,Aira spp.,1.0,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
2042,6,4,Control,7,False,False,12040,Aira spp.,1.0,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
2043,3,4,Control,7,False,False,1534,Aira spp.,1.0,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
2044,3,4,Control,7,False,False,1855,Aira spp.,1.0,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
2045,0,4,Control,8,False,False,6778,Aira spp.,0.5,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
2046,3,4,Control,8,False,False,1877,Aira spp.,1.0,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
2047,3,4,Control,9,False,True,1565,Aira spp.,0.5,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
2048,0,4,Control,10,False,True,6806,Aira spp.,0.5,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
2049,3,4,Control,10,False,True,1902,Aira spp.,1.0,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
2050,3,4,Control,10,False,True,1712,Aira spp.,1.0,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
2051,6,4,Control,11,False,True,12102,Aira spp.,0.5,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
2052,3,4,Control,11,False,True,1923,Aira spp.,1.0,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
2053,6,4,Control,12,False,False,12118,Aira spp.,0.5,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
2054,3,4,Control,12,False,False,1611,Aira spp.,2.0,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
2055,6,4,Control,13,False,True,12134,Aira spp.,0.5,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
2056,3,4,Control,13,False,True,1964,Aira spp.,0.5,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
2057,3,4,Control,13,False,True,1627,Aira spp.,1.0,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
2058,6,4,Control,14,False,True,12148,Aira spp.,0.5,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
2059,0,4,Control,14,False,True,6866,Aira spp.,0.5,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
2060,3,4,Control,14,False,True,1983,Aira spp.,1.0,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
2061,3,4,Control,14,False,True,1645,Aira spp.,1.0,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
2062,0,4,Control,15,False,False,6882,Aira spp.,0.5,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
2063,3,4,Control,15,False,False,1673,Aira spp.,0.5,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
2064,3,4,Control,16,False,True,2016,Aira spp.,1.0,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
2065,3,4,Control,16,False,True,1691,Aira spp.,0.5,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
2066,3,4,Control,17,False,False,2035,Aira spp.,0.5,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
2067,6,4,Control,18,False,False,12208,Aira spp.,0.5,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
2068,0,4,Control,18,False,False,6922,Aira spp.,0.5,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
2069,3,4,Control,18,False,False,2067,Aira spp.,1.0,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
2070,6,4,Control,19,False,False,12227,Aira spp.,0.5,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
2071,3,4,Control,19,False,False,2087,Aira spp.,0.5,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
2072,6,4,Control,20,False,False,12242,Aira spp.,0.5,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
2073,0,4,Control,20,False,False,6951,Aira spp.,0.5,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
2074,3,4,Control,20,False,False,2104,Aira spp.,1.0,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
2075,0,4,Control,21,False,False,6964,Aira spp.,0.5,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
2076,3,4,Control,21,False,False,2123,Aira spp.,1.0,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
2077,6,4,Control,22,False,False,12278,Aira spp.,0.5,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
2078,0,4,Control,22,False,False,6981,Aira spp.,0.5,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
2079,3,4,Control,23,False,False,2159,Aira spp.,0.5,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
2080,0,4,Control,26,False,False,7040,Aira spp.,0.5,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
2081,3,4,Control,26,False,False,2218,Aira spp.,0.5,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
2082,0,4,Control,27,False,False,7059,Aira spp.,0.5,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
2083,3,4,Control,27,False,False,2239,Aira spp.,0.5,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
2084,0,4,Control,28,False,False,7079,Aira spp.,0.5,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
2085,3,4,Control,28,False,False,2259,Aira spp.,1.0,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
2086,3,4,Control,29,False,False,2275,Aira spp.,1.0,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
2087,3,4,Control,30,False,False,2297,Aira spp.,3.0,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
2088,6,4,Control,31,False,False,12422,Aira spp.,0.5,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
2089,0,4,Control,31,False,False,7117,Aira spp.,0.5,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
2090,0,4,Control,32,False,False,7137,Aira spp.,0.5,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
2091,6,5,Radial,1,False,False,12453,Aira spp.,0.5,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
2092,0,5,Radial,1,False,False,7155,Aira spp.,0.5,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
2093,3,5,Radial,1,False,False,2355,Aira spp.,1.0,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
2094,6,5,Radial,2,False,False,12476,Aira spp.,0.5,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
2095,0,5,Radial,2,False,False,7175,Aira spp.,0.5,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
2096,3,5,Radial,2,False,False,20,Aira spp.,0.5,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
2097,6,5,Radial,3,False,True,12501,Aira spp.,0.5,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
2098,0,5,Radial,3,False,True,7196,Aira spp.,0.5,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
2099,6,5,Radial,4,False,True,12526,Aira spp.,0.5,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
2100,0,5,Radial,4,False,True,7219,Aira spp.,0.5,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
2101,3,5,Radial,4,False,True,2400,Aira spp.,0.5,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
2102,6,5,Radial,5,False,True,12546,Aira spp.,1.0,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
2103,0,5,Radial,5,False,True,7241,Aira spp.,0.5,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
2104,6,5,Radial,6,False,False,12567,Aira spp.,0.5,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
2105,6,5,Radial,7,False,True,12592,Aira spp.,2.0,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
2106,0,5,Radial,7,False,True,7274,Aira spp.,0.5,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
2107,6,5,Radial,8,False,True,12623,Aira spp.,0.5,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
2108,0,5,Radial,8,False,True,7291,Aira spp.,0.5,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
2109,6,5,Radial,9,False,False,12638,Aira spp.,0.5,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
2110,0,5,Radial,9,False,False,7316,Aira spp.,0.5,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
2111,6,5,Radial,10,False,True,12656,Aira spp.,0.5,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
2112,0,5,Radial,10,False,True,7335,Aira spp.,0.5,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
2113,6,5,Radial,11,False,True,12679,Aira spp.,1.0,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
2114,0,5,Radial,11,False,True,7363,Aira spp.,0.5,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
2115,6,5,Radial,13,False,True,12706,Aira spp.,1.0,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
2116,0,5,Radial,13,False,True,7403,Aira spp.,0.5,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
2117,6,5,Radial,14,False,True,12726,Aira spp.,0.5,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
2118,0,5,Radial,14,False,True,7423,Aira spp.,0.5,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
2119,6,5,Radial,15,False,True,12746,Aira spp.,0.5,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
2120,6,5,Radial,16,False,True,12765,Aira spp.,1.0,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
2121,0,5,Radial,16,False,True,7454,Aira spp.,0.5,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
2122,6,6,Control,1,False,False,12783,Aira spp.,0.5,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
2123,0,6,Control,1,False,False,7471,Aira spp.,0.5,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
2124,6,6,Control,2,False,False,12800,Aira spp.,0.5,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
2125,6,6,Control,3,False,False,12819,Aira spp.,0.5,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
2126,6,6,Control,4,False,False,12840,Aira spp.,0.5,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
2127,0,6,Control,4,False,False,7532,Aira spp.,0.5,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
2128,6,6,Control,5,False,False,12861,Aira spp.,0.5,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
2129,0,6,Control,5,False,False,7547,Aira spp.,0.5,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
2130,6,6,Control,6,False,False,12887,Aira spp.,1.0,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
2131,0,6,Control,6,False,False,7570,Aira spp.,1.0,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
2132,6,6,Control,7,False,False,12909,Aira spp.,0.5,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
2133,0,6,Control,7,False,False,7593,Aira spp.,0.5,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
2134,3,6,Control,7,False,False,2747,Aira spp.,1.0,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
2135,6,6,Control,8,False,False,12935,Aira spp.,0.5,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
2136,6,6,Control,9,False,False,12968,Aira spp.,0.5,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
2137,6,6,Control,10,False,False,12987,Aira spp.,0.5,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
2138,0,6,Control,10,False,False,7652,Aira spp.,1.0,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
2139,0,6,Control,11,False,False,7667,Aira spp.,0.5,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
2140,3,6,Control,11,False,False,2821,Aira spp.,1.0,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
2141,6,6,Control,12,False,False,13026,Aira spp.,0.5,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
2142,0,6,Control,12,False,False,7693,Aira spp.,0.5,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
2143,6,6,Control,13,False,False,13055,Aira spp.,0.5,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
2144,0,6,Control,13,False,False,7709,Aira spp.,0.5,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
2145,0,6,Control,14,False,False,7730,Aira spp.,0.5,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
2146,6,6,Control,15,False,False,13086,Aira spp.,0.5,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
2147,0,6,Control,15,False,False,7752,Aira spp.,0.5,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
2148,3,6,Control,15,False,False,2896,Aira spp.,1.0,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
2149,0,7,Radial,1,False,False,7787,Aira spp.,0.5,*,Aira spp.,Hair Grass,Poaceae,Small Non-tufted grass/sedge
