Year_monitoring,Date_monitoring,Observer1,Observer2,Plot_number,Plot_treatment,Plot_percent_burgan,Quadrat_number,Quadrat_fenced,Quadrat_Can_Cov,Quadrat_gap_or_no,Record_ID,T002_Flora_Species_name,Score,Percentage_range
3,2015-10-28,Clair M,Kate,4,Control,,8,False,correct,Not in Gap,1560,Senecio spp,0.5,Trace <1%
3,2015-10-28,Clair M,Kate,4,Control,,8,False,correct,Not in Gap,1550,Moss/Lichen,0.5,Trace <1%
3,2015-10-28,Clair M,Kate,4,Control,,8,False,correct,Not in Gap,1549,Bare Earth,0.0,Not present
3,2015-10-28,Clair M,Kate,4,Control,,8,False,correct,Not in Gap,1551,CWD,1.0,1-5%
3,2015-10-28,Clair M,Kate,4,Control,,8,False,correct,Not in Gap,1555,Einadia nutans,1.0,1-5%
6,2019-10-16,PH LH,TS TC RE BAM,4,Control,,9,False,,,12076,Hydrocotyle foveolata,0.5,Trace <1%
6,2019-10-16,PH LH,TS TC RE BAM,4,Control,,9,False,,,12080,Rytidosperma caespitosum,1.0,1-5%
6,2019-10-16,PH LH,TS TC RE BAM,4,Control,,9,False,,,12083,Stellaria spp.,0.5,Trace <1%
6,2019-10-16,PH LH,TS TC RE BAM,4,Control,,9,False,,,12082,Senecio spp,0.5,Trace <1%
6,2019-10-16,PH LH,TS TC RE BAM,4,Control,,9,False,,,12081,Rytidosperma geniculata,0.5,Trace <1%
6,2019-10-16,PH LH,TS TC RE BAM,4,Control,,9,False,,,12071,CWD,1.0,1-5%
6,2019-10-16,PH LH,TS TC RE BAM,4,Control,,9,False,,,12078,Lagenophora spp,0.5,Trace <1%
6,2019-10-16,PH LH,TS TC RE BAM,4,Control,,9,False,,,12079,Microlaena stipoides,0.5,Trace <1%
6,2019-10-16,PH LH,TS TC RE BAM,4,Control,,9,False,,,12070,Moss/Lichen,0.5,Trace <1%
6,2019-10-16,PH LH,TS TC RE BAM,4,Control,,9,False,,,12072,Bulbine bulbosa,0.5,Trace <1%
6,2019-10-16,PH LH,TS TC RE BAM,4,Control,,9,False,,,12073,Cotula australis,0.5,Trace <1%
6,2019-10-16,PH LH,TS TC RE BAM,4,Control,,9,False,,,12074,Crassula sieberiana,0.5,Trace <1%
6,2019-10-16,PH LH,TS TC RE BAM,4,Control,,9,False,,,12075,Eucalyptus tereteticornis,2.0,5-10%
6,2019-10-16,PH LH,TS TC RE BAM,4,Control,,9,False,,,12077,Hypochaeris radicata,0.5,Trace <1%
6,2019-10-16,PH LH,TS TC RE BAM,4,Control,,9,False,,,12068,Leaf Litter,6.0,40-50%
6,2019-10-16,PH LH,TS TC RE BAM,4,Control,,9,False,,,12069,Bare Earth,3.0,10-20%
0,2012-11-15,CM,,4,Control,,9,False,,Not in Gap,6800,Senecio spp,0.5,Trace <1%
0,2012-11-15,CM,,4,Control,,9,False,,Not in Gap,6802,Rytidosperma spp.,0.5,Trace <1%
0,2012-11-15,CM,,4,Control,,9,False,,Not in Gap,6798,Lomandra longifolia,4.0,20-30%
0,2012-11-15,CM,,4,Control,,9,False,,Not in Gap,6801,Dipodium spp,0.5,Trace <1%
0,2012-11-15,CM,,4,Control,,9,False,,Not in Gap,6793,Leaf Litter,9.0,70-80%
0,2012-11-15,CM,,4,Control,,9,False,,Not in Gap,6799,Poa spp,1.0,1-5%
0,2012-11-15,CM,,4,Control,,9,False,,Not in Gap,6797,Lagenophora spp,0.5,Trace <1%
0,2012-11-15,CM,,4,Control,,9,False,,Not in Gap,6796,Conyza sumatrensis,0.5,Trace <1%
0,2012-11-15,CM,,4,Control,,9,False,,Not in Gap,6795,Moss/Lichen,0.5,Trace <1%
0,2012-11-15,CM,,4,Control,,9,False,,Not in Gap,6794,Bare Earth,0.5,Trace <1%
3,2015-10-28,Clair M,Kate,4,Control,,9,False,correct,In Gap,1572,Glycine clandestina,0.5,Trace <1%
3,2015-10-15,RE CM,JH ERC,4,Control,,9,False,correct,Not in Gap,1897,Senecio spp,0.5,Trace <1%
3,2015-10-15,RE CM,JH ERC,4,Control,,9,False,correct,Not in Gap,1895,Microlaena stipoides,0.5,Trace <1%
3,2015-10-28,Clair M,Kate,4,Control,,9,False,correct,In Gap,1573,Hydrocotyle spp,0.5,Trace <1%
3,2015-10-28,Clair M,Kate,4,Control,,9,False,correct,In Gap,1570,Diuris sulphurea,0.5,Trace <1%
3,2015-10-28,Clair M,Kate,4,Control,,9,False,correct,In Gap,1569,Dichondra repens,1.0,1-5%
3,2015-10-28,Clair M,Kate,4,Control,,9,False,correct,In Gap,1568,Cerastium glomeratum,0.5,Trace <1%
3,2015-10-28,Clair M,Kate,4,Control,,9,False,correct,In Gap,1567,Centaurium erythraea,0.5,Trace <1%
3,2015-10-28,Clair M,Kate,4,Control,,9,False,correct,In Gap,1580,Senecio spp,0.5,Trace <1%
3,2015-10-28,Clair M,Kate,4,Control,,9,False,correct,In Gap,1574,Hypericum gramineum,0.5,Trace <1%
3,2015-10-28,Clair M,Kate,4,Control,,9,False,correct,In Gap,1579,Poranthera microphylla,1.0,1-5%
3,2015-10-28,Clair M,Kate,4,Control,,9,False,correct,In Gap,1578,Oxalis sp 2.,0.5,Trace <1%
3,2015-10-28,Clair M,Kate,4,Control,,9,False,correct,In Gap,1577,Microlaena stipoides,1.0,1-5%
3,2015-10-28,Clair M,Kate,4,Control,,9,False,correct,In Gap,1566,Rytidosperma spp.,1.0,1-5%
3,2015-10-28,Clair M,Kate,4,Control,,9,False,correct,In Gap,1576,Lomandra longifolia,3.0,10-20%
3,2015-10-28,Clair M,Kate,4,Control,,9,False,correct,In Gap,1575,Lagenophora spp,0.5,Trace <1%
3,2015-10-15,RE CM,JH ERC,4,Control,,9,False,correct,Not in Gap,1890,Hydrocotyle spp,0.5,Trace <1%
3,2015-10-15,RE CM,JH ERC,4,Control,,9,False,correct,Not in Gap,1894,Lomandra longifolia,5.0,30-40%
3,2015-10-15,RE CM,JH ERC,4,Control,,9,False,correct,Not in Gap,1893,Lomandra filiformis,0.5,Trace <1%
3,2015-10-15,RE CM,JH ERC,4,Control,,9,False,correct,Not in Gap,1892,Lagenophora spp,1.0,1-5%
3,2015-10-15,RE CM,JH ERC,4,Control,,9,False,correct,Not in Gap,1891,Hypochaeris spp,0.5,Trace <1%
3,2015-10-15,RE CM,JH ERC,4,Control,,9,False,correct,Not in Gap,1889,Cotula australis,0.5,Trace <1%
3,2015-10-15,RE CM,JH ERC,4,Control,,9,False,correct,Not in Gap,1888,Conyza sumatrensis,0.5,Trace <1%
3,2015-10-15,RE CM,JH ERC,4,Control,,9,False,correct,Not in Gap,1887,CWD,0.5,Trace <1%
3,2015-10-28,Clair M,Kate,4,Control,,9,False,correct,In Gap,1563,Moss/Lichen,0.5,Trace <1%
3,2015-10-15,RE CM,JH ERC,4,Control,,9,False,correct,Not in Gap,1885,Bare Earth,0.5,Trace <1%
3,2015-10-15,RE CM,JH ERC,4,Control,,9,False,correct,Not in Gap,1884,Leaf Litter,9.0,70-80%
3,2015-10-15,RE CM,JH ERC,4,Control,,9,False,correct,Not in Gap,1896,Poa spp,1.0,1-5%
3,2015-10-28,Clair M,Kate,4,Control,,9,False,correct,In Gap,1561,Leaf Litter,2.0,5-10%
3,2015-10-28,Clair M,Kate,4,Control,,9,False,correct,In Gap,1562,Bare Earth,0.0,Not present
3,2015-10-28,Clair M,Kate,4,Control,,9,False,correct,In Gap,1565,Aira spp.,0.5,Trace <1%
3,2015-10-28,Clair M,Kate,4,Control,,9,False,correct,In Gap,1564,CWD,8.0,60-70%
3,2015-10-15,RE CM,JH ERC,4,Control,,9,False,correct,Not in Gap,1886,Moss/Lichen,0.5,Trace <1%
6,2019-10-16,PH LH,TS TC RE BAM,4,Control,,10,False,,,12091,Hypochaeris radicata,0.5,Trace <1%
6,2019-10-16,PH LH,TS TC RE BAM,4,Control,,10,False,,,12097,Veronica spp,0.5,Trace <1%
6,2019-10-16,PH LH,TS TC RE BAM,4,Control,,10,False,,,12096,Rytidosperma geniculata,0.5,Trace <1%
6,2019-10-16,PH LH,TS TC RE BAM,4,Control,,10,False,,,12095,Rytidosperma caespitosum,0.5,Trace <1%
6,2019-10-16,PH LH,TS TC RE BAM,4,Control,,10,False,,,12094,Microlaena stipoides,0.5,Trace <1%
6,2019-10-16,PH LH,TS TC RE BAM,4,Control,,10,False,,,12092,Lagenophora spp,0.5,Trace <1%
6,2019-10-16,PH LH,TS TC RE BAM,4,Control,,10,False,,,12090,Glycine clandestina,0.5,Trace <1%
6,2019-10-16,PH LH,TS TC RE BAM,4,Control,,10,False,,,12089,Dichondra repens,0.5,Trace <1%
6,2019-10-16,PH LH,TS TC RE BAM,4,Control,,10,False,,,12088,Crassula sieberiana,1.0,1-5%
6,2019-10-16,PH LH,TS TC RE BAM,4,Control,,10,False,,,12087,CWD,0.5,Trace <1%
6,2019-10-16,PH LH,TS TC RE BAM,4,Control,,10,False,,,12086,Moss/Lichen,0.5,Trace <1%
6,2019-10-16,PH LH,TS TC RE BAM,4,Control,,10,False,,,12085,Bare Earth,4.0,20-30%
6,2019-10-16,PH LH,TS TC RE BAM,4,Control,,10,False,,,12084,Leaf Litter,7.0,50-60%
6,2019-10-16,PH LH,TS TC RE BAM,4,Control,,10,False,,,12093,Lomandra longifolia,6.0,40-50%
0,2012-11-15,CM,,4,Control,,10,True,,Not in Gap,6818,Poa spp,0.5,Trace <1%
0,2012-11-15,CM,,4,Control,,10,True,,Not in Gap,6817,Microlaena stipoides,0.5,Trace <1%
0,2012-11-15,CM,,4,Control,,10,True,,Not in Gap,6816,Lomandra longifolia,4.0,20-30%
0,2012-11-15,CM,,4,Control,,10,True,,Not in Gap,6815,Lomandra filiformis,0.5,Trace <1%
0,2012-11-15,CM,,4,Control,,10,True,,Not in Gap,6819,Senecio spp,0.5,Trace <1%
0,2012-11-15,CM,,4,Control,,10,True,,Not in Gap,6813,Hypericum gramineum,0.5,Trace <1%
0,2012-11-15,CM,,4,Control,,10,True,,Not in Gap,6814,Lagenophora spp,0.5,Trace <1%
0,2012-11-15,CM,,4,Control,,10,True,,Not in Gap,6812,Hydrocotyle spp,0.5,Trace <1%
0,2012-11-15,CM,,4,Control,,10,True,,Not in Gap,6821,Wahlenbergia spp,0.5,Trace <1%
0,2012-11-15,CM,,4,Control,,10,True,,Not in Gap,6820,Themeda triandra,0.5,Trace <1%
0,2012-11-15,CM,,4,Control,,10,True,,Not in Gap,6806,Aira spp.,0.5,Trace <1%
0,2012-11-15,CM,,4,Control,,10,True,,Not in Gap,6803,Leaf Litter,9.0,70-80%
0,2012-11-15,CM,,4,Control,,10,True,,Not in Gap,6805,Moss/Lichen,0.5,Trace <1%
0,2012-11-15,CM,,4,Control,,10,True,,Not in Gap,6807,Rytidosperma spp.,0.5,Trace <1%
0,2012-11-15,CM,,4,Control,,10,True,,Not in Gap,6809,Dipodium spp,0.5,Trace <1%
0,2012-11-15,CM,,4,Control,,10,True,,Not in Gap,6810,Euchiton spp,0.5,Trace <1%
0,2012-11-15,CM,,4,Control,,10,True,,Not in Gap,6811,Geranium sp.,0.5,Trace <1%
0,2012-11-15,CM,,4,Control,,10,True,,Not in Gap,6808,Conyza sumatrensis,0.5,Trace <1%
0,2012-11-15,CM,,4,Control,,10,True,,Not in Gap,6804,Bare Earth,1.0,1-5%
3,2015-10-15,RE CM,JH ERC,4,Control,,10,False,,Not in Gap,1914,Senecio spp,0.5,Trace <1%
3,2015-10-15,RE CM,JH ERC,4,Control,,10,False,,Not in Gap,1913,Poa spp,0.5,Trace <1%
3,2015-10-15,RE CM,JH ERC,4,Control,,10,False,,Not in Gap,1917,Wahlenbergia spp,0.5,Trace <1%
3,2015-10-15,RE CM,JH ERC,4,Control,,10,False,,Not in Gap,1912,Microlaena stipoides,0.5,Trace <1%
3,2015-10-15,RE CM,JH ERC,4,Control,,10,False,,Not in Gap,1915,Themeda triandra,0.5,Trace <1%
3,2015-10-15,RE CM,JH ERC,4,Control,,10,False,,Not in Gap,1916,Veronica spp,0.5,Trace <1%
3,2015-10-15,RE CM,JH ERC,4,Control,,10,False,,Not in Gap,1910,Lomandra filiformis,1.0,1-5%
3,2015-10-15,RE CM,JH ERC,4,Control,,10,False,,Not in Gap,1903,Arthropodium spp,0.5,Trace <1%
3,2015-10-15,RE CM,JH ERC,4,Control,,10,False,,Not in Gap,1904,Rytidosperma spp.,0.5,Trace <1%
3,2015-10-15,RE CM,JH ERC,4,Control,,10,False,,Not in Gap,1918,CWD,0.5,Trace <1%
3,2015-10-15,RE CM,JH ERC,4,Control,,10,False,,Not in Gap,1899,Leaf Litter,8.0,60-70%
3,2015-10-15,RE CM,JH ERC,4,Control,,10,False,,Not in Gap,1900,Bare Earth,1.0,1-5%
3,2015-10-15,RE CM,JH ERC,4,Control,,10,False,,Not in Gap,1901,Moss/Lichen,0.5,Trace <1%
3,2015-10-15,RE CM,JH ERC,4,Control,,10,False,,Not in Gap,1902,Aira spp.,1.0,1-5%
3,2015-10-15,RE CM,JH ERC,4,Control,,10,False,,Not in Gap,1909,Lagenophora spp,0.5,Trace <1%
3,2015-10-15,RE CM,JH ERC,4,Control,,10,False,,Not in Gap,1906,Cotula australis,0.5,Trace <1%
3,2015-10-15,RE CM,JH ERC,4,Control,,10,False,,Not in Gap,1907,Dichondra repens,0.5,Trace <1%
3,2015-10-15,RE CM,JH ERC,4,Control,,10,False,,Not in Gap,1908,Hypochaeris spp,0.5,Trace <1%
3,2015-10-28,Clair M,Kate,4,Control,,10,False,correct,In Gap,1713,Rytidosperma spp.,1.0,1-5%
3,2015-10-28,Clair M,Kate,4,Control,,10,False,correct,In Gap,1729,Sonchus spp,0.5,Trace <1%
3,2015-10-28,Clair M,Kate,4,Control,,10,False,correct,In Gap,1717,Dichondra repens,2.0,5-10%
3,2015-10-28,Clair M,Kate,4,Control,,10,False,correct,In Gap,1716,Daucus glochidiatus,0.5,Trace <1%
3,2015-10-28,Clair M,Kate,4,Control,,10,False,correct,In Gap,1715,Conyza sumatrensis,0.5,Trace <1%
3,2015-10-28,Clair M,Kate,4,Control,,10,False,correct,In Gap,1714,Cerastium glomeratum,0.5,Trace <1%
3,2015-10-28,Clair M,Kate,4,Control,,10,False,correct,In Gap,1727,Senecio spp,1.0,1-5%
3,2015-10-28,Clair M,Kate,4,Control,,10,False,correct,In Gap,1712,Aira spp.,1.0,1-5%
3,2015-10-28,Clair M,Kate,4,Control,,10,False,correct,In Gap,1710,Moss/Lichen,0.5,Trace <1%
3,2015-10-28,Clair M,Kate,4,Control,,10,False,correct,In Gap,1709,Bare Earth,2.0,5-10%
3,2015-10-28,Clair M,Kate,4,Control,,10,False,correct,In Gap,1708,Leaf Litter,2.0,5-10%
3,2015-10-28,Clair M,Kate,4,Control,,10,False,correct,In Gap,1719,Hydrocotyle spp,1.0,1-5%
3,2015-10-15,RE CM,JH ERC,4,Control,,10,False,,Not in Gap,1911,Lomandra longifolia,5.0,30-40%
3,2015-10-28,Clair M,Kate,4,Control,,10,False,correct,In Gap,1721,Lomandra longifolia,2.0,5-10%
3,2015-10-28,Clair M,Kate,4,Control,,10,False,correct,In Gap,1711,CWD,4.0,20-30%
3,2015-10-28,Clair M,Kate,4,Control,,10,False,correct,In Gap,1720,Hypericum gramineum,0.5,Trace <1%
3,2015-10-28,Clair M,Kate,4,Control,,10,False,correct,In Gap,1722,Luzula meridionalis,0.5,Trace <1%
3,2015-10-28,Clair M,Kate,4,Control,,10,False,correct,In Gap,1724,Oxalis sp 2.,0.5,Trace <1%
3,2015-10-28,Clair M,Kate,4,Control,,10,False,correct,In Gap,1725,Poranthera microphylla,0.5,Trace <1%
3,2015-10-28,Clair M,Kate,4,Control,,10,False,correct,In Gap,1726,Schoenus spp,0.5,Trace <1%
3,2015-10-28,Clair M,Kate,4,Control,,10,False,correct,In Gap,1723,Microlaena stipoides,4.0,20-30%
6,2019-10-16,PH LH,TS TC RE BAM,4,Control,,11,False,,,12110,Microlaena stipoides,0.5,Trace <1%
6,2019-10-16,PH LH,TS TC RE BAM,4,Control,,11,False,,,12111,Senecio spp,0.5,Trace <1%
6,2019-10-16,PH LH,TS TC RE BAM,4,Control,,11,False,,,12112,Wahlenbergia spp,0.5,Trace <1%
6,2019-10-16,PH LH,TS TC RE BAM,4,Control,,11,False,,,12098,Leaf Litter,6.0,40-50%
6,2019-10-16,PH LH,TS TC RE BAM,4,Control,,11,False,,,12099,Bare Earth,6.0,40-50%
6,2019-10-16,PH LH,TS TC RE BAM,4,Control,,11,False,,,12109,Lomandra longifolia,4.0,20-30%
6,2019-10-16,PH LH,TS TC RE BAM,4,Control,,11,False,,,12100,Moss/Lichen,0.5,Trace <1%
6,2019-10-16,PH LH,TS TC RE BAM,4,Control,,11,False,,,12101,CWD,1.0,1-5%
6,2019-10-16,PH LH,TS TC RE BAM,4,Control,,11,False,,,12102,Aira spp.,0.5,Trace <1%
6,2019-10-16,PH LH,TS TC RE BAM,4,Control,,11,False,,,12103,Conyza sumatrensis,0.5,Trace <1%
6,2019-10-16,PH LH,TS TC RE BAM,4,Control,,11,False,,,12104,Cotula australis,0.5,Trace <1%
6,2019-10-16,PH LH,TS TC RE BAM,4,Control,,11,False,,,12105,Crassula sieberiana,0.5,Trace <1%
6,2019-10-16,PH LH,TS TC RE BAM,4,Control,,11,False,,,12106,Hypochaeris radicata,0.5,Trace <1%
6,2019-10-16,PH LH,TS TC RE BAM,4,Control,,11,False,,,12107,Imperata cylindrica,0.5,Trace <1%
6,2019-10-16,PH LH,TS TC RE BAM,4,Control,,11,False,,,12108,Lagenophora spp,0.5,Trace <1%
0,2012-11-15,CM,,4,Control,,11,False,,Not in Gap,6834,Rytidosperma spp.,0.5,Trace <1%
0,2012-11-15,CM,,4,Control,,11,False,,Not in Gap,6832,Senecio spp,0.5,Trace <1%
0,2012-11-15,CM,,4,Control,,11,False,,Not in Gap,6833,Sonchus spp,0.5,Trace <1%
0,2012-11-15,CM,,4,Control,,11,False,,Not in Gap,6835,Thysanotus patersonii,0.5,Trace <1%
0,2012-11-15,CM,,4,Control,,11,False,,Not in Gap,6829,Lomandra longifolia,5.0,30-40%
0,2012-11-15,CM,,4,Control,,11,False,,Not in Gap,6824,Moss/Lichen,0.5,Trace <1%
0,2012-11-15,CM,,4,Control,,11,False,,Not in Gap,6831,Poa spp,1.0,1-5%
0,2012-11-15,CM,,4,Control,,11,False,,Not in Gap,6823,Bare Earth,1.0,1-5%
0,2012-11-15,CM,,4,Control,,11,False,,Not in Gap,6825,Conyza sumatrensis,0.5,Trace <1%
0,2012-11-15,CM,,4,Control,,11,False,,Not in Gap,6826,Dichondra repens,0.5,Trace <1%
0,2012-11-15,CM,,4,Control,,11,False,,Not in Gap,6827,Glycine clandestina,0.5,Trace <1%
0,2012-11-15,CM,,4,Control,,11,False,,Not in Gap,6828,Lagenophora spp,1.0,1-5%
0,2012-11-15,CM,,4,Control,,11,False,,Not in Gap,6830,Microlaena stipoides,0.5,Trace <1%
0,2012-11-15,CM,,4,Control,,11,False,,Not in Gap,6822,Leaf Litter,9.0,70-80%
3,2015-10-15,RE CM,JH ERC,4,Control,,11,False,correct,Not in Gap,3888,Dead Standing Timber,1.0,1-5%
3,2015-10-28,Clair M,Kate,4,Control,,11,False,correct,Edge of Gap,1590,Crassula spp,0.5,Trace <1%
3,2015-10-15,RE CM,JH ERC,4,Control,,11,False,correct,Not in Gap,1927,Eucalyptus tereteticornis,1.0,1-5%
3,2015-10-28,Clair M,Kate,4,Control,,11,False,correct,Edge of Gap,1592,Lomandra longifolia,4.0,20-30%
3,2015-10-28,Clair M,Kate,4,Control,,11,False,correct,Edge of Gap,1593,Lomandra filiformis,0.5,Trace <1%
3,2015-10-28,Clair M,Kate,4,Control,,11,False,correct,Edge of Gap,1594,Microlaena stipoides,0.5,Trace <1%
3,2015-10-28,Clair M,Kate,4,Control,,11,False,correct,Edge of Gap,1595,Oxalis sp 2.,0.5,Trace <1%
3,2015-10-28,Clair M,Kate,4,Control,,11,False,correct,Edge of Gap,1596,Senecio spp,0.5,Trace <1%
3,2015-10-28,Clair M,Kate,4,Control,,11,False,correct,Edge of Gap,1584,Moss/Lichen,1.0,1-5%
3,2015-10-28,Clair M,Kate,4,Control,,11,False,correct,Edge of Gap,1589,Cotula australis,0.5,Trace <1%
3,2015-10-28,Clair M,Kate,4,Control,,11,False,correct,Edge of Gap,1588,Conyza sumatrensis,1.0,1-5%
3,2015-10-28,Clair M,Kate,4,Control,,11,False,correct,Edge of Gap,1587,Cerastium glomeratum,0.5,Trace <1%
3,2015-10-28,Clair M,Kate,4,Control,,11,False,correct,Edge of Gap,1586,Rytidosperma spp.,1.0,1-5%
3,2015-10-28,Clair M,Kate,4,Control,,11,False,correct,Edge of Gap,1585,CWD,1.0,1-5%
3,2015-10-28,Clair M,Kate,4,Control,,11,False,correct,Edge of Gap,1583,Bare Earth,0.5,Trace <1%
3,2015-10-28,Clair M,Kate,4,Control,,11,False,correct,Edge of Gap,1582,Leaf Litter,7.0,50-60%
3,2015-10-28,Clair M,Kate,4,Control,,11,False,correct,Edge of Gap,1591,Dichondra repens,3.0,10-20%
3,2015-10-15,RE CM,JH ERC,4,Control,,11,False,correct,Not in Gap,1920,Bare Earth,2.0,5-10%
3,2015-10-15,RE CM,JH ERC,4,Control,,11,False,correct,Not in Gap,1932,Microlaena stipoides,1.0,1-5%
3,2015-10-15,RE CM,JH ERC,4,Control,,11,False,correct,Not in Gap,1931,Lomandra filiformis,0.5,Trace <1%
3,2015-10-15,RE CM,JH ERC,4,Control,,11,False,correct,Not in Gap,1929,Lagenophora spp,1.0,1-5%
3,2015-10-15,RE CM,JH ERC,4,Control,,11,False,correct,Not in Gap,1928,Hypochaeris spp,1.0,1-5%
3,2015-10-15,RE CM,JH ERC,4,Control,,11,False,correct,Not in Gap,1933,Poa spp,1.0,1-5%
3,2015-10-15,RE CM,JH ERC,4,Control,,11,False,correct,Not in Gap,1919,Leaf Litter,8.0,60-70%
3,2015-10-15,RE CM,JH ERC,4,Control,,11,False,correct,Not in Gap,1930,Lomandra longifolia,5.0,30-40%
3,2015-10-15,RE CM,JH ERC,4,Control,,11,False,correct,Not in Gap,1921,Moss/Lichen,1.0,1-5%
3,2015-10-15,RE CM,JH ERC,4,Control,,11,False,correct,Not in Gap,1922,CWD,0.5,Trace <1%
3,2015-10-15,RE CM,JH ERC,4,Control,,11,False,correct,Not in Gap,1923,Aira spp.,1.0,1-5%
3,2015-10-15,RE CM,JH ERC,4,Control,,11,False,correct,Not in Gap,1924,Cerastium glomeratum,0.5,Trace <1%
3,2015-10-15,RE CM,JH ERC,4,Control,,11,False,correct,Not in Gap,1925,Conyza sumatrensis,0.5,Trace <1%
3,2015-10-15,RE CM,JH ERC,4,Control,,11,False,correct,Not in Gap,1926,Cotula australis,0.5,Trace <1%
3,2015-10-15,RE CM,JH ERC,4,Control,,11,False,correct,Not in Gap,1934,Senecio spp,0.5,Trace <1%
6,2019-10-16,PH LH,TS TC RE BAM,4,Control,,12,False,,,12128,Senecio spp,0.5,Trace <1%
6,2019-10-16,PH LH,TS TC RE BAM,4,Control,,12,False,,,12125,Microlaena stipoides,0.5,Trace <1%
6,2019-10-16,PH LH,TS TC RE BAM,4,Control,,12,False,,,12129,Stellaria spp.,0.5,Trace <1%
6,2019-10-16,PH LH,TS TC RE BAM,4,Control,,12,False,,,12127,Rytidosperma geniculata,0.5,Trace <1%
6,2019-10-16,PH LH,TS TC RE BAM,4,Control,,12,False,,,12126,Pteridium esculentum,1.0,1-5%
6,2019-10-16,PH LH,TS TC RE BAM,4,Control,,12,False,,,12115,Bare Earth,2.0,5-10%
6,2019-10-16,PH LH,TS TC RE BAM,4,Control,,12,False,,,12124,Lomandra longifolia,0.5,Trace <1%
6,2019-10-16,PH LH,TS TC RE BAM,4,Control,,12,False,,,12114,Leaf Litter,8.0,60-70%
6,2019-10-16,PH LH,TS TC RE BAM,4,Control,,12,False,,,12116,Moss/Lichen,1.0,1-5%
6,2019-10-16,PH LH,TS TC RE BAM,4,Control,,12,False,,,12117,CWD,0.5,Trace <1%
6,2019-10-16,PH LH,TS TC RE BAM,4,Control,,12,False,,,12118,Aira spp.,0.5,Trace <1%
6,2019-10-16,PH LH,TS TC RE BAM,4,Control,,12,False,,,12119,Briza minor,0.5,Trace <1%
6,2019-10-16,PH LH,TS TC RE BAM,4,Control,,12,False,,,12120,Cotula australis,0.5,Trace <1%
6,2019-10-16,PH LH,TS TC RE BAM,4,Control,,12,False,,,12121,Crassula sieberiana,0.5,Trace <1%
6,2019-10-16,PH LH,TS TC RE BAM,4,Control,,12,False,,,12122,Dichondra repens,0.5,Trace <1%
6,2019-10-16,PH LH,TS TC RE BAM,4,Control,,12,False,,,12123,Lagenophora spp,1.0,1-5%
0,2012-11-15,CM,,4,Control,,12,True,,Not in Gap,6846,Poranthera microphylla,0.5,Trace <1%
0,2012-11-15,CM,,4,Control,,12,True,,Not in Gap,6848,Senecio spp,0.5,Trace <1%
0,2012-11-15,CM,,4,Control,,12,True,,Not in Gap,6849,Wahlenbergia spp,0.5,Trace <1%
0,2012-11-15,CM,,4,Control,,12,True,,Not in Gap,6847,Pteridium esculentum,0.5,Trace <1%
0,2012-11-15,CM,,4,Control,,12,True,,Not in Gap,6842,Lagenophora spp,0.5,Trace <1%
0,2012-11-15,CM,,4,Control,,12,True,,Not in Gap,6837,Bare Earth,1.0,1-5%
0,2012-11-15,CM,,4,Control,,12,True,,Not in Gap,6844,Microlaena stipoides,0.5,Trace <1%
0,2012-11-15,CM,,4,Control,,12,True,,Not in Gap,6836,Leaf Litter,9.0,70-80%
0,2012-11-15,CM,,4,Control,,12,True,,Not in Gap,6838,Moss/Lichen,0.5,Trace <1%
0,2012-11-15,CM,,4,Control,,12,True,,Not in Gap,6839,Rytidosperma spp.,0.5,Trace <1%
0,2012-11-15,CM,,4,Control,,12,True,,Not in Gap,6845,Poa spp,0.5,Trace <1%
0,2012-11-15,CM,,4,Control,,12,True,,Not in Gap,6840,Briza minor,0.5,Trace <1%
0,2012-11-15,CM,,4,Control,,12,True,,Not in Gap,6841,Dichondra repens,0.5,Trace <1%
0,2012-11-15,CM,,4,Control,,12,True,,Not in Gap,6843,Lomandra longifolia,5.0,30-40%
3,2015-10-15,RE CM,JH ERC,4,Control,,12,False,correct,Not in Gap,1937,Moss/Lichen,0.5,Trace <1%
3,2015-10-15,RE CM,JH ERC,4,Control,,12,False,correct,Not in Gap,1938,Rytidosperma spp.,0.5,Trace <1%
3,2015-10-15,RE CM,JH ERC,4,Control,,12,False,correct,Not in Gap,1954,Wahlenbergia spp,0.5,Trace <1%
3,2015-10-15,RE CM,JH ERC,4,Control,,12,False,correct,Not in Gap,1955,CWD,0.5,Trace <1%
3,2015-10-15,RE CM,JH ERC,4,Control,,12,False,correct,Not in Gap,1939,Briza minor,0.5,Trace <1%
3,2015-10-15,RE CM,JH ERC,4,Control,,12,False,correct,Not in Gap,1941,Corybas sp.,0.5,Trace <1%
3,2015-10-15,RE CM,JH ERC,4,Control,,12,False,correct,Not in Gap,1936,Bare Earth,1.0,1-5%
3,2015-10-28,Clair M,Kate,4,Control,,12,False,correct,natural gap,1618,Glycine clandestina,0.5,Trace <1%
3,2015-10-15,RE CM,JH ERC,4,Control,,12,False,correct,Not in Gap,1935,Leaf Litter,10.0,80-90%
3,2015-10-15,RE CM,JH ERC,4,Control,,12,False,correct,Not in Gap,1943,Crassula spp,0.5,Trace <1%
3,2015-10-15,RE CM,JH ERC,4,Control,,12,False,correct,Not in Gap,1942,Cotula australis,0.5,Trace <1%
3,2015-10-28,Clair M,Kate,4,Control,,12,False,correct,natural gap,1612,Arthropodium spp,0.5,Trace <1%
