Year_monitoring,Plot_number,Plot_treatment,Quadrat_number,Quadrat_fenced,Quadrat_gap,Record_ID,T002_Flora_Species_name,Score,Scientific Name,Common Name,Family Name,Division Name,Life Form,Origin
0,5,Radial,1,False,False,7158,Briza minor,0.5,Briza minor,Lesser Quaking-grass,Poaceae,Monocotyledons,Small Tufted grass/sedge,
0,5,Radial,1,False,False,7161,Euchiton spp,0.5,,,,,Unknown,
0,5,Radial,1,False,False,7160,Rytidosperma spp.,0.5,Rytidosperma laeve,Smooth Wallaby-grass,,,Tussock grass,
0,5,Radial,1,False,False,7162,Gnaphalium sp,0.5,Gnaphalium indutum,Tiny Cudweed,Asteraceae,Dicotyledons,Medium Forb/Herb,
0,5,Radial,1,False,False,7159,Conyza sumatrensis,0.5,Conyza sumatrensis,Tall Fleabane,Asteraceae,Dicotyledons,Large Forb/Herb,
3,5,Radial,1,False,False,2363,Hydrocotyle spp,2.0,Hydrocotyle hirta,Hairy Pennywort,Apiaceae,Dicotyledons,Medium Forb/Herb,
3,5,Radial,1,False,False,2364,Hypochaeris spp,1.0,Hypochaeris glabra,Smooth Cat's-ear,,,Forb,Introduced
3,5,Radial,1,False,False,2365,Imperata cylindrica,0.5,Imperata cylindrica,Blady Grass,Poaceae,Monocotyledons,Medium Tufted grass/sedge,
3,5,Radial,1,False,False,2366,Lomandra longifolia,6.0,Lomandra longifolia,Spiny-headed Mat-rush,Xanthorrhoeaceae,Monocotyledons,Large Forb/Herb,
3,5,Radial,1,False,False,2368,Poranthera microphylla,0.5,Poranthera microphylla s.l.,Small Poranthera,Euphorbiaceae,Dicotyledons,Medium Forb/Herb,
3,5,Radial,1,False,False,2362,Dichondra repens,0.5,Dichondra repens,Kidney-weed,Convolvulaceae,Dicotyledons,Prostrate or Mat-forming Forb/Herb,
3,5,Radial,1,False,False,2367,Microlaena stipoides,0.5,,,,,Unknown,
3,5,Radial,1,False,False,2355,Aira spp.,1.0,Aira spp.,Hair Grass,Poaceae,Monocotyledons,Small Non-tufted grass/sedge,
3,5,Radial,1,False,False,2361,Cotula australis,0.5,Cotula australis,Common Cotula,Asteraceae,Dicotyledons,Medium Forb/Herb,
3,5,Radial,1,False,False,2356,Anagallis arvensis,0.5,Anagallis arvensis,Pimpernel,Primulaceae,Dicotyledons,Medium Forb/Herb,
3,5,Radial,1,False,False,2357,Austrostipa spp,1.0,Austrostipa rudis,Veined Spear-grass,Poaceae,Monocotyledons,Large Tufted grass/sedge,
3,5,Radial,1,False,False,2358,Briza minor,1.0,Briza minor,Lesser Quaking-grass,Poaceae,Monocotyledons,Small Tufted grass/sedge,
3,5,Radial,1,False,False,2359,Cerastium sp.,0.5,,,,,Unknown,
3,5,Radial,1,False,False,2360,Conyza sumatrensis,0.5,Conyza sumatrensis,Tall Fleabane,Asteraceae,Dicotyledons,Large Forb/Herb,
6,5,Radial,2,False,False,12496,Wahlenbergia spp,0.5,Wahlenbergia ceracea,Waxy Bluebell,Campanulaceae,Dicotyledons,Large Forb/Herb,
6,5,Radial,2,False,False,12493,Rytidosperma caespitosum,0.5,Rytidosperma caespitosum,Common Wallaby-grass,,,Tussock grass,
6,5,Radial,2,False,False,12487,Hypochaeris radicata,0.5,Hypochaeris radicata,Flatweed,,,Forb,Introduced
6,5,Radial,2,False,False,12489,Lomandra longifolia,4.0,Lomandra longifolia,Spiny-headed Mat-rush,Xanthorrhoeaceae,Monocotyledons,Large Forb/Herb,
6,5,Radial,2,False,False,12490,Microlaena stipoides,0.5,,,,,Unknown,
6,5,Radial,2,False,False,12491,Poranthera microphylla,0.5,Poranthera microphylla s.l.,Small Poranthera,Euphorbiaceae,Dicotyledons,Medium Forb/Herb,
6,5,Radial,2,False,False,12492,Pteridium esculentum,1.0,Pteridium esculentum,Austral Bracken,Dennstaedtiaceae,Ferns and Allies,Non-tufted Ground Fern,
6,5,Radial,2,False,False,12494,Senecio pinnatifolius,0.5,Senecio pinnatifolius,Variable Groundsel,Asteraceae,Dicotyledons,Large Forb/Herb,
6,5,Radial,2,False,False,12495,Stellaria spp.,0.5,Stellaria sp. 1,Slender Starwort,Caryophyllaceae,Dicotyledons,Medium Forb/Herb,
6,5,Radial,2,False,False,12486,Hydrocotyle spp,0.5,Hydrocotyle hirta,Hairy Pennywort,Apiaceae,Dicotyledons,Medium Forb/Herb,
6,5,Radial,2,False,False,12477,Anagallis arvensis,0.5,Anagallis arvensis,Pimpernel,Primulaceae,Dicotyledons,Medium Forb/Herb,
6,5,Radial,2,False,False,12488,Lagenophora spp,0.5,Lagenophora montana,Mountain Bottle-daisy,Asteraceae,Dicotyledons,Medium Forb/Herb,
6,5,Radial,2,False,False,12476,Aira spp.,0.5,Aira spp.,Hair Grass,Poaceae,Monocotyledons,Small Non-tufted grass/sedge,
6,5,Radial,2,False,False,12478,Briza minor,0.5,Briza minor,Lesser Quaking-grass,Poaceae,Monocotyledons,Small Tufted grass/sedge,
6,5,Radial,2,False,False,12479,Cerastium sp.,0.5,,,,,Unknown,
6,5,Radial,2,False,False,12480,Cotula australis,0.5,Cotula australis,Common Cotula,Asteraceae,Dicotyledons,Medium Forb/Herb,
6,5,Radial,2,False,False,12485,Gahnia radula,0.5,Gahnia radula,Thatch Saw-sedge,Cyperaceae,Monocotyledons,Large Tufted grass/sedge,
6,5,Radial,2,False,False,12484,Euchiton involucratis,0.5,Euchiton involucratus s.l.,Common Cudweed,Asteraceae,Dicotyledons,Medium Forb/Herb,
6,5,Radial,2,False,False,12483,Entolasia marginata,0.5,Entolasia marginata,Bordered Panic,Poaceae,Monocotyledons,Medium Non-tufted grass/sedge,
6,5,Radial,2,False,False,12482,Dichondra repens,0.5,Dichondra repens,Kidney-weed,Convolvulaceae,Dicotyledons,Prostrate or Mat-forming Forb/Herb,
6,5,Radial,2,False,False,12481,Crassula sieberiana,1.0,Crassula sieberiana s.l.,Sieber Crassula,Crassulaceae,Dicotyledons,Prostrate or Mat-forming Forb/Herb,
0,5,Radial,2,False,False,7188,Microlaena stipoides,1.0,,,,,Unknown,
0,5,Radial,2,False,False,7187,Luzula meridionalis,0.5,Luzula meridionalis,Common Woodrush,Juncaceae,Monocotyledons,Small Tufted grass/sedge,
0,5,Radial,2,False,False,7186,Lomandra longifolia,5.0,Lomandra longifolia,Spiny-headed Mat-rush,Xanthorrhoeaceae,Monocotyledons,Large Forb/Herb,
0,5,Radial,2,False,False,7184,Hypochaeris spp,0.5,Hypochaeris glabra,Smooth Cat's-ear,,,Forb,Introduced
0,5,Radial,2,False,False,7190,Senecio spp,0.5,,,,,Unknown,
0,5,Radial,2,False,False,7185,Lagenophora spp,0.5,Lagenophora montana,Mountain Bottle-daisy,Asteraceae,Dicotyledons,Medium Forb/Herb,
0,5,Radial,2,False,False,7189,Pteridium esculentum,0.5,Pteridium esculentum,Austral Bracken,Dennstaedtiaceae,Ferns and Allies,Non-tufted Ground Fern,
0,5,Radial,2,False,False,7191,Wahlenbergia spp,0.5,Wahlenbergia ceracea,Waxy Bluebell,Campanulaceae,Dicotyledons,Large Forb/Herb,
0,5,Radial,2,False,False,7177,Rytidosperma spp.,0.5,Rytidosperma laeve,Smooth Wallaby-grass,,,Tussock grass,
0,5,Radial,2,False,False,7178,Briza minor,0.5,Briza minor,Lesser Quaking-grass,Poaceae,Monocotyledons,Small Tufted grass/sedge,
0,5,Radial,2,False,False,7175,Aira spp.,0.5,Aira spp.,Hair Grass,Poaceae,Monocotyledons,Small Non-tufted grass/sedge,
0,5,Radial,2,False,False,7176,Anagallis arvensis,0.5,Anagallis arvensis,Pimpernel,Primulaceae,Dicotyledons,Medium Forb/Herb,
0,5,Radial,2,False,False,7183,Hydrocotyle spp,0.5,Hydrocotyle hirta,Hairy Pennywort,Apiaceae,Dicotyledons,Medium Forb/Herb,
0,5,Radial,2,False,False,7179,Cerastium sp.,0.5,,,,,Unknown,
0,5,Radial,2,False,False,7180,Conyza sumatrensis,1.0,Conyza sumatrensis,Tall Fleabane,Asteraceae,Dicotyledons,Large Forb/Herb,
0,5,Radial,2,False,False,7181,Gahnia radula,0.5,Gahnia radula,Thatch Saw-sedge,Cyperaceae,Monocotyledons,Large Tufted grass/sedge,
0,5,Radial,2,False,False,7182,Gnaphalium sp,0.5,Gnaphalium indutum,Tiny Cudweed,Asteraceae,Dicotyledons,Medium Forb/Herb,
0,5,Radial,2,False,False,7192,Medicago spp.,0.5,,,,,Unknown,
3,5,Radial,2,False,False,20,Aira spp.,0.5,Aira spp.,Hair Grass,Poaceae,Monocotyledons,Small Non-tufted grass/sedge,
3,5,Radial,2,False,False,22,Cotula australis,0.5,Cotula australis,Common Cotula,Asteraceae,Dicotyledons,Medium Forb/Herb,
3,5,Radial,2,False,False,2372,Hypochaeris spp,0.5,Hypochaeris glabra,Smooth Cat's-ear,,,Forb,Introduced
3,5,Radial,2,False,False,2377,Stellaria spp.,0.5,Stellaria sp. 1,Slender Starwort,Caryophyllaceae,Dicotyledons,Medium Forb/Herb,
3,5,Radial,2,False,False,2376,Pteridium esculentum,1.0,Pteridium esculentum,Austral Bracken,Dennstaedtiaceae,Ferns and Allies,Non-tufted Ground Fern,
3,5,Radial,2,False,False,2375,Microlaena stipoides,0.5,,,,,Unknown,
3,5,Radial,2,False,False,2374,Lomandra longifolia,4.0,Lomandra longifolia,Spiny-headed Mat-rush,Xanthorrhoeaceae,Monocotyledons,Large Forb/Herb,
3,5,Radial,2,False,False,2371,Hydrocotyle spp,1.0,Hydrocotyle hirta,Hairy Pennywort,Apiaceae,Dicotyledons,Medium Forb/Herb,
3,5,Radial,2,False,False,2370,Geranium spp,0.5,Geranium sp. 1,Large-flower Crane's-bill,Geraniaceae,Dicotyledons,Medium Forb/Herb,
3,5,Radial,2,False,False,2369,Dichondra repens,1.0,Dichondra repens,Kidney-weed,Convolvulaceae,Dicotyledons,Prostrate or Mat-forming Forb/Herb,
3,5,Radial,2,False,False,2373,Imperata cylindrica,0.5,Imperata cylindrica,Blady Grass,Poaceae,Monocotyledons,Medium Tufted grass/sedge,
6,5,Radial,3,False,True,12514,Lomandra longifolia,6.0,Lomandra longifolia,Spiny-headed Mat-rush,Xanthorrhoeaceae,Monocotyledons,Large Forb/Herb,
6,5,Radial,3,False,True,12511,Hydrocotyle spp,0.5,Hydrocotyle hirta,Hairy Pennywort,Apiaceae,Dicotyledons,Medium Forb/Herb,
6,5,Radial,3,False,True,12521,Stellaria spp.,0.5,Stellaria sp. 1,Slender Starwort,Caryophyllaceae,Dicotyledons,Medium Forb/Herb,
6,5,Radial,3,False,True,12512,Imperata cylindrica,0.5,Imperata cylindrica,Blady Grass,Poaceae,Monocotyledons,Medium Tufted grass/sedge,
6,5,Radial,3,False,True,12507,Dichondra repens,0.5,Dichondra repens,Kidney-weed,Convolvulaceae,Dicotyledons,Prostrate or Mat-forming Forb/Herb,
6,5,Radial,3,False,True,12513,Lagenophora spp,0.5,Lagenophora montana,Mountain Bottle-daisy,Asteraceae,Dicotyledons,Medium Forb/Herb,
6,5,Radial,3,False,True,12515,Microlaena stipoides,0.5,,,,,Unknown,
6,5,Radial,3,False,True,12516,Pteridium esculentum,0.5,Pteridium esculentum,Austral Bracken,Dennstaedtiaceae,Ferns and Allies,Non-tufted Ground Fern,
6,5,Radial,3,False,True,12517,Rytidosperma caespitosum,0.5,Rytidosperma caespitosum,Common Wallaby-grass,,,Tussock grass,
6,5,Radial,3,False,True,12518,Rytidosperma geniculata,0.5,Rytidosperma geniculatum,Kneed Wallaby-grass,,,Tussock grass,
6,5,Radial,3,False,True,12519,Senecio pinnatifolius,0.5,Senecio pinnatifolius,Variable Groundsel,Asteraceae,Dicotyledons,Large Forb/Herb,
6,5,Radial,3,False,True,12520,Senecio quadridentatus,0.5,Senecio quadridentatus,Cotton Fireweed,Asteraceae,Dicotyledons,Large Forb/Herb,
6,5,Radial,3,False,True,12501,Aira spp.,0.5,Aira spp.,Hair Grass,Poaceae,Monocotyledons,Small Non-tufted grass/sedge,
6,5,Radial,3,False,True,12502,Anagallis arvensis,0.5,Anagallis arvensis,Pimpernel,Primulaceae,Dicotyledons,Medium Forb/Herb,
6,5,Radial,3,False,True,12504,Cardamine sp.,0.5,Cardamine tryssa,Dainty Bitter-cress,,,Forb,
6,5,Radial,3,False,True,12505,Cerastium sp.,0.5,,,,,Unknown,
6,5,Radial,3,False,True,12506,Crassula sieberiana,0.5,Crassula sieberiana s.l.,Sieber Crassula,Crassulaceae,Dicotyledons,Prostrate or Mat-forming Forb/Herb,
6,5,Radial,3,False,True,12508,Entolasia marginata,0.5,Entolasia marginata,Bordered Panic,Poaceae,Monocotyledons,Medium Non-tufted grass/sedge,
6,5,Radial,3,False,True,12510,Glycine clandestina,0.5,Glycine clandestina,Twining Glycine,Fabaceae,Dicotyledons,Climber,
6,5,Radial,3,False,True,12503,Briza minor,0.5,Briza minor,Lesser Quaking-grass,Poaceae,Monocotyledons,Small Tufted grass/sedge,
6,5,Radial,3,False,True,12509,Gahnia radula,0.5,Gahnia radula,Thatch Saw-sedge,Cyperaceae,Monocotyledons,Large Tufted grass/sedge,
0,5,Radial,3,False,True,7213,Senecio spp,0.5,,,,,Unknown,
0,5,Radial,3,False,True,7207,Hydrocotyle spp,0.5,Hydrocotyle hirta,Hairy Pennywort,Apiaceae,Dicotyledons,Medium Forb/Herb,
0,5,Radial,3,False,True,7208,Hypochaeris spp,0.5,Hypochaeris glabra,Smooth Cat's-ear,,,Forb,Introduced
0,5,Radial,3,False,True,7210,Lomandra longifolia,0.5,Lomandra longifolia,Spiny-headed Mat-rush,Xanthorrhoeaceae,Monocotyledons,Large Forb/Herb,
0,5,Radial,3,False,True,7211,Microlaena stipoides,0.5,,,,,Unknown,
0,5,Radial,3,False,True,7206,Gnaphalium sp,0.5,Gnaphalium indutum,Tiny Cudweed,Asteraceae,Dicotyledons,Medium Forb/Herb,
0,5,Radial,3,False,True,7212,Poa spp,0.5,Poa fax,Scaly Poa,Poaceae,Monocotyledons,Small Non-tufted grass/sedge,
0,5,Radial,3,False,True,7214,Vulpia sp.,0.5,Vulpia spp.,Fescue,Poaceae,Monocotyledons,Medium Tufted grass/sedge,
0,5,Radial,3,False,True,7215,Medicago spp.,0.5,,,,,Unknown,
0,5,Radial,3,False,True,7196,Aira spp.,0.5,Aira spp.,Hair Grass,Poaceae,Monocotyledons,Small Non-tufted grass/sedge,
0,5,Radial,3,False,True,7209,Imperata cylindrica,0.5,Imperata cylindrica,Blady Grass,Poaceae,Monocotyledons,Medium Tufted grass/sedge,
0,5,Radial,3,False,True,7205,Glycine clandestina,0.5,Glycine clandestina,Twining Glycine,Fabaceae,Dicotyledons,Climber,
0,5,Radial,3,False,True,7197,Anagallis arvensis,0.5,Anagallis arvensis,Pimpernel,Primulaceae,Dicotyledons,Medium Forb/Herb,
0,5,Radial,3,False,True,7198,Rytidosperma spp.,1.0,Rytidosperma laeve,Smooth Wallaby-grass,,,Tussock grass,
0,5,Radial,3,False,True,7199,Centaurium erythraea,0.5,Centaurium erythraea,Common Centaury,Gentianaceae,Dicotyledons,Medium Forb/Herb,
0,5,Radial,3,False,True,7203,Euchiton spp,0.5,,,,,Unknown,
0,5,Radial,3,False,True,7200,Conyza sumatrensis,0.5,Conyza sumatrensis,Tall Fleabane,Asteraceae,Dicotyledons,Large Forb/Herb,
0,5,Radial,3,False,True,7204,Gahnia radula,0.5,Gahnia radula,Thatch Saw-sedge,Cyperaceae,Monocotyledons,Large Tufted grass/sedge,
0,5,Radial,3,False,True,7202,Dipodium spp,0.5,,,,,Unknown,
0,5,Radial,3,False,True,7201,Dichondra repens,0.5,Dichondra repens,Kidney-weed,Convolvulaceae,Dicotyledons,Prostrate or Mat-forming Forb/Herb,
3,5,Radial,3,False,True,2396,Stellaria spp.,0.5,Stellaria sp. 1,Slender Starwort,Caryophyllaceae,Dicotyledons,Medium Forb/Herb,
3,5,Radial,3,False,True,2389,Hydrocotyle spp,3.0,Hydrocotyle hirta,Hairy Pennywort,Apiaceae,Dicotyledons,Medium Forb/Herb,
3,5,Radial,3,False,True,2390,Hypochaeris spp,0.5,Hypochaeris glabra,Smooth Cat's-ear,,,Forb,Introduced
3,5,Radial,3,False,True,2392,Microlaena stipoides,0.5,,,,,Unknown,
3,5,Radial,3,False,True,2393,Pteridium esculentum,0.5,Pteridium esculentum,Austral Bracken,Dennstaedtiaceae,Ferns and Allies,Non-tufted Ground Fern,
3,5,Radial,3,False,True,2395,Pterostylis pedunculata,0.5,Pterostylis pedunculata,Maroonhood,Orchidaceae,Monocotyledons,Medium Forb/Herb,
3,5,Radial,3,False,True,2391,Lomandra longifolia,4.0,Lomandra longifolia,Spiny-headed Mat-rush,Xanthorrhoeaceae,Monocotyledons,Large Forb/Herb,
3,5,Radial,3,False,True,2381,Anagallis arvensis,0.5,Anagallis arvensis,Pimpernel,Primulaceae,Dicotyledons,Medium Forb/Herb,
3,5,Radial,3,False,True,2382,Briza minor,0.5,Briza minor,Lesser Quaking-grass,Poaceae,Monocotyledons,Small Tufted grass/sedge,
3,5,Radial,3,False,True,2383,Centaurium erythraea,1.0,Centaurium erythraea,Common Centaury,Gentianaceae,Dicotyledons,Medium Forb/Herb,
3,5,Radial,3,False,True,2384,Cotula australis,0.5,Cotula australis,Common Cotula,Asteraceae,Dicotyledons,Medium Forb/Herb,
3,5,Radial,3,False,True,2385,Crassula spp,0.5,,,,,Unknown,
3,5,Radial,3,False,True,2386,Dichondra repens,0.5,Dichondra repens,Kidney-weed,Convolvulaceae,Dicotyledons,Prostrate or Mat-forming Forb/Herb,
3,5,Radial,3,False,True,2387,Euchiton involucratis,0.5,Euchiton involucratus s.l.,Common Cudweed,Asteraceae,Dicotyledons,Medium Forb/Herb,
3,5,Radial,3,False,True,2388,Gahnia radula,0.5,Gahnia radula,Thatch Saw-sedge,Cyperaceae,Monocotyledons,Large Tufted grass/sedge,
6,5,Radial,4,False,True,12541,Vulpia sp.,0.5,Vulpia spp.,Fescue,Poaceae,Monocotyledons,Medium Tufted grass/sedge,
6,5,Radial,4,False,True,12534,Lagenophora spp,0.5,Lagenophora montana,Mountain Bottle-daisy,Asteraceae,Dicotyledons,Medium Forb/Herb,
6,5,Radial,4,False,True,12535,Lomandra longifolia,7.0,Lomandra longifolia,Spiny-headed Mat-rush,Xanthorrhoeaceae,Monocotyledons,Large Forb/Herb,
6,5,Radial,4,False,True,12536,Microlaena stipoides,1.0,,,,,Unknown,
6,5,Radial,4,False,True,12537,Poa sp (green hairy),0.5,Poa sp. aff. tenera (Hairy),Soft Slender Tussock-grass,Poaceae,Monocotyledons,Medium Non-tufted grass/sedge,
6,5,Radial,4,False,True,12538,Pteridium esculentum,0.5,Pteridium esculentum,Austral Bracken,Dennstaedtiaceae,Ferns and Allies,Non-tufted Ground Fern,
6,5,Radial,4,False,True,12539,Rytidosperma spp.,0.5,Rytidosperma laeve,Smooth Wallaby-grass,,,Tussock grass,
6,5,Radial,4,False,True,12540,Senecio quadridentatus,0.5,Senecio quadridentatus,Cotton Fireweed,Asteraceae,Dicotyledons,Large Forb/Herb,
6,5,Radial,4,False,True,12533,Hypericum gramineum,0.5,Hypericum gramineum,Small St John's Wort,Clusiaceae,Dicotyledons,Medium Forb/Herb,
6,5,Radial,4,False,True,12532,Hydrocotyle spp,0.5,Hydrocotyle hirta,Hairy Pennywort,Apiaceae,Dicotyledons,Medium Forb/Herb,
6,5,Radial,4,False,True,12526,Aira spp.,0.5,Aira spp.,Hair Grass,Poaceae,Monocotyledons,Small Non-tufted grass/sedge,
6,5,Radial,4,False,True,12527,Cerastium sp.,0.5,,,,,Unknown,
6,5,Radial,4,False,True,12529,Dichondra repens,1.0,Dichondra repens,Kidney-weed,Convolvulaceae,Dicotyledons,Prostrate or Mat-forming Forb/Herb,
6,5,Radial,4,False,True,12530,Entolasia marginata,0.5,Entolasia marginata,Bordered Panic,Poaceae,Monocotyledons,Medium Non-tufted grass/sedge,
6,5,Radial,4,False,True,12531,Gahnia radula,0.5,Gahnia radula,Thatch Saw-sedge,Cyperaceae,Monocotyledons,Large Tufted grass/sedge,
6,5,Radial,4,False,True,12528,Crassula sieberiana,0.5,Crassula sieberiana s.l.,Sieber Crassula,Crassulaceae,Dicotyledons,Prostrate or Mat-forming Forb/Herb,
0,5,Radial,4,False,True,7229,Luzula meridionalis,0.5,Luzula meridionalis,Common Woodrush,Juncaceae,Monocotyledons,Small Tufted grass/sedge,
0,5,Radial,4,False,True,7235,Stellaria spp.,0.5,Stellaria sp. 1,Slender Starwort,Caryophyllaceae,Dicotyledons,Medium Forb/Herb,
0,5,Radial,4,False,True,7233,Pteridium esculentum,1.0,Pteridium esculentum,Austral Bracken,Dennstaedtiaceae,Ferns and Allies,Non-tufted Ground Fern,
0,5,Radial,4,False,True,7230,Microlaena stipoides,0.5,,,,,Unknown,
0,5,Radial,4,False,True,7228,Lomandra longifolia,8.0,Lomandra longifolia,Spiny-headed Mat-rush,Xanthorrhoeaceae,Monocotyledons,Large Forb/Herb,
0,5,Radial,4,False,True,7231,Poa spp,1.0,Poa fax,Scaly Poa,Poaceae,Monocotyledons,Small Non-tufted grass/sedge,
0,5,Radial,4,False,True,7232,Poranthera microphylla,0.5,Poranthera microphylla s.l.,Small Poranthera,Euphorbiaceae,Dicotyledons,Medium Forb/Herb,
0,5,Radial,4,False,True,7234,Senecio spp,0.5,,,,,Unknown,
0,5,Radial,4,False,True,7236,Vulpia sp.,0.5,Vulpia spp.,Fescue,Poaceae,Monocotyledons,Medium Tufted grass/sedge,
0,5,Radial,4,False,True,7237,Unknown Species,6.0,,,,,Unknown,
0,5,Radial,4,False,True,7227,Hypochaeris spp,0.5,Hypochaeris glabra,Smooth Cat's-ear,,,Forb,Introduced
0,5,Radial,4,False,True,7219,Aira spp.,0.5,Aira spp.,Hair Grass,Poaceae,Monocotyledons,Small Non-tufted grass/sedge,
0,5,Radial,4,False,True,7220,Rytidosperma spp.,0.5,Rytidosperma laeve,Smooth Wallaby-grass,,,Tussock grass,
0,5,Radial,4,False,True,7221,Centaurium erythraea,0.5,Centaurium erythraea,Common Centaury,Gentianaceae,Dicotyledons,Medium Forb/Herb,
0,5,Radial,4,False,True,7225,Hydrocotyle spp,0.5,Hydrocotyle hirta,Hairy Pennywort,Apiaceae,Dicotyledons,Medium Forb/Herb,
0,5,Radial,4,False,True,7223,Dichondra repens,1.0,Dichondra repens,Kidney-weed,Convolvulaceae,Dicotyledons,Prostrate or Mat-forming Forb/Herb,
0,5,Radial,4,False,True,7224,Gahnia radula,0.5,Gahnia radula,Thatch Saw-sedge,Cyperaceae,Monocotyledons,Large Tufted grass/sedge,
0,5,Radial,4,False,True,7226,Hypericum gramineum,0.5,Hypericum gramineum,Small St John's Wort,Clusiaceae,Dicotyledons,Medium Forb/Herb,
0,5,Radial,4,False,True,7222,Conyza sumatrensis,1.0,Conyza sumatrensis,Tall Fleabane,Asteraceae,Dicotyledons,Large Forb/Herb,
3,5,Radial,4,False,True,2412,Microlaena stipoides,0.5,,,,,Unknown,
3,5,Radial,4,False,True,2408,Hydrocotyle spp,1.0,Hydrocotyle hirta,Hairy Pennywort,Apiaceae,Dicotyledons,Medium Forb/Herb,
3,5,Radial,4,False,True,2409,Hypochaeris spp,0.5,Hypochaeris glabra,Smooth Cat's-ear,,,Forb,Introduced
3,5,Radial,4,False,True,2413,Poa spp,0.5,Poa fax,Scaly Poa,Poaceae,Monocotyledons,Small Non-tufted grass/sedge,
3,5,Radial,4,False,True,2411,Lomandra longifolia,7.0,Lomandra longifolia,Spiny-headed Mat-rush,Xanthorrhoeaceae,Monocotyledons,Large Forb/Herb,
3,5,Radial,4,False,True,2414,Pteridium esculentum,1.0,Pteridium esculentum,Austral Bracken,Dennstaedtiaceae,Ferns and Allies,Non-tufted Ground Fern,
3,5,Radial,4,False,True,2410,Imperata cylindrica,0.5,Imperata cylindrica,Blady Grass,Poaceae,Monocotyledons,Medium Tufted grass/sedge,
3,5,Radial,4,False,True,2407,Gahnia radula,0.5,Gahnia radula,Thatch Saw-sedge,Cyperaceae,Monocotyledons,Large Tufted grass/sedge,
3,5,Radial,4,False,True,2400,Aira spp.,0.5,Aira spp.,Hair Grass,Poaceae,Monocotyledons,Small Non-tufted grass/sedge,
3,5,Radial,4,False,True,2401,Briza minor,0.5,Briza minor,Lesser Quaking-grass,Poaceae,Monocotyledons,Small Tufted grass/sedge,
3,5,Radial,4,False,True,2402,Centaurium erythraea,0.5,Centaurium erythraea,Common Centaury,Gentianaceae,Dicotyledons,Medium Forb/Herb,
3,5,Radial,4,False,True,2403,Cerastium sp.,0.5,,,,,Unknown,
3,5,Radial,4,False,True,2404,Cotula australis,0.5,Cotula australis,Common Cotula,Asteraceae,Dicotyledons,Medium Forb/Herb,
3,5,Radial,4,False,True,2405,Dichelachne crinita,0.5,Dichelachne crinita,Long-hair Plume-grass,Poaceae,Monocotyledons,Medium Tufted grass/sedge,
3,5,Radial,4,False,True,2406,Dichondra repens,1.0,Dichondra repens,Kidney-weed,Convolvulaceae,Dicotyledons,Prostrate or Mat-forming Forb/Herb,
6,5,Radial,5,False,True,12561,Stellaria spp.,0.5,Stellaria sp. 1,Slender Starwort,Caryophyllaceae,Dicotyledons,Medium Forb/Herb,
6,5,Radial,5,False,True,12554,Hypochaeris glabra,0.5,Hypochaeris glabra,Smooth Cat's-ear,,,Forb,Introduced
6,5,Radial,5,False,True,12555,Lagenophora spp,0.5,Lagenophora montana,Mountain Bottle-daisy,Asteraceae,Dicotyledons,Medium Forb/Herb,
6,5,Radial,5,False,True,12556,Lomandra filiformis,0.5,Lomandra filiformis,Wattle Mat-rush,Xanthorrhoeaceae,Monocotyledons,Medium Forb/Herb,
6,5,Radial,5,False,True,12557,Lomandra longifolia,4.0,Lomandra longifolia,Spiny-headed Mat-rush,Xanthorrhoeaceae,Monocotyledons,Large Forb/Herb,
6,5,Radial,5,False,True,12558,Microlaena stipoides,0.5,,,,,Unknown,
6,5,Radial,5,False,True,12559,Poranthera microphylla,0.5,Poranthera microphylla s.l.,Small Poranthera,Euphorbiaceae,Dicotyledons,Medium Forb/Herb,
6,5,Radial,5,False,True,12560,Rytidosperma geniculata,1.0,Rytidosperma geniculatum,Kneed Wallaby-grass,,,Tussock grass,
6,5,Radial,5,False,True,12562,Vulpia sp.,0.5,Vulpia spp.,Fescue,Poaceae,Monocotyledons,Medium Tufted grass/sedge,
6,5,Radial,5,False,True,12553,Hypochaeris radicata,0.5,Hypochaeris radicata,Flatweed,,,Forb,Introduced
6,5,Radial,5,False,True,12546,Aira spp.,1.0,Aira spp.,Hair Grass,Poaceae,Monocotyledons,Small Non-tufted grass/sedge,
6,5,Radial,5,False,True,12552,Hydrocotyle spp,0.5,Hydrocotyle hirta,Hairy Pennywort,Apiaceae,Dicotyledons,Medium Forb/Herb,
6,5,Radial,5,False,True,12547,Briza minor,0.5,Briza minor,Lesser Quaking-grass,Poaceae,Monocotyledons,Small Tufted grass/sedge,
6,5,Radial,5,False,True,12548,Cotula australis,0.5,Cotula australis,Common Cotula,Asteraceae,Dicotyledons,Medium Forb/Herb,
6,5,Radial,5,False,True,12549,Crassula sieberiana,0.5,Crassula sieberiana s.l.,Sieber Crassula,Crassulaceae,Dicotyledons,Prostrate or Mat-forming Forb/Herb,
6,5,Radial,5,False,True,12550,Dichondra repens,0.5,Dichondra repens,Kidney-weed,Convolvulaceae,Dicotyledons,Prostrate or Mat-forming Forb/Herb,
6,5,Radial,5,False,True,12551,Euchiton involucratis,0.5,Euchiton involucratus s.l.,Common Cudweed,Asteraceae,Dicotyledons,Medium Forb/Herb,
0,5,Radial,5,False,True,7253,Poranthera microphylla,0.5,Poranthera microphylla s.l.,Small Poranthera,Euphorbiaceae,Dicotyledons,Medium Forb/Herb,
