Life Form,,,,,Climber,Climber,Climber,Large Forb/Herb,Large Forb/Herb,Large Forb/Herb,Large Non-tufted grass/sedge,Large Non-tufted grass/sedge,Large Non-tufted grass/sedge,Large Shrub to Medium Tree,Large Shrub to Medium Tree,Large Shrub to Medium Tree,Large Tufted grass/sedge,Large Tufted grass/sedge,Large Tufted grass/sedge,Medium Forb/Herb,Medium Forb/Herb,Medium Forb/Herb,Medium Non-tufted grass/sedge,Medium Non-tufted grass/sedge,Medium Non-tufted grass/sedge,Medium Tufted grass/sedge,Medium Tufted grass/sedge,Medium Tufted grass/sedge,Non-tufted Ground Fern,Non-tufted Ground Fern,Non-tufted Ground Fern,Prostrate Shrub,Prostrate Shrub,Prostrate Shrub,Prostrate or Mat-forming Forb/Herb,Prostrate or Mat-forming Forb/Herb,Prostrate or Mat-forming Forb/Herb,Scrambler,Scrambler,Scrambler,Shrub,Shrub,Shrub,Small Forb/Herb,Small Forb/Herb,Small Forb/Herb,Small Non-tufted grass/sedge,Small Non-tufted grass/sedge,Small Non-tufted grass/sedge,Small Shrub,Small Shrub,Small Shrub,Small Tufted grass/sedge,Small Tufted grass/sedge,Small Tufted grass/sedge,Tiny Tufted grass/sedge,Tiny Tufted grass/sedge,Tiny Tufted grass/sedge,Tufted Ground Fern,Tufted Ground Fern,Tufted Ground Fern
Radial,7,True,False,False,0.0,0.0,0.0,1.4,1.3,0.625,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,2.9,3.5,0.0,0.0,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.75,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,4.4,2.9,0.625,0,0.0,0.0,0.0,0.0,0.0
Radial,7,True,False,True,0.0,0.0,0.5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,0.6666666666666666,1.3333333333333333,0.75,4.4,5.5,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,8.0,3.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,3.25,0,0.0,0.0,0.0,0.0,0.0
Radial,7,True,True,False,0.0,0.5,0.5,1.4090909090909092,1.5,1.1111111111111112,0,0,0.0,0.0,0.0,0.0,2.3333333333333335,20.4,5.0,1.8181818181818181,4.2272727272727275,1.5625,0.0,0.0,0.0,0.0,0.5,26.05,0.0,0.0,0.0,0.0,0.0,0.0,0.625,6.166666666666667,0.75,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,9.3,9.818181818181818,2.0,0,0.0,0.5,0.0,0.0,0.0
Radial,7,True,True,True,0.0,0.0,0.0,0.0,0.0,0.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2.111111111111111,1.2,1.8636363636363635,4.722222222222222,2.3181818181818183,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.125,6.166666666666667,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.25,0,0.0,0.0,0.5,0.6666666666666666,0.5
Radial,9,False,False,False,0.0,0.0,0.0,1.75,2.0,0.75,0,0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,2.875,3.25,2.125,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.875,0.8333333333333334,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.25,1.75,0.5,0,0.0,0.0,0.0,0.0,0.0
Radial,9,False,False,True,0.0,0.0,0.0,5.0,10.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.625,0.5,5.125,1.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.333333333333333,5.333333333333333,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,0,0.0,0.0,0.0,0.0,0.0
Radial,9,False,True,False,0.0,0.0,0.0,1.9583333333333333,2.1666666666666665,0.7222222222222222,0,0,0.0,0.0,0.0,0.0,2.5,1.0,0.5,3.0833333333333335,6.25,1.1363636363636365,0.0,0.0,0.0,20.0,3.25,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.2,2.0555555555555554,0.6818181818181818,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8,0.0,0.0,0.0,0.0,4.15,3.6,2.5833333333333335,0,0.0,0.0,0.0,0.0,0.0
Radial,9,False,True,True,0.5,0.0,0.0,0.75,7.5,15.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,1.0909090909090908,0.9,6.541666666666667,28.272727272727273,7.363636363636363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.4,2.1,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,1.3333333333333333,0,0.0,0.0,1.0,1.0,1.0
Radial,9,True,False,False,0.0,0.0,0.0,1.5,1.5,1.25,0,0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,3.5,6.0,1.75,0.0,0.0,0.5,0.0,1.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.75,0.5,0,0.0,0.0,0.0,0.0,0.0
Radial,9,True,False,True,0.5,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.25,0.75,25.0,1.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,20.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.75,0,0.0,0.0,0.0,0.0,0.0
Radial,9,True,True,False,0.0,0.0,0.0,2.230769230769231,2.5833333333333335,0.9444444444444444,0,0,0.0,0.0,0.0,0.0,2.1666666666666665,5.428571428571429,0.0,3.5714285714285716,7.714285714285714,2.5357142857142856,0.0,0.0,3.6666666666666665,0.0,0.6666666666666666,20.416666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.125,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,5.071428571428571,7.125,4.125,0,1.0,0.0,0.0,0.0,0.0
Radial,9,True,True,True,0.5,0.5,0.0,2.3333333333333335,3.857142857142857,7.571428571428571,0,0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.6666666666666666,1.5,0.7307692307692307,6.346153846153846,18.346153846153847,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5833333333333335,2.6,0.5625,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.6875,0,0.0,0.0,0.0,0.0,0.0
