Treatment,Plot,Quadrat,Fenced,Gap,Life Form,Year,Abundance
Control,6,4,False,False,Prostrate or Mat-forming Forb/Herb,0,15.5
Control,6,4,False,False,Prostrate or Mat-forming Forb/Herb,3,11.0
Control,6,4,False,False,Prostrate or Mat-forming Forb/Herb,6,1.0
Control,6,4,False,False,Small Forb/Herb,3,0.5
Control,6,4,False,False,Small Tufted grass/sedge,3,0.5
Control,6,4,False,False,Small Tufted grass/sedge,6,1.5
Control,6,5,False,False,Climber,0,0.5
Control,6,5,False,False,Climber,6,0.5
Control,6,5,False,False,Large Forb/Herb,0,25.5
Control,6,5,False,False,Large Forb/Herb,3,15.5
Control,6,5,False,False,Large Forb/Herb,6,35.5
Control,6,5,False,False,Large Tufted grass/sedge,0,3.0
Control,6,5,False,False,Medium Forb/Herb,0,5.0
Control,6,5,False,False,Medium Forb/Herb,3,9.5
Control,6,5,False,False,Medium Forb/Herb,6,2.0
Control,6,5,False,False,Medium Non-tufted grass/sedge,0,25.0
Control,6,5,False,False,Medium Non-tufted grass/sedge,3,7.5
Control,6,5,False,False,Medium Non-tufted grass/sedge,6,0.5
Control,6,5,False,False,Medium Tufted grass/sedge,0,10.5
Control,6,5,False,False,Medium Tufted grass/sedge,3,1.0
Control,6,5,False,False,Medium Tufted grass/sedge,6,1.0
Control,6,5,False,False,Non-tufted Ground Fern,0,7.5
Control,6,5,False,False,Non-tufted Ground Fern,3,7.5
Control,6,5,False,False,Non-tufted Ground Fern,6,25.0
Control,6,5,False,False,Prostrate Shrub,6,0.5
Control,6,5,False,False,Prostrate or Mat-forming Forb/Herb,0,1.0
Control,6,5,False,False,Prostrate or Mat-forming Forb/Herb,3,6.5
Control,6,5,False,False,Prostrate or Mat-forming Forb/Herb,6,2.0
Control,6,5,False,False,Small Forb/Herb,3,3.0
Control,6,5,False,False,Small Tufted grass/sedge,0,8.0
Control,6,5,False,False,Small Tufted grass/sedge,3,1.0
Control,6,5,False,False,Small Tufted grass/sedge,6,3.5
Control,6,6,False,False,Climber,3,0.5
Control,6,6,False,False,Large Forb/Herb,0,25.5
Control,6,6,False,False,Large Forb/Herb,3,25.0
Control,6,6,False,False,Large Forb/Herb,6,36.0
Control,6,6,False,False,Medium Forb/Herb,0,10.0
Control,6,6,False,False,Medium Forb/Herb,3,16.5
Control,6,6,False,False,Medium Forb/Herb,6,1.0
Control,6,6,False,False,Medium Non-tufted grass/sedge,0,35.0
Control,6,6,False,False,Medium Non-tufted grass/sedge,3,3.0
Control,6,6,False,False,Medium Non-tufted grass/sedge,6,3.0
Control,6,6,False,False,Medium Tufted grass/sedge,0,3.5
Control,6,6,False,False,Medium Tufted grass/sedge,3,3.5
Control,6,6,False,False,Medium Tufted grass/sedge,6,0.5
Control,6,6,False,False,Non-tufted Ground Fern,0,3.0
Control,6,6,False,False,Non-tufted Ground Fern,3,0.5
Control,6,6,False,False,Non-tufted Ground Fern,6,0.5
Control,6,6,False,False,Prostrate Shrub,6,0.5
Control,6,6,False,False,Prostrate or Mat-forming Forb/Herb,0,1.0
Control,6,6,False,False,Prostrate or Mat-forming Forb/Herb,3,6.0
Control,6,6,False,False,Prostrate or Mat-forming Forb/Herb,6,4.5
Control,6,6,False,False,Small Tufted grass/sedge,0,16.0
Control,6,6,False,False,Small Tufted grass/sedge,3,3.0
Control,6,6,False,False,Small Tufted grass/sedge,6,0.5
Control,6,7,False,False,Large Forb/Herb,0,15.5
Control,6,7,False,False,Large Forb/Herb,3,3.0
Control,6,7,False,False,Large Forb/Herb,6,15.5
Control,6,7,False,False,Large Tufted grass/sedge,0,0.5
Control,6,7,False,False,Large Tufted grass/sedge,3,0.5
Control,6,7,False,False,Large Tufted grass/sedge,6,0.5
Control,6,7,False,False,Medium Forb/Herb,0,2.0
Control,6,7,False,False,Medium Forb/Herb,3,2.0
Control,6,7,False,False,Medium Forb/Herb,6,6.0
Control,6,7,False,False,Medium Non-tufted grass/sedge,0,0.5
Control,6,7,False,False,Medium Non-tufted grass/sedge,3,3.0
Control,6,7,False,False,Medium Tufted grass/sedge,0,3.5
Control,6,7,False,False,Medium Tufted grass/sedge,3,0.5
Control,6,7,False,False,Medium Tufted grass/sedge,6,1.5
Control,6,7,False,False,Non-tufted Ground Fern,0,3.0
Control,6,7,False,False,Non-tufted Ground Fern,3,3.0
Control,6,7,False,False,Non-tufted Ground Fern,6,3.0
Control,6,7,False,False,Prostrate or Mat-forming Forb/Herb,0,0.5
Control,6,7,False,False,Prostrate or Mat-forming Forb/Herb,3,3.0
Control,6,7,False,False,Prostrate or Mat-forming Forb/Herb,6,1.0
Control,6,7,False,False,Small Forb/Herb,3,0.5
Control,6,7,False,False,Small Tufted grass/sedge,0,3.0
Control,6,7,False,False,Small Tufted grass/sedge,3,3.0
Control,6,7,False,False,Small Tufted grass/sedge,6,1.0
Control,6,7,False,False,Tufted Ground Fern,3,0.5
Control,6,8,False,False,Climber,6,0.5
Control,6,8,False,False,Large Forb/Herb,0,35.5
Control,6,8,False,False,Large Forb/Herb,3,25.5
Control,6,8,False,False,Large Forb/Herb,6,46.0
Control,6,8,False,False,Large Tufted grass/sedge,0,7.5
Control,6,8,False,False,Large Tufted grass/sedge,6,0.5
Control,6,8,False,False,Medium Forb/Herb,0,7.5
Control,6,8,False,False,Medium Forb/Herb,3,12.5
Control,6,8,False,False,Medium Forb/Herb,6,5.5
Control,6,8,False,False,Medium Non-tufted grass/sedge,0,15.0
Control,6,8,False,False,Medium Non-tufted grass/sedge,3,3.0
Control,6,8,False,False,Medium Non-tufted grass/sedge,6,0.5
Control,6,8,False,False,Medium Tufted grass/sedge,0,6.0
Control,6,8,False,False,Medium Tufted grass/sedge,3,6.0
Control,6,8,False,False,Medium Tufted grass/sedge,6,1.5
Control,6,8,False,False,Non-tufted Ground Fern,0,15.0
Control,6,8,False,False,Non-tufted Ground Fern,3,7.5
Control,6,8,False,False,Non-tufted Ground Fern,6,7.5
Control,6,8,False,False,Prostrate Shrub,6,0.5
Control,6,8,False,False,Prostrate or Mat-forming Forb/Herb,0,6.5
Control,6,8,False,False,Prostrate or Mat-forming Forb/Herb,3,3.5
Control,6,8,False,False,Prostrate or Mat-forming Forb/Herb,6,1.0
Control,6,8,False,False,Small Tufted grass/sedge,0,7.5
Control,6,8,False,False,Small Tufted grass/sedge,3,1.0
Control,6,8,False,False,Small Tufted grass/sedge,6,0.5
Control,6,9,False,False,Climber,3,0.5
Control,6,9,False,False,Large Forb/Herb,0,0.5
Control,6,9,False,False,Large Forb/Herb,6,65.5
Control,6,9,False,False,Large Tufted grass/sedge,3,0.5
Control,6,9,False,False,Medium Forb/Herb,0,1.0
Control,6,9,False,False,Medium Forb/Herb,3,66.5
Control,6,9,False,False,Medium Forb/Herb,6,2.5
Control,6,9,False,False,Medium Non-tufted grass/sedge,0,15.0
Control,6,9,False,False,Medium Non-tufted grass/sedge,3,3.0
Control,6,9,False,False,Medium Non-tufted grass/sedge,6,1.0
Control,6,9,False,False,Medium Tufted grass/sedge,0,3.0
Control,6,9,False,False,Medium Tufted grass/sedge,3,0.5
Control,6,9,False,False,Medium Tufted grass/sedge,6,1.0
Control,6,9,False,False,Non-tufted Ground Fern,0,0.5
Control,6,9,False,False,Non-tufted Ground Fern,3,3.0
Control,6,9,False,False,Non-tufted Ground Fern,6,3.0
Control,6,9,False,False,Prostrate or Mat-forming Forb/Herb,0,28.0
Control,6,9,False,False,Prostrate or Mat-forming Forb/Herb,3,3.5
Control,6,9,False,False,Prostrate or Mat-forming Forb/Herb,6,1.0
Control,6,9,False,False,Small Tufted grass/sedge,0,7.5
Control,6,10,False,False,Large Forb/Herb,0,65.0
Control,6,10,False,False,Large Forb/Herb,3,15.5
Control,6,10,False,False,Large Forb/Herb,6,26.5
Control,6,10,False,False,Medium Forb/Herb,0,1.0
Control,6,10,False,False,Medium Forb/Herb,3,7.0
Control,6,10,False,False,Medium Forb/Herb,6,2.0
Control,6,10,False,False,Medium Non-tufted grass/sedge,0,25.0
Control,6,10,False,False,Medium Non-tufted grass/sedge,3,25.0
Control,6,10,False,False,Medium Non-tufted grass/sedge,6,3.0
Control,6,10,False,False,Medium Tufted grass/sedge,0,3.0
Control,6,10,False,False,Medium Tufted grass/sedge,3,0.5
Control,6,10,False,False,Medium Tufted grass/sedge,6,0.5
Control,6,10,False,False,Non-tufted Ground Fern,0,3.0
Control,6,10,False,False,Non-tufted Ground Fern,3,3.0
Control,6,10,False,False,Non-tufted Ground Fern,6,3.0
Control,6,10,False,False,Prostrate or Mat-forming Forb/Herb,0,7.5
Control,6,10,False,False,Prostrate or Mat-forming Forb/Herb,3,35.0
Control,6,10,False,False,Prostrate or Mat-forming Forb/Herb,6,0.5
Control,6,10,False,False,Small Tufted grass/sedge,0,25.0
Control,6,10,False,False,Small Tufted grass/sedge,3,7.5
Control,6,10,False,False,Small Tufted grass/sedge,6,3.0
Control,6,11,False,False,Large Forb/Herb,0,1.5
Control,6,11,False,False,Large Forb/Herb,3,45.0
Control,6,11,False,False,Large Forb/Herb,6,45.5
Control,6,11,False,False,Medium Forb/Herb,0,3.0
Control,6,11,False,False,Medium Forb/Herb,3,5.0
Control,6,11,False,False,Medium Forb/Herb,6,3.0
Control,6,11,False,False,Medium Non-tufted grass/sedge,0,25.0
Control,6,11,False,False,Medium Non-tufted grass/sedge,3,3.0
Control,6,11,False,False,Medium Non-tufted grass/sedge,6,7.5
Control,6,11,False,False,Medium Tufted grass/sedge,0,3.5
Control,6,11,False,False,Medium Tufted grass/sedge,3,0.5
Control,6,11,False,False,Non-tufted Ground Fern,0,3.0
Control,6,11,False,False,Non-tufted Ground Fern,3,0.5
Control,6,11,False,False,Prostrate or Mat-forming Forb/Herb,0,3.0
Control,6,11,False,False,Prostrate or Mat-forming Forb/Herb,3,3.0
Control,6,11,False,False,Prostrate or Mat-forming Forb/Herb,6,0.5
Control,6,11,False,False,Small Forb/Herb,3,0.5
Control,6,11,False,False,Small Tufted grass/sedge,0,3.0
Control,6,11,False,False,Small Tufted grass/sedge,3,0.5
Control,6,11,False,False,Small Tufted grass/sedge,6,3.5
Control,6,12,False,False,Large Forb/Herb,0,55.5
Control,6,12,False,False,Large Forb/Herb,3,65.0
Control,6,12,False,False,Large Forb/Herb,6,55.5
Control,6,12,False,False,Medium Forb/Herb,0,1.5
Control,6,12,False,False,Medium Forb/Herb,3,2.0
Control,6,12,False,False,Medium Forb/Herb,6,1.0
Control,6,12,False,False,Medium Non-tufted grass/sedge,0,0.5
Control,6,12,False,False,Medium Non-tufted grass/sedge,3,0.5
Control,6,12,False,False,Medium Non-tufted grass/sedge,6,3.0
Control,6,12,False,False,Medium Tufted grass/sedge,3,3.0
Control,6,12,False,False,Non-tufted Ground Fern,0,3.0
Control,6,12,False,False,Non-tufted Ground Fern,3,3.0
Control,6,12,False,False,Non-tufted Ground Fern,6,0.5
Control,6,12,False,False,Prostrate or Mat-forming Forb/Herb,0,1.0
Control,6,12,False,False,Prostrate or Mat-forming Forb/Herb,3,3.5
Control,6,12,False,False,Prostrate or Mat-forming Forb/Herb,6,1.5
Control,6,12,False,False,Small Tufted grass/sedge,0,3.0
Control,6,12,False,False,Small Tufted grass/sedge,3,0.5
Control,6,12,False,False,Small Tufted grass/sedge,6,0.5
Control,6,13,False,False,Large Forb/Herb,0,16.0
Control,6,13,False,False,Large Forb/Herb,3,28.5
Control,6,13,False,False,Large Forb/Herb,6,25.0
Control,6,13,False,False,Large Tufted grass/sedge,3,3.0
Control,6,13,False,False,Medium Forb/Herb,0,2.0
Control,6,13,False,False,Medium Forb/Herb,3,1.0
Control,6,13,False,False,Medium Forb/Herb,6,1.0
Control,6,13,False,False,Medium Non-tufted grass/sedge,0,3.0
Control,6,13,False,False,Medium Non-tufted grass/sedge,3,3.0
Control,6,13,False,False,Medium Non-tufted grass/sedge,6,1.0
Control,6,13,False,False,Medium Tufted grass/sedge,0,1.0
Control,6,13,False,False,Medium Tufted grass/sedge,3,0.5
Control,6,13,False,False,Medium Tufted grass/sedge,6,3.0
Control,6,13,False,False,Prostrate or Mat-forming Forb/Herb,0,0.5
Control,6,13,False,False,Prostrate or Mat-forming Forb/Herb,3,6.0
Control,6,13,False,False,Prostrate or Mat-forming Forb/Herb,6,1.0
Control,6,13,False,False,Small Tufted grass/sedge,0,7.5
Control,6,13,False,False,Small Tufted grass/sedge,3,0.5
Control,6,14,False,False,Large Forb/Herb,0,0.5
Control,6,14,False,False,Large Forb/Herb,3,3.5
Control,6,14,False,False,Large Forb/Herb,6,3.5
Control,6,14,False,False,Large Tufted grass/sedge,0,3.5
Control,6,14,False,False,Medium Forb/Herb,0,1.5
Control,6,14,False,False,Medium Forb/Herb,3,8.0
Control,6,14,False,False,Medium Forb/Herb,6,1.0
Control,6,14,False,False,Medium Non-tufted grass/sedge,0,35.0
Control,6,14,False,False,Medium Non-tufted grass/sedge,6,3.5
Control,6,14,False,False,Medium Tufted grass/sedge,0,1.0
Control,6,14,False,False,Medium Tufted grass/sedge,3,3.0
Control,6,14,False,False,Medium Tufted grass/sedge,6,0.5
Control,6,14,False,False,Prostrate or Mat-forming Forb/Herb,0,8.0
Control,6,14,False,False,Prostrate or Mat-forming Forb/Herb,3,10.5
Control,6,14,False,False,Prostrate or Mat-forming Forb/Herb,6,1.0
Control,6,14,False,False,Shrub,0,0.5
Control,6,14,False,False,Small Tufted grass/sedge,0,1.0
Control,6,14,False,False,Small Tufted grass/sedge,3,8.0
Control,6,14,False,False,Small Tufted grass/sedge,6,3.5
Control,6,15,False,False,Large Forb/Herb,0,8.0
Control,6,15,False,False,Large Forb/Herb,3,7.5
Control,6,15,False,False,Large Forb/Herb,6,26.5
Control,6,15,False,False,Large Tufted grass/sedge,0,1.0
Control,6,15,False,False,Large Tufted grass/sedge,3,1.0
Control,6,15,False,False,Medium Forb/Herb,0,2.0
Control,6,15,False,False,Medium Forb/Herb,3,2.0
Control,6,15,False,False,Medium Forb/Herb,6,2.0
Control,6,15,False,False,Medium Non-tufted grass/sedge,3,3.0
Control,6,15,False,False,Medium Non-tufted grass/sedge,6,0.5
Control,6,15,False,False,Medium Tufted grass/sedge,0,1.0
Control,6,15,False,False,Medium Tufted grass/sedge,3,3.0
Control,6,15,False,False,Medium Tufted grass/sedge,6,0.5
Control,6,15,False,False,Prostrate or Mat-forming Forb/Herb,0,1.0
Control,6,15,False,False,Prostrate or Mat-forming Forb/Herb,3,6.0
Control,6,15,False,False,Prostrate or Mat-forming Forb/Herb,6,4.0
Control,6,15,False,False,Small Forb/Herb,3,0.5
Control,6,15,False,False,Small Tufted grass/sedge,0,25.0
Control,6,15,False,False,Small Tufted grass/sedge,3,7.5
Control,6,15,False,False,Small Tufted grass/sedge,6,3.5
Control,6,16,False,False,Large Forb/Herb,0,1.0
Control,6,16,False,False,Large Forb/Herb,6,0.5
Control,6,16,False,False,Large Tufted grass/sedge,0,1.0
Control,6,16,False,False,Large Tufted grass/sedge,6,0.5
Control,6,16,False,False,Medium Forb/Herb,0,1.5
Control,6,16,False,False,Medium Forb/Herb,3,0.5
Control,6,16,False,False,Medium Forb/Herb,6,1.0
Control,6,16,False,False,Medium Non-tufted grass/sedge,0,3.0
Control,6,16,False,False,Medium Non-tufted grass/sedge,3,0.5
Control,6,16,False,False,Medium Non-tufted grass/sedge,6,0.5
Control,6,16,False,False,Medium Tufted grass/sedge,3,0.5
Control,6,16,False,False,Prostrate or Mat-forming Forb/Herb,6,0.5
Control,6,16,False,False,Small Tufted grass/sedge,0,3.0
Control,6,16,False,False,Small Tufted grass/sedge,3,0.5
Control,6,16,False,False,Small Tufted grass/sedge,6,3.5
Control,11,1,False,False,Large Forb/Herb,0,1.0
Control,11,1,False,False,Large Forb/Herb,3,2.0
Control,11,1,False,False,Large Forb/Herb,6,3.5
Control,11,1,False,False,Medium Forb/Herb,0,1.5
Control,11,1,False,False,Medium Forb/Herb,3,3.0
Control,11,1,False,False,Medium Forb/Herb,6,3.0
Control,11,1,False,False,Medium Non-tufted grass/sedge,0,0.5
Control,11,1,False,False,Medium Non-tufted grass/sedge,3,0.5
Control,11,1,False,False,Medium Non-tufted grass/sedge,6,0.5
Control,11,1,False,False,Prostrate or Mat-forming Forb/Herb,0,1.5
Control,11,1,False,False,Prostrate or Mat-forming Forb/Herb,3,1.0
Control,11,1,False,False,Prostrate or Mat-forming Forb/Herb,6,4.0
Control,11,1,False,False,Small Tufted grass/sedge,0,15.0
Control,11,1,False,False,Small Tufted grass/sedge,3,3.0
Control,11,1,False,False,Small Tufted grass/sedge,6,7.5
Control,11,2,False,False,Large Forb/Herb,0,1.0
Control,11,2,False,False,Large Forb/Herb,3,1.0
Control,11,2,False,False,Large Forb/Herb,6,0.5
Control,11,2,False,False,Large Tufted grass/sedge,0,0.5
Control,11,2,False,False,Medium Forb/Herb,0,1.5
Control,11,2,False,False,Medium Forb/Herb,3,3.0
Control,11,2,False,False,Medium Forb/Herb,6,6.5
Control,11,2,False,False,Medium Non-tufted grass/sedge,0,0.5
Control,11,2,False,False,Medium Non-tufted grass/sedge,3,0.5
Control,11,2,False,False,Medium Non-tufted grass/sedge,6,0.5
Control,11,2,False,False,Prostrate or Mat-forming Forb/Herb,0,8.0
Control,11,2,False,False,Prostrate or Mat-forming Forb/Herb,3,3.0
Control,11,2,False,False,Prostrate or Mat-forming Forb/Herb,6,3.5
Control,11,2,False,False,Small Tufted grass/sedge,0,8.0
Control,11,2,False,False,Small Tufted grass/sedge,3,3.0
Control,11,2,False,False,Small Tufted grass/sedge,6,1.0
Control,11,3,False,False,Large Forb/Herb,6,0.5
Control,11,3,False,False,Medium Forb/Herb,0,2.0
Control,11,3,False,False,Medium Forb/Herb,3,2.0
Control,11,3,False,False,Medium Forb/Herb,6,3.0
Control,11,3,False,False,Medium Non-tufted grass/sedge,0,3.0
Control,11,3,False,False,Medium Non-tufted grass/sedge,3,3.0
Control,11,3,False,False,Medium Non-tufted grass/sedge,6,0.5
Control,11,3,False,False,Prostrate or Mat-forming Forb/Herb,0,3.5
Control,11,3,False,False,Prostrate or Mat-forming Forb/Herb,3,15.5
Control,11,3,False,False,Prostrate or Mat-forming Forb/Herb,6,3.0
Control,11,3,False,False,Scrambler,0,0.5
Control,11,3,False,False,Small Tufted grass/sedge,0,3.0
Control,11,3,False,False,Small Tufted grass/sedge,3,3.0
Control,11,3,False,False,Small Tufted grass/sedge,6,3.5
Control,11,4,False,False,Large Forb/Herb,0,1.0
Control,11,4,False,False,Large Forb/Herb,3,1.5
Control,11,4,False,False,Large Forb/Herb,6,5.0
Control,11,4,False,False,Large Tufted grass/sedge,0,7.5
Control,11,4,False,False,Large Tufted grass/sedge,3,3.0
Control,11,4,False,False,Medium Forb/Herb,0,5.0
Control,11,4,False,False,Medium Forb/Herb,3,2.5
Control,11,4,False,False,Medium Forb/Herb,6,5.0
Control,11,4,False,False,Medium Non-tufted grass/sedge,0,35.0
Control,11,4,False,False,Medium Non-tufted grass/sedge,3,7.5
Control,11,4,False,False,Medium Non-tufted grass/sedge,6,3.0
Control,11,4,False,False,Medium Tufted grass/sedge,6,3.0
Control,11,4,False,False,Prostrate or Mat-forming Forb/Herb,0,3.5
Control,11,4,False,False,Prostrate or Mat-forming Forb/Herb,3,3.5
Control,11,4,False,False,Prostrate or Mat-forming Forb/Herb,6,1.0
Control,11,4,False,False,Small Tufted grass/sedge,0,25.0
Control,11,4,False,False,Small Tufted grass/sedge,3,3.0
Control,11,4,False,False,Small Tufted grass/sedge,6,0.5
Control,11,5,False,False,Large Forb/Herb,0,1.5
Control,11,5,False,False,Large Forb/Herb,3,1.0
Control,11,5,False,False,Medium Forb/Herb,0,3.5
Control,11,5,False,False,Medium Forb/Herb,3,2.0
Control,11,5,False,False,Medium Forb/Herb,6,1.5
Control,11,5,False,False,Medium Non-tufted grass/sedge,0,7.5
Control,11,5,False,False,Medium Non-tufted grass/sedge,3,3.0
Control,11,5,False,False,Medium Non-tufted grass/sedge,6,0.5
Control,11,5,False,False,Medium Tufted grass/sedge,6,0.5
Control,11,5,False,False,Prostrate or Mat-forming Forb/Herb,0,55.0
Control,11,5,False,False,Prostrate or Mat-forming Forb/Herb,3,35.0
Control,11,5,False,False,Prostrate or Mat-forming Forb/Herb,6,1.0
Control,11,5,False,False,Scrambler,6,0.5
Control,11,5,False,False,Small Tufted grass/sedge,0,25.0
Control,11,5,False,False,Small Tufted grass/sedge,3,0.5
Control,11,5,False,False,Small Tufted grass/sedge,6,1.0
Control,11,6,False,False,Large Forb/Herb,0,0.5
Control,11,6,False,False,Large Forb/Herb,3,1.5
Control,11,6,False,False,Large Forb/Herb,6,4.5
Control,11,6,False,False,Medium Forb/Herb,0,3.5
Control,11,6,False,False,Medium Forb/Herb,3,5.0
Control,11,6,False,False,Medium Forb/Herb,6,4.0
Control,11,6,False,False,Medium Non-tufted grass/sedge,0,3.0
Control,11,6,False,False,Medium Non-tufted grass/sedge,3,0.5
Control,11,6,False,False,Medium Non-tufted grass/sedge,6,0.5
Control,11,6,False,False,Medium Tufted grass/sedge,3,0.5
Control,11,6,False,False,Medium Tufted grass/sedge,6,55.0
Control,11,6,False,False,Prostrate or Mat-forming Forb/Herb,0,3.5
Control,11,6,False,False,Prostrate or Mat-forming Forb/Herb,3,3.0
Control,11,6,False,False,Prostrate or Mat-forming Forb/Herb,6,0.5
Control,11,6,False,False,Small Tufted grass/sedge,0,55.0
Control,11,6,False,False,Small Tufted grass/sedge,3,15.0
Control,11,6,False,False,Small Tufted grass/sedge,6,3.0
Control,11,7,False,False,Climber,6,0.5
Control,11,7,False,False,Large Forb/Herb,3,0.5
Control,11,7,False,False,Medium Forb/Herb,0,1.5
Control,11,7,False,False,Medium Forb/Herb,3,1.0
Control,11,7,False,False,Medium Forb/Herb,6,2.5
Control,11,7,False,False,Medium Non-tufted grass/sedge,0,3.0
Control,11,7,False,False,Medium Non-tufted grass/sedge,3,3.0
Control,11,7,False,False,Medium Non-tufted grass/sedge,6,3.0
Control,11,7,False,False,Medium Tufted grass/sedge,6,0.5
Control,11,7,False,False,Prostrate or Mat-forming Forb/Herb,0,75.0
Control,11,7,False,False,Prostrate or Mat-forming Forb/Herb,3,55.0
Control,11,7,False,False,Scrambler,6,0.5
Control,11,7,False,False,Small Tufted grass/sedge,0,7.5
Control,11,7,False,False,Small Tufted grass/sedge,3,3.0
Control,11,7,False,False,Small Tufted grass/sedge,6,3.5
Control,11,8,False,False,Large Forb/Herb,0,1.0
Control,11,8,False,False,Large Forb/Herb,3,1.5
Control,11,8,False,False,Large Forb/Herb,6,0.5
Control,11,8,False,False,Medium Forb/Herb,0,1.5
Control,11,8,False,False,Medium Forb/Herb,3,1.5
Control,11,8,False,False,Medium Forb/Herb,6,3.0
Control,11,8,False,False,Medium Non-tufted grass/sedge,0,15.0
Control,11,8,False,False,Medium Non-tufted grass/sedge,3,0.5
Control,11,8,False,False,Medium Non-tufted grass/sedge,6,0.5
Control,11,8,False,False,Prostrate or Mat-forming Forb/Herb,0,1.5
Control,11,8,False,False,Prostrate or Mat-forming Forb/Herb,3,7.5
Control,11,8,False,False,Prostrate or Mat-forming Forb/Herb,6,3.5
Control,11,8,False,False,Small Tufted grass/sedge,0,15.0
Control,11,8,False,False,Small Tufted grass/sedge,3,3.0
Control,11,8,False,False,Small Tufted grass/sedge,6,1.0
Control,11,9,False,False,Large Forb/Herb,0,16.0
Control,11,9,False,False,Large Forb/Herb,3,25.5
Control,11,9,False,False,Large Forb/Herb,6,26.0
Control,11,9,False,False,Large Tufted grass/sedge,0,1.0
Control,11,9,False,False,Large Tufted grass/sedge,3,0.5
Control,11,9,False,False,Large Tufted grass/sedge,6,0.5
Control,11,9,False,False,Medium Forb/Herb,0,4.5
Control,11,9,False,False,Medium Forb/Herb,3,1.5
Control,11,9,False,False,Medium Forb/Herb,6,3.0
Control,11,9,False,False,Medium Non-tufted grass/sedge,0,3.0
Control,11,9,False,False,Medium Non-tufted grass/sedge,3,0.5
Control,11,9,False,False,Medium Non-tufted grass/sedge,6,0.5
Control,11,9,False,False,Medium Tufted grass/sedge,0,3.0
Control,11,9,False,False,Medium Tufted grass/sedge,3,3.0
Control,11,9,False,False,Medium Tufted grass/sedge,6,3.5
Control,11,9,False,False,Prostrate or Mat-forming Forb/Herb,0,3.5
Control,11,9,False,False,Prostrate or Mat-forming Forb/Herb,3,15.5
Control,11,9,False,False,Prostrate or Mat-forming Forb/Herb,6,1.0
Control,11,9,False,False,Small Forb/Herb,0,0.5
Control,11,9,False,False,Small Tufted grass/sedge,0,15.0
Control,11,9,False,False,Small Tufted grass/sedge,3,3.0
Control,11,9,False,False,Small Tufted grass/sedge,6,3.0
Control,11,10,False,False,Large Forb/Herb,3,1.0
Control,11,10,False,False,Large Forb/Herb,6,1.0
Control,11,10,False,False,Large Tufted grass/sedge,0,25.0
Control,11,10,False,False,Large Tufted grass/sedge,3,7.5
Control,11,10,False,False,Medium Forb/Herb,0,1.5
Control,11,10,False,False,Medium Forb/Herb,3,2.0
Control,11,10,False,False,Medium Forb/Herb,6,2.0
Control,11,10,False,False,Medium Non-tufted grass/sedge,0,7.5
Control,11,10,False,False,Medium Non-tufted grass/sedge,3,3.0
Control,11,10,False,False,Medium Non-tufted grass/sedge,6,3.0
Control,11,10,False,False,Medium Tufted grass/sedge,6,3.0
Control,11,10,False,False,Prostrate or Mat-forming Forb/Herb,0,0.5
Control,11,10,False,False,Prostrate or Mat-forming Forb/Herb,3,3.0
Control,11,10,False,False,Prostrate or Mat-forming Forb/Herb,6,0.5
Control,11,10,False,False,Scrambler,0,0.5
Control,11,10,False,False,Small Forb/Herb,0,0.5
Control,11,10,False,False,Small Forb/Herb,6,0.5
Control,11,10,False,False,Small Tufted grass/sedge,0,7.5
Control,11,10,False,False,Small Tufted grass/sedge,3,3.0
Control,11,11,False,False,Large Forb/Herb,0,1.0
Control,11,11,False,False,Large Forb/Herb,3,1.0
Control,11,11,False,False,Large Forb/Herb,6,2.0
Control,11,11,False,False,Large Tufted grass/sedge,3,0.5
Control,11,11,False,False,Medium Forb/Herb,0,2.0
Control,11,11,False,False,Medium Forb/Herb,3,1.5
Control,11,11,False,False,Medium Forb/Herb,6,2.5
Control,11,11,False,False,Medium Non-tufted grass/sedge,0,65.0
Control,11,11,False,False,Medium Non-tufted grass/sedge,3,3.0
Control,11,11,False,False,Medium Non-tufted grass/sedge,6,3.0
Control,11,11,False,False,Medium Tufted grass/sedge,0,3.0
Control,11,11,False,False,Medium Tufted grass/sedge,3,3.0
Control,11,11,False,False,Medium Tufted grass/sedge,6,0.5
Control,11,11,False,False,Prostrate or Mat-forming Forb/Herb,0,3.0
Control,11,11,False,False,Prostrate or Mat-forming Forb/Herb,3,3.0
Control,11,11,False,False,Prostrate or Mat-forming Forb/Herb,6,1.5
Control,11,11,False,False,Small Forb/Herb,0,0.5
Control,11,11,False,False,Small Forb/Herb,6,0.5
Control,11,11,False,False,Small Tufted grass/sedge,0,25.0
Control,11,11,False,False,Small Tufted grass/sedge,3,0.5
Control,11,11,False,False,Small Tufted grass/sedge,6,1.5
Control,11,12,False,False,Large Forb/Herb,0,0.5
Control,11,12,False,False,Large Forb/Herb,3,0.5
Control,11,12,False,False,Large Forb/Herb,6,1.5
Control,11,12,False,False,Large Tufted grass/sedge,0,1.0
Control,11,12,False,False,Medium Forb/Herb,0,2.0
Control,11,12,False,False,Medium Forb/Herb,3,0.5
Control,11,12,False,False,Medium Forb/Herb,6,2.0
Control,11,12,False,False,Medium Non-tufted grass/sedge,0,25.0
Control,11,12,False,False,Medium Non-tufted grass/sedge,6,7.5
Control,11,12,False,False,Medium Tufted grass/sedge,0,3.0
Control,11,12,False,False,Medium Tufted grass/sedge,6,1.0
