Treatment,Plot Number,Quadrat Number,Fenced,Gap,Shade Tolerant,Life Form,Year,0
Control,4,21,False,False,False,Large Tufted grass/sedge,6,0.0
Control,4,21,False,False,False,Medium Forb/Herb,0,2.0
Control,4,21,False,False,False,Medium Forb/Herb,3,2.5
Control,4,21,False,False,False,Medium Forb/Herb,6,2.5
Control,4,21,False,False,False,Prostrate or Mat-forming Forb/Herb,0,0.0
Control,4,21,False,False,False,Prostrate or Mat-forming Forb/Herb,3,0.5
Control,4,21,False,False,False,Prostrate or Mat-forming Forb/Herb,6,0.5
Control,4,21,False,False,False,Small Non-tufted grass/sedge,0,0.5
Control,4,21,False,False,False,Small Non-tufted grass/sedge,3,1.0
Control,4,21,False,False,False,Small Non-tufted grass/sedge,6,0.0
Control,4,21,False,False,False,Small Tufted grass/sedge,0,0.5
Control,4,21,False,False,False,Small Tufted grass/sedge,3,0.5
Control,4,21,False,False,False,Small Tufted grass/sedge,6,0.0
Control,4,21,False,False,True,Climber,0,0.0
Control,4,21,False,False,True,Climber,3,0.5
Control,4,21,False,False,True,Climber,6,0.0
Control,4,21,False,False,True,Large Forb/Herb,0,40.0
Control,4,21,False,False,True,Large Forb/Herb,3,0.0
Control,4,21,False,False,True,Large Forb/Herb,6,30.0
Control,4,21,False,False,True,Medium Forb/Herb,0,0.5
Control,4,21,False,False,True,Medium Forb/Herb,3,0.5
Control,4,21,False,False,True,Medium Forb/Herb,6,1.0
Control,4,21,False,False,True,Medium Non-tufted grass/sedge,0,5.0
Control,4,21,False,False,True,Medium Non-tufted grass/sedge,3,1.0
Control,4,21,False,False,True,Medium Non-tufted grass/sedge,6,0.5
Control,4,21,False,False,True,Prostrate or Mat-forming Forb/Herb,0,0.0
Control,4,21,False,False,True,Prostrate or Mat-forming Forb/Herb,3,1.0
Control,4,21,False,False,True,Prostrate or Mat-forming Forb/Herb,6,0.0
Control,4,21,False,False,True,Small Tufted grass/sedge,0,0.0
Control,4,21,False,False,True,Small Tufted grass/sedge,3,0.0
Control,4,21,False,False,True,Small Tufted grass/sedge,6,0.5
Control,4,22,False,False,False,Large Forb/Herb,0,3.0
Control,4,22,False,False,False,Large Forb/Herb,3,2.0
Control,4,22,False,False,False,Large Forb/Herb,6,1.0
Control,4,22,False,False,False,Medium Forb/Herb,0,3.0
Control,4,22,False,False,False,Medium Forb/Herb,3,2.0
Control,4,22,False,False,False,Medium Forb/Herb,6,2.0
Control,4,22,False,False,False,Medium Tufted grass/sedge,0,0.5
Control,4,22,False,False,False,Medium Tufted grass/sedge,3,1.0
Control,4,22,False,False,False,Medium Tufted grass/sedge,6,0.5
Control,4,22,False,False,False,Prostrate or Mat-forming Forb/Herb,0,0.0
Control,4,22,False,False,False,Prostrate or Mat-forming Forb/Herb,3,0.5
Control,4,22,False,False,False,Prostrate or Mat-forming Forb/Herb,6,0.5
Control,4,22,False,False,False,Small Non-tufted grass/sedge,0,0.5
Control,4,22,False,False,False,Small Non-tufted grass/sedge,3,0.0
Control,4,22,False,False,False,Small Non-tufted grass/sedge,6,0.5
Control,4,22,False,False,False,Small Tufted grass/sedge,0,5.0
Control,4,22,False,False,False,Small Tufted grass/sedge,3,1.0
Control,4,22,False,False,False,Small Tufted grass/sedge,6,0.0
Control,4,22,False,False,True,Large Forb/Herb,0,30.0
Control,4,22,False,False,True,Large Forb/Herb,3,30.0
Control,4,22,False,False,True,Large Forb/Herb,6,20.0
Control,4,22,False,False,True,Medium Forb/Herb,0,0.5
Control,4,22,False,False,True,Medium Forb/Herb,3,1.5
Control,4,22,False,False,True,Medium Forb/Herb,6,1.0
Control,4,22,False,False,True,Medium Non-tufted grass/sedge,0,0.0
Control,4,22,False,False,True,Medium Non-tufted grass/sedge,3,0.5
Control,4,22,False,False,True,Medium Non-tufted grass/sedge,6,0.5
Control,4,22,False,False,True,Prostrate or Mat-forming Forb/Herb,0,0.5
Control,4,22,False,False,True,Prostrate or Mat-forming Forb/Herb,3,1.0
Control,4,22,False,False,True,Prostrate or Mat-forming Forb/Herb,6,0.5
Control,4,22,False,False,True,Small Tufted grass/sedge,0,0.0
Control,4,22,False,False,True,Small Tufted grass/sedge,3,0.0
Control,4,22,False,False,True,Small Tufted grass/sedge,6,1.0
Control,4,23,False,False,False,Large Forb/Herb,0,1.0
Control,4,23,False,False,False,Large Forb/Herb,3,2.0
Control,4,23,False,False,False,Large Forb/Herb,6,0.0
Control,4,23,False,False,False,Large Tufted grass/sedge,0,0.5
Control,4,23,False,False,False,Large Tufted grass/sedge,3,0.5
Control,4,23,False,False,False,Large Tufted grass/sedge,6,0.5
Control,4,23,False,False,False,Medium Forb/Herb,0,1.0
Control,4,23,False,False,False,Medium Forb/Herb,3,1.5
Control,4,23,False,False,False,Medium Forb/Herb,6,0.5
Control,4,23,False,False,False,Prostrate or Mat-forming Forb/Herb,0,0.5
Control,4,23,False,False,False,Prostrate or Mat-forming Forb/Herb,3,1.0
Control,4,23,False,False,False,Prostrate or Mat-forming Forb/Herb,6,0.5
Control,4,23,False,False,False,Small Non-tufted grass/sedge,0,0.0
Control,4,23,False,False,False,Small Non-tufted grass/sedge,3,0.5
Control,4,23,False,False,False,Small Non-tufted grass/sedge,6,0.0
Control,4,23,False,False,False,Small Tufted grass/sedge,0,20.0
Control,4,23,False,False,False,Small Tufted grass/sedge,3,5.5
Control,4,23,False,False,False,Small Tufted grass/sedge,6,0.5
Control,4,23,False,False,True,Large Forb/Herb,0,5.0
Control,4,23,False,False,True,Large Forb/Herb,3,10.0
Control,4,23,False,False,True,Large Forb/Herb,6,10.0
Control,4,23,False,False,True,Medium Forb/Herb,0,0.0
Control,4,23,False,False,True,Medium Forb/Herb,3,1.0
Control,4,23,False,False,True,Medium Forb/Herb,6,0.0
Control,4,23,False,False,True,Medium Non-tufted grass/sedge,0,0.5
Control,4,23,False,False,True,Medium Non-tufted grass/sedge,3,0.5
Control,4,23,False,False,True,Medium Non-tufted grass/sedge,6,0.0
Control,4,23,False,False,True,Small Tufted grass/sedge,0,0.0
Control,4,23,False,False,True,Small Tufted grass/sedge,3,0.0
Control,4,23,False,False,True,Small Tufted grass/sedge,6,0.5
Control,4,24,False,False,False,Large Forb/Herb,0,0.5
Control,4,24,False,False,False,Large Forb/Herb,3,1.5
Control,4,24,False,False,False,Large Forb/Herb,6,0.5
Control,4,24,False,False,False,Medium Forb/Herb,0,0.0
Control,4,24,False,False,False,Medium Forb/Herb,3,2.0
Control,4,24,False,False,False,Medium Forb/Herb,6,1.0
Control,4,24,False,False,False,Medium Tufted grass/sedge,0,0.5
Control,4,24,False,False,False,Medium Tufted grass/sedge,3,0.0
Control,4,24,False,False,False,Medium Tufted grass/sedge,6,0.0
Control,4,24,False,False,False,Non-tufted Ground Fern,0,0.5
Control,4,24,False,False,False,Non-tufted Ground Fern,3,0.5
Control,4,24,False,False,False,Non-tufted Ground Fern,6,0.0
Control,4,24,False,False,False,Prostrate or Mat-forming Forb/Herb,0,0.0
Control,4,24,False,False,False,Prostrate or Mat-forming Forb/Herb,3,1.0
Control,4,24,False,False,False,Prostrate or Mat-forming Forb/Herb,6,1.0
Control,4,24,False,False,False,Small Tufted grass/sedge,0,0.5
Control,4,24,False,False,False,Small Tufted grass/sedge,3,1.0
Control,4,24,False,False,False,Small Tufted grass/sedge,6,0.0
Control,4,24,False,False,True,Large Forb/Herb,0,10.0
Control,4,24,False,False,True,Large Forb/Herb,3,20.0
Control,4,24,False,False,True,Large Forb/Herb,6,10.0
Control,4,24,False,False,True,Medium Forb/Herb,0,1.0
Control,4,24,False,False,True,Medium Forb/Herb,3,1.0
Control,4,24,False,False,True,Medium Forb/Herb,6,0.5
Control,4,24,False,False,True,Prostrate or Mat-forming Forb/Herb,0,0.5
Control,4,24,False,False,True,Prostrate or Mat-forming Forb/Herb,3,1.0
Control,4,24,False,False,True,Prostrate or Mat-forming Forb/Herb,6,0.0
Control,4,24,False,False,True,Small Tufted grass/sedge,0,0.0
Control,4,24,False,False,True,Small Tufted grass/sedge,3,0.0
Control,4,24,False,False,True,Small Tufted grass/sedge,6,0.5
Control,4,25,False,False,False,Large Forb/Herb,0,1.0
Control,4,25,False,False,False,Large Forb/Herb,3,2.0
Control,4,25,False,False,False,Large Forb/Herb,6,1.0
Control,4,25,False,False,False,Medium Forb/Herb,0,1.0
Control,4,25,False,False,False,Medium Forb/Herb,3,3.5
Control,4,25,False,False,False,Medium Forb/Herb,6,2.0
Control,4,25,False,False,False,Prostrate or Mat-forming Forb/Herb,0,1.0
Control,4,25,False,False,False,Prostrate or Mat-forming Forb/Herb,3,1.0
Control,4,25,False,False,False,Prostrate or Mat-forming Forb/Herb,6,2.0
Control,4,25,False,False,False,Small Tufted grass/sedge,0,0.5
Control,4,25,False,False,False,Small Tufted grass/sedge,3,0.5
Control,4,25,False,False,False,Small Tufted grass/sedge,6,0.0
Control,4,25,False,False,True,Climber,0,1.0
Control,4,25,False,False,True,Climber,3,1.0
Control,4,25,False,False,True,Climber,6,0.0
Control,4,25,False,False,True,Large Forb/Herb,0,30.0
Control,4,25,False,False,True,Large Forb/Herb,3,10.0
Control,4,25,False,False,True,Large Forb/Herb,6,20.0
Control,4,25,False,False,True,Medium Forb/Herb,0,0.5
Control,4,25,False,False,True,Medium Forb/Herb,3,0.0
Control,4,25,False,False,True,Medium Forb/Herb,6,1.0
Control,4,25,False,False,True,Medium Non-tufted grass/sedge,0,20.0
Control,4,25,False,False,True,Medium Non-tufted grass/sedge,3,5.0
Control,4,25,False,False,True,Medium Non-tufted grass/sedge,6,0.5
Control,4,25,False,False,True,Prostrate or Mat-forming Forb/Herb,0,0.0
Control,4,25,False,False,True,Prostrate or Mat-forming Forb/Herb,3,0.5
Control,4,25,False,False,True,Prostrate or Mat-forming Forb/Herb,6,1.0
Control,4,25,False,False,True,Small Tufted grass/sedge,0,0.0
Control,4,25,False,False,True,Small Tufted grass/sedge,3,0.0
Control,4,25,False,False,True,Small Tufted grass/sedge,6,0.5
Control,4,26,False,False,False,Large Forb/Herb,0,1.0
Control,4,26,False,False,False,Large Forb/Herb,3,0.5
Control,4,26,False,False,False,Large Forb/Herb,6,1.0
Control,4,26,False,False,False,Medium Forb/Herb,0,2.0
Control,4,26,False,False,False,Medium Forb/Herb,3,3.5
Control,4,26,False,False,False,Medium Forb/Herb,6,2.5
Control,4,26,False,False,False,Medium Tufted grass/sedge,0,0.5
Control,4,26,False,False,False,Medium Tufted grass/sedge,3,0.0
Control,4,26,False,False,False,Medium Tufted grass/sedge,6,0.5
Control,4,26,False,False,False,Prostrate or Mat-forming Forb/Herb,0,0.0
Control,4,26,False,False,False,Prostrate or Mat-forming Forb/Herb,3,0.5
Control,4,26,False,False,False,Prostrate or Mat-forming Forb/Herb,6,1.0
Control,4,26,False,False,False,Small Non-tufted grass/sedge,0,0.5
Control,4,26,False,False,False,Small Non-tufted grass/sedge,3,0.5
Control,4,26,False,False,False,Small Non-tufted grass/sedge,6,0.0
Control,4,26,False,False,False,Small Tufted grass/sedge,0,1.0
Control,4,26,False,False,False,Small Tufted grass/sedge,3,1.0
Control,4,26,False,False,False,Small Tufted grass/sedge,6,0.0
Control,4,26,False,False,True,Climber,0,0.5
Control,4,26,False,False,True,Climber,3,1.0
Control,4,26,False,False,True,Climber,6,0.0
Control,4,26,False,False,True,Large Forb/Herb,0,20.0
Control,4,26,False,False,True,Large Forb/Herb,3,30.0
Control,4,26,False,False,True,Large Forb/Herb,6,30.0
Control,4,26,False,False,True,Medium Forb/Herb,0,1.0
Control,4,26,False,False,True,Medium Forb/Herb,3,2.0
Control,4,26,False,False,True,Medium Forb/Herb,6,0.5
Control,4,26,False,False,True,Medium Non-tufted grass/sedge,0,1.0
Control,4,26,False,False,True,Medium Non-tufted grass/sedge,3,0.5
Control,4,26,False,False,True,Medium Non-tufted grass/sedge,6,1.0
Control,4,26,False,False,True,Prostrate or Mat-forming Forb/Herb,0,0.5
Control,4,26,False,False,True,Prostrate or Mat-forming Forb/Herb,3,0.0
Control,4,26,False,False,True,Prostrate or Mat-forming Forb/Herb,6,0.5
Control,4,26,False,False,True,Small Tufted grass/sedge,0,0.5
Control,4,26,False,False,True,Small Tufted grass/sedge,3,0.0
Control,4,26,False,False,True,Small Tufted grass/sedge,6,1.0
Control,4,27,False,False,False,Large Forb/Herb,0,2.0
Control,4,27,False,False,False,Large Forb/Herb,3,2.0
Control,4,27,False,False,False,Large Forb/Herb,6,2.0
Control,4,27,False,False,False,Medium Forb/Herb,0,3.0
Control,4,27,False,False,False,Medium Forb/Herb,3,1.0
Control,4,27,False,False,False,Medium Forb/Herb,6,1.0
Control,4,27,False,False,False,Medium Tufted grass/sedge,0,0.0
Control,4,27,False,False,False,Medium Tufted grass/sedge,3,0.0
Control,4,27,False,False,False,Medium Tufted grass/sedge,6,0.5
Control,4,27,False,False,False,Prostrate or Mat-forming Forb/Herb,0,0.0
Control,4,27,False,False,False,Prostrate or Mat-forming Forb/Herb,3,0.5
Control,4,27,False,False,False,Prostrate or Mat-forming Forb/Herb,6,1.0
Control,4,27,False,False,False,Small Non-tufted grass/sedge,0,0.5
Control,4,27,False,False,False,Small Non-tufted grass/sedge,3,0.5
Control,4,27,False,False,False,Small Non-tufted grass/sedge,6,0.0
Control,4,27,False,False,False,Small Tufted grass/sedge,0,1.0
Control,4,27,False,False,False,Small Tufted grass/sedge,3,1.0
Control,4,27,False,False,False,Small Tufted grass/sedge,6,0.0
Control,4,27,False,False,True,Large Forb/Herb,0,50.0
Control,4,27,False,False,True,Large Forb/Herb,3,40.0
Control,4,27,False,False,True,Large Forb/Herb,6,30.0
Control,4,27,False,False,True,Medium Forb/Herb,0,0.5
Control,4,27,False,False,True,Medium Forb/Herb,3,1.5
Control,4,27,False,False,True,Medium Forb/Herb,6,1.0
Control,4,27,False,False,True,Medium Non-tufted grass/sedge,0,1.0
Control,4,27,False,False,True,Medium Non-tufted grass/sedge,3,0.5
Control,4,27,False,False,True,Medium Non-tufted grass/sedge,6,0.0
Control,4,27,False,False,True,Prostrate or Mat-forming Forb/Herb,0,0.5
Control,4,27,False,False,True,Prostrate or Mat-forming Forb/Herb,3,0.5
Control,4,27,False,False,True,Prostrate or Mat-forming Forb/Herb,6,0.5
Control,4,27,False,False,True,Small Tufted grass/sedge,0,0.0
Control,4,27,False,False,True,Small Tufted grass/sedge,3,0.0
Control,4,27,False,False,True,Small Tufted grass/sedge,6,0.5
Control,4,28,False,False,False,Large Forb/Herb,0,2.0
Control,4,28,False,False,False,Large Forb/Herb,3,0.5
Control,4,28,False,False,False,Large Forb/Herb,6,0.0
Control,4,28,False,False,False,Medium Forb/Herb,0,0.0
Control,4,28,False,False,False,Medium Forb/Herb,3,1.5
Control,4,28,False,False,False,Medium Forb/Herb,6,1.5
Control,4,28,False,False,False,Prostrate or Mat-forming Forb/Herb,0,0.0
Control,4,28,False,False,False,Prostrate or Mat-forming Forb/Herb,3,0.5
Control,4,28,False,False,False,Prostrate or Mat-forming Forb/Herb,6,0.5
Control,4,28,False,False,False,Small Non-tufted grass/sedge,0,0.5
Control,4,28,False,False,False,Small Non-tufted grass/sedge,3,1.0
Control,4,28,False,False,False,Small Non-tufted grass/sedge,6,0.0
Control,4,28,False,False,False,Small Tufted grass/sedge,0,0.5
Control,4,28,False,False,False,Small Tufted grass/sedge,3,1.0
Control,4,28,False,False,False,Small Tufted grass/sedge,6,0.5
Control,4,28,False,False,True,Large Forb/Herb,0,10.0
Control,4,28,False,False,True,Large Forb/Herb,3,20.0
Control,4,28,False,False,True,Large Forb/Herb,6,20.0
Control,4,28,False,False,True,Medium Forb/Herb,0,0.0
Control,4,28,False,False,True,Medium Forb/Herb,3,0.5
Control,4,28,False,False,True,Medium Forb/Herb,6,0.5
Control,4,28,False,False,True,Medium Non-tufted grass/sedge,0,0.5
Control,4,28,False,False,True,Medium Non-tufted grass/sedge,3,0.5
Control,4,28,False,False,True,Medium Non-tufted grass/sedge,6,0.5
Control,4,28,False,False,True,Small Tufted grass/sedge,0,0.0
Control,4,28,False,False,True,Small Tufted grass/sedge,3,0.0
Control,4,28,False,False,True,Small Tufted grass/sedge,6,0.5
Control,4,29,False,False,False,Large Forb/Herb,0,1.5
Control,4,29,False,False,False,Large Forb/Herb,3,2.0
Control,4,29,False,False,False,Large Forb/Herb,6,0.5
Control,4,29,False,False,False,Medium Forb/Herb,0,1.5
Control,4,29,False,False,False,Medium Forb/Herb,3,3.5
Control,4,29,False,False,False,Medium Forb/Herb,6,1.0
Control,4,29,False,False,False,Medium Tufted grass/sedge,0,0.5
Control,4,29,False,False,False,Medium Tufted grass/sedge,3,0.5
Control,4,29,False,False,False,Medium Tufted grass/sedge,6,0.0
Control,4,29,False,False,False,Prostrate or Mat-forming Forb/Herb,0,0.0
Control,4,29,False,False,False,Prostrate or Mat-forming Forb/Herb,3,0.5
Control,4,29,False,False,False,Prostrate or Mat-forming Forb/Herb,6,0.5
Control,4,29,False,False,False,Small Non-tufted grass/sedge,0,0.0
Control,4,29,False,False,False,Small Non-tufted grass/sedge,3,1.0
Control,4,29,False,False,False,Small Non-tufted grass/sedge,6,0.0
Control,4,29,False,False,False,Small Tufted grass/sedge,0,0.5
Control,4,29,False,False,False,Small Tufted grass/sedge,3,1.0
Control,4,29,False,False,False,Small Tufted grass/sedge,6,0.0
Control,4,29,False,False,True,Large Forb/Herb,0,20.0
Control,4,29,False,False,True,Large Forb/Herb,3,1.0
Control,4,29,False,False,True,Large Forb/Herb,6,40.0
Control,4,29,False,False,True,Medium Forb/Herb,0,0.5
Control,4,29,False,False,True,Medium Forb/Herb,3,1.5
Control,4,29,False,False,True,Medium Forb/Herb,6,0.5
Control,4,29,False,False,True,Medium Non-tufted grass/sedge,0,0.5
Control,4,29,False,False,True,Medium Non-tufted grass/sedge,3,0.0
Control,4,29,False,False,True,Medium Non-tufted grass/sedge,6,0.5
Control,4,29,False,False,True,Prostrate or Mat-forming Forb/Herb,0,0.5
Control,4,29,False,False,True,Prostrate or Mat-forming Forb/Herb,3,0.5
Control,4,29,False,False,True,Prostrate or Mat-forming Forb/Herb,6,0.5
Control,4,29,False,False,True,Small Tufted grass/sedge,0,0.0
Control,4,29,False,False,True,Small Tufted grass/sedge,3,0.0
Control,4,29,False,False,True,Small Tufted grass/sedge,6,0.5
Control,4,30,False,False,False,Large Forb/Herb,0,1.0
Control,4,30,False,False,False,Large Forb/Herb,3,2.0
Control,4,30,False,False,False,Large Forb/Herb,6,0.5
Control,4,30,False,False,False,Medium Forb/Herb,0,1.5
Control,4,30,False,False,False,Medium Forb/Herb,3,2.5
Control,4,30,False,False,False,Medium Forb/Herb,6,2.0
Control,4,30,False,False,False,Prostrate or Mat-forming Forb/Herb,0,0.0
Control,4,30,False,False,False,Prostrate or Mat-forming Forb/Herb,3,0.5
Control,4,30,False,False,False,Prostrate or Mat-forming Forb/Herb,6,1.0
Control,4,30,False,False,False,Small Non-tufted grass/sedge,0,0.0
Control,4,30,False,False,False,Small Non-tufted grass/sedge,3,10.0
Control,4,30,False,False,False,Small Non-tufted grass/sedge,6,0.0
Control,4,30,False,False,False,Small Tufted grass/sedge,0,20.0
Control,4,30,False,False,False,Small Tufted grass/sedge,3,0.5
Control,4,30,False,False,False,Small Tufted grass/sedge,6,0.5
Control,4,30,False,False,True,Large Forb/Herb,0,10.0
Control,4,30,False,False,True,Large Forb/Herb,3,10.0
Control,4,30,False,False,True,Large Forb/Herb,6,20.0
Control,4,30,False,False,True,Medium Forb/Herb,0,0.0
Control,4,30,False,False,True,Medium Forb/Herb,3,1.0
Control,4,30,False,False,True,Medium Forb/Herb,6,0.5
Control,4,30,False,False,True,Medium Non-tufted grass/sedge,0,0.5
Control,4,30,False,False,True,Medium Non-tufted grass/sedge,3,0.5
Control,4,30,False,False,True,Medium Non-tufted grass/sedge,6,0.5
Control,4,30,False,False,True,Prostrate or Mat-forming Forb/Herb,0,0.0
Control,4,30,False,False,True,Prostrate or Mat-forming Forb/Herb,3,0.5
Control,4,30,False,False,True,Prostrate or Mat-forming Forb/Herb,6,0.5
Control,4,30,False,False,True,Small Tufted grass/sedge,0,0.0
Control,4,30,False,False,True,Small Tufted grass/sedge,3,0.0
Control,4,30,False,False,True,Small Tufted grass/sedge,6,1.0
Control,4,31,False,False,False,Large Forb/Herb,0,1.0
Control,4,31,False,False,False,Large Forb/Herb,3,2.0
Control,4,31,False,False,False,Large Forb/Herb,6,0.5
Control,4,31,False,False,False,Large Tufted grass/sedge,0,1.0
Control,4,31,False,False,False,Large Tufted grass/sedge,3,0.0
Control,4,31,False,False,False,Large Tufted grass/sedge,6,0.0
Control,4,31,False,False,False,Medium Forb/Herb,0,1.5
Control,4,31,False,False,False,Medium Forb/Herb,3,1.5
Control,4,31,False,False,False,Medium Forb/Herb,6,1.5
Control,4,31,False,False,False,Medium Tufted grass/sedge,0,0.5
Control,4,31,False,False,False,Medium Tufted grass/sedge,3,0.0
Control,4,31,False,False,False,Medium Tufted grass/sedge,6,0.0
Control,4,31,False,False,False,Prostrate or Mat-forming Forb/Herb,0,1.0
Control,4,31,False,False,False,Prostrate or Mat-forming Forb/Herb,3,1.5
Control,4,31,False,False,False,Prostrate or Mat-forming Forb/Herb,6,1.0
Control,4,31,False,False,False,Small Non-tufted grass/sedge,0,0.5
Control,4,31,False,False,False,Small Non-tufted grass/sedge,3,0.0
Control,4,31,False,False,False,Small Non-tufted grass/sedge,6,0.5
Control,4,31,False,False,False,Small Tufted grass/sedge,0,0.5
Control,4,31,False,False,False,Small Tufted grass/sedge,3,0.5
Control,4,31,False,False,False,Small Tufted grass/sedge,6,0.0
Control,4,31,False,False,True,Climber,0,0.5
Control,4,31,False,False,True,Climber,3,0.0
Control,4,31,False,False,True,Climber,6,0.0
Control,4,31,False,False,True,Large Forb/Herb,0,30.0
Control,4,31,False,False,True,Large Forb/Herb,3,30.0
Control,4,31,False,False,True,Large Forb/Herb,6,50.0
Control,4,31,False,False,True,Medium Forb/Herb,0,0.5
Control,4,31,False,False,True,Medium Forb/Herb,3,0.5
Control,4,31,False,False,True,Medium Forb/Herb,6,0.5
Control,4,31,False,False,True,Medium Non-tufted grass/sedge,0,1.0
Control,4,31,False,False,True,Medium Non-tufted grass/sedge,3,1.0
Control,4,31,False,False,True,Medium Non-tufted grass/sedge,6,0.5
Control,4,31,False,False,True,Prostrate or Mat-forming Forb/Herb,0,0.5
Control,4,31,False,False,True,Prostrate or Mat-forming Forb/Herb,3,1.0
Control,4,31,False,False,True,Prostrate or Mat-forming Forb/Herb,6,0.5
Control,4,32,False,False,False,Large Forb/Herb,0,1.5
Control,4,32,False,False,False,Large Forb/Herb,3,0.0
Control,4,32,False,False,False,Large Forb/Herb,6,1.0
Control,4,32,False,False,False,Medium Forb/Herb,0,2.0
Control,4,32,False,False,False,Medium Forb/Herb,3,0.0
Control,4,32,False,False,False,Medium Forb/Herb,6,0.5
Control,4,32,False,False,False,Medium Tufted grass/sedge,0,1.5
Control,4,32,False,False,False,Medium Tufted grass/sedge,3,0.0
Control,4,32,False,False,False,Medium Tufted grass/sedge,6,0.5
Control,4,32,False,False,False,Small Non-tufted grass/sedge,0,0.5
Control,4,32,False,False,False,Small Non-tufted grass/sedge,3,0.0
Control,4,32,False,False,False,Small Non-tufted grass/sedge,6,0.0
Control,4,32,False,False,False,Small Tufted grass/sedge,0,0.5
Control,4,32,False,False,False,Small Tufted grass/sedge,3,0.0
Control,4,32,False,False,False,Small Tufted grass/sedge,6,0.5
Control,4,32,False,False,True,Climber,0,0.5
Control,4,32,False,False,True,Climber,3,0.0
Control,4,32,False,False,True,Climber,6,0.0
Control,4,32,False,False,True,Large Forb/Herb,0,40.0
Control,4,32,False,False,True,Large Forb/Herb,3,0.0
Control,4,32,False,False,True,Large Forb/Herb,6,0.0
Control,4,32,False,False,True,Medium Forb/Herb,0,0.0
Control,4,32,False,False,True,Medium Forb/Herb,3,0.0
Control,4,32,False,False,True,Medium Forb/Herb,6,0.5
Control,4,32,False,False,True,Medium Non-tufted grass/sedge,0,0.5
Control,4,32,False,False,True,Medium Non-tufted grass/sedge,3,0.0
Control,4,32,False,False,True,Medium Non-tufted grass/sedge,6,1.0
Control,4,32,False,False,True,Prostrate or Mat-forming Forb/Herb,0,0.5
Control,4,32,False,False,True,Prostrate or Mat-forming Forb/Herb,3,0.0
Control,4,32,False,False,True,Prostrate or Mat-forming Forb/Herb,6,0.5
Control,4,32,False,False,True,Small Tufted grass/sedge,0,0.0
Control,4,32,False,False,True,Small Tufted grass/sedge,3,0.0
Control,4,32,False,False,True,Small Tufted grass/sedge,6,0.5
Control,6,1,False,False,False,Large Forb/Herb,0,1.0
Control,6,1,False,False,False,Large Forb/Herb,3,0.5
Control,6,1,False,False,False,Large Forb/Herb,6,0.0
Control,6,1,False,False,False,Medium Forb/Herb,0,1.5
Control,6,1,False,False,False,Medium Forb/Herb,3,2.0
Control,6,1,False,False,False,Medium Forb/Herb,6,1.0
Control,6,1,False,False,False,Medium Non-tufted grass/sedge,0,0.0
Control,6,1,False,False,False,Medium Non-tufted grass/sedge,3,0.0
Control,6,1,False,False,False,Medium Non-tufted grass/sedge,6,1.0
Control,6,1,False,False,False,Medium Tufted grass/sedge,0,0.5
Control,6,1,False,False,False,Medium Tufted grass/sedge,3,0.5
Control,6,1,False,False,False,Medium Tufted grass/sedge,6,0.5
Control,6,1,False,False,False,Non-tufted Ground Fern,0,0.5
Control,6,1,False,False,False,Non-tufted Ground Fern,3,0.0
Control,6,1,False,False,False,Non-tufted Ground Fern,6,1.0
Control,6,1,False,False,False,Prostrate or Mat-forming Forb/Herb,0,1.5
Control,6,1,False,False,False,Prostrate or Mat-forming Forb/Herb,3,1.0
Control,6,1,False,False,False,Prostrate or Mat-forming Forb/Herb,6,1.0
Control,6,1,False,False,False,Small Non-tufted grass/sedge,0,0.5
Control,6,1,False,False,False,Small Non-tufted grass/sedge,3,0.0
Control,6,1,False,False,False,Small Non-tufted grass/sedge,6,0.5
Control,6,1,False,False,False,Small Tufted grass/sedge,0,1.5
Control,6,1,False,False,False,Small Tufted grass/sedge,3,5.5
Control,6,1,False,False,False,Small Tufted grass/sedge,6,1.0
Control,6,1,False,False,True,Climber,0,0.0
Control,6,1,False,False,True,Climber,3,0.5
Control,6,1,False,False,True,Climber,6,0.0
Control,6,1,False,False,True,Large Forb/Herb,0,40.0
Control,6,1,False,False,True,Large Forb/Herb,3,20.0
Control,6,1,False,False,True,Large Forb/Herb,6,30.0
Control,6,1,False,False,True,Medium Forb/Herb,0,0.5
Control,6,1,False,False,True,Medium Forb/Herb,3,1.0
Control,6,1,False,False,True,Medium Forb/Herb,6,0.5
Control,6,1,False,False,True,Medium Non-tufted grass/sedge,0,20.0
Control,6,1,False,False,True,Medium Non-tufted grass/sedge,3,5.0
Control,6,1,False,False,True,Medium Non-tufted grass/sedge,6,0.5
Control,6,1,False,False,True,Prostrate or Mat-forming Forb/Herb,0,30.0
Control,6,1,False,False,True,Prostrate or Mat-forming Forb/Herb,3,0.5
Control,6,1,False,False,True,Prostrate or Mat-forming Forb/Herb,6,0.0
Control,6,1,False,False,True,Small Tufted grass/sedge,0,0.0
Control,6,1,False,False,True,Small Tufted grass/sedge,3,0.5
Control,6,1,False,False,True,Small Tufted grass/sedge,6,0.0
Control,6,1,False,False,True,Tufted Ground Fern,0,0.0
Control,6,1,False,False,True,Tufted Ground Fern,3,0.5
Control,6,1,False,False,True,Tufted Ground Fern,6,0.0
Control,6,2,False,False,False,Large Forb/Herb,0,1.0
Control,6,2,False,False,False,Large Forb/Herb,3,0.5
Control,6,2,False,False,False,Large Forb/Herb,6,0.0
Control,6,2,False,False,False,Medium Forb/Herb,0,3.0
Control,6,2,False,False,False,Medium Forb/Herb,3,2.5
