Treatment,Plot Number,Quadrat Number,Fenced,Gap,Shade Tolerant,Life Form,Year,0
Control,11,15,False,False,True,Small Tufted grass/sedge,0,0.0
Control,11,15,False,False,True,Small Tufted grass/sedge,3,0.0
Control,11,15,False,False,True,Small Tufted grass/sedge,6,0.06422018348623854
Control,11,16,False,False,False,Large Forb/Herb,0,0.011494252873563218
Control,11,16,False,False,False,Large Forb/Herb,3,0.08045977011494253
Control,11,16,False,False,False,Large Forb/Herb,6,0.1839080459770115
Control,11,16,False,False,False,Large Tufted grass/sedge,0,0.011494252873563218
Control,11,16,False,False,False,Large Tufted grass/sedge,3,0.0
Control,11,16,False,False,False,Large Tufted grass/sedge,6,0.0
Control,11,16,False,False,False,Medium Forb/Herb,0,0.05747126436781609
Control,11,16,False,False,False,Medium Forb/Herb,3,0.14942528735632185
Control,11,16,False,False,False,Medium Forb/Herb,6,0.1724137931034483
Control,11,16,False,False,False,Medium Tufted grass/sedge,0,0.011494252873563218
Control,11,16,False,False,False,Medium Tufted grass/sedge,3,0.011494252873563218
Control,11,16,False,False,False,Medium Tufted grass/sedge,6,0.06896551724137931
Control,11,16,False,False,False,Prostrate or Mat-forming Forb/Herb,0,0.022988505747126436
Control,11,16,False,False,False,Prostrate or Mat-forming Forb/Herb,3,0.011494252873563218
Control,11,16,False,False,False,Prostrate or Mat-forming Forb/Herb,6,0.034482758620689655
Control,11,16,False,False,False,Small Non-tufted grass/sedge,0,0.0
Control,11,16,False,False,False,Small Non-tufted grass/sedge,3,0.06896551724137931
Control,11,16,False,False,False,Small Non-tufted grass/sedge,6,0.011494252873563218
Control,11,16,False,False,False,Small Tufted grass/sedge,0,0.0
Control,11,16,False,False,False,Small Tufted grass/sedge,3,0.08045977011494253
Control,11,16,False,False,False,Small Tufted grass/sedge,6,0.011494252873563218
Control,11,16,False,False,True,Large Forb/Herb,0,0.2713178294573643
Control,11,16,False,False,True,Large Forb/Herb,3,0.2713178294573643
Control,11,16,False,False,True,Large Forb/Herb,6,0.4263565891472868
Control,11,16,False,False,True,Medium Forb/Herb,0,0.0
Control,11,16,False,False,True,Medium Forb/Herb,3,0.0
Control,11,16,False,False,True,Medium Forb/Herb,6,0.007751937984496124
Control,11,16,False,False,True,Medium Non-tufted grass/sedge,0,0.003875968992248062
Control,11,16,False,False,True,Medium Non-tufted grass/sedge,3,0.003875968992248062
Control,11,16,False,False,True,Medium Non-tufted grass/sedge,6,0.003875968992248062
Control,11,16,False,False,True,Prostrate or Mat-forming Forb/Herb,0,0.003875968992248062
Control,11,16,False,False,True,Prostrate or Mat-forming Forb/Herb,3,0.003875968992248062
Control,11,16,False,False,True,Prostrate or Mat-forming Forb/Herb,6,0.0
Control,11,16,False,False,True,Small Tufted grass/sedge,0,0.0
Control,11,16,False,False,True,Small Tufted grass/sedge,3,0.003875968992248062
Control,11,16,False,False,True,Small Tufted grass/sedge,6,0.0
Control,11,17,False,False,False,Large Forb/Herb,0,0.0189873417721519
Control,11,17,False,False,False,Large Forb/Herb,3,0.0379746835443038
Control,11,17,False,False,False,Large Forb/Herb,6,0.006329113924050633
Control,11,17,False,False,False,Large Tufted grass/sedge,0,0.569620253164557
Control,11,17,False,False,False,Large Tufted grass/sedge,3,0.0379746835443038
Control,11,17,False,False,False,Large Tufted grass/sedge,6,0.0379746835443038
Control,11,17,False,False,False,Medium Forb/Herb,0,0.04430379746835443
Control,11,17,False,False,False,Medium Forb/Herb,3,0.04430379746835443
Control,11,17,False,False,False,Medium Forb/Herb,6,0.04430379746835443
Control,11,17,False,False,False,Medium Tufted grass/sedge,0,0.0
Control,11,17,False,False,False,Medium Tufted grass/sedge,3,0.006329113924050633
Control,11,17,False,False,False,Medium Tufted grass/sedge,6,0.006329113924050633
Control,11,17,False,False,False,Prostrate or Mat-forming Forb/Herb,0,0.012658227848101266
Control,11,17,False,False,False,Prostrate or Mat-forming Forb/Herb,3,0.0
Control,11,17,False,False,False,Prostrate or Mat-forming Forb/Herb,6,0.006329113924050633
Control,11,17,False,False,False,Scrambler,0,0.006329113924050633
Control,11,17,False,False,False,Scrambler,3,0.0
Control,11,17,False,False,False,Scrambler,6,0.0
Control,11,17,False,False,False,Small Tufted grass/sedge,0,0.0949367088607595
Control,11,17,False,False,False,Small Tufted grass/sedge,3,0.012658227848101266
Control,11,17,False,False,False,Small Tufted grass/sedge,6,0.012658227848101266
Control,11,17,False,False,True,Medium Forb/Herb,0,0.011834319526627219
Control,11,17,False,False,True,Medium Forb/Herb,3,0.011834319526627219
Control,11,17,False,False,True,Medium Forb/Herb,6,0.01775147928994083
Control,11,17,False,False,True,Medium Non-tufted grass/sedge,0,0.03550295857988166
Control,11,17,False,False,True,Medium Non-tufted grass/sedge,3,0.005917159763313609
Control,11,17,False,False,True,Medium Non-tufted grass/sedge,6,0.03550295857988166
Control,11,17,False,False,True,Prostrate or Mat-forming Forb/Herb,0,0.41420118343195267
Control,11,17,False,False,True,Prostrate or Mat-forming Forb/Herb,3,0.41420118343195267
Control,11,17,False,False,True,Prostrate or Mat-forming Forb/Herb,6,0.0
Control,11,17,False,False,True,Small Tufted grass/sedge,0,0.005917159763313609
Control,11,17,False,False,True,Small Tufted grass/sedge,3,0.005917159763313609
Control,11,17,False,False,True,Small Tufted grass/sedge,6,0.04142011834319527
Control,11,18,False,False,False,Large Forb/Herb,0,0.013888888888888888
Control,11,18,False,False,False,Large Forb/Herb,3,0.027777777777777776
Control,11,18,False,False,False,Large Forb/Herb,6,0.027777777777777776
Control,11,18,False,False,False,Medium Forb/Herb,0,0.09722222222222222
Control,11,18,False,False,False,Medium Forb/Herb,3,0.18055555555555555
Control,11,18,False,False,False,Medium Forb/Herb,6,0.1388888888888889
Control,11,18,False,False,False,Prostrate or Mat-forming Forb/Herb,0,0.041666666666666664
Control,11,18,False,False,False,Prostrate or Mat-forming Forb/Herb,3,0.013888888888888888
Control,11,18,False,False,False,Prostrate or Mat-forming Forb/Herb,6,0.041666666666666664
Control,11,18,False,False,False,Small Non-tufted grass/sedge,0,0.0
Control,11,18,False,False,False,Small Non-tufted grass/sedge,3,0.08333333333333333
Control,11,18,False,False,False,Small Non-tufted grass/sedge,6,0.0
Control,11,18,False,False,False,Small Tufted grass/sedge,0,0.2222222222222222
Control,11,18,False,False,False,Small Tufted grass/sedge,3,0.09722222222222222
Control,11,18,False,False,False,Small Tufted grass/sedge,6,0.013888888888888888
Control,11,18,False,False,True,Climber,0,0.0
Control,11,18,False,False,True,Climber,3,0.0
Control,11,18,False,False,True,Climber,6,0.0031645569620253164
Control,11,18,False,False,True,Large Tufted grass/sedge,0,0.0031645569620253164
Control,11,18,False,False,True,Large Tufted grass/sedge,3,0.0
Control,11,18,False,False,True,Large Tufted grass/sedge,6,0.0
Control,11,18,False,False,True,Medium Forb/Herb,0,0.0031645569620253164
Control,11,18,False,False,True,Medium Forb/Herb,3,0.02531645569620253
Control,11,18,False,False,True,Medium Forb/Herb,6,0.02531645569620253
Control,11,18,False,False,True,Medium Non-tufted grass/sedge,0,0.0949367088607595
Control,11,18,False,False,True,Medium Non-tufted grass/sedge,3,0.04746835443037975
Control,11,18,False,False,True,Medium Non-tufted grass/sedge,6,0.0189873417721519
Control,11,18,False,False,True,Prostrate or Mat-forming Forb/Herb,0,0.5379746835443038
Control,11,18,False,False,True,Prostrate or Mat-forming Forb/Herb,3,0.22151898734177214
Control,11,18,False,False,True,Prostrate or Mat-forming Forb/Herb,6,0.0
Control,11,18,False,False,True,Small Forb/Herb,0,0.0
Control,11,18,False,False,True,Small Forb/Herb,3,0.0
Control,11,18,False,False,True,Small Forb/Herb,6,0.0031645569620253164
Control,11,18,False,False,True,Small Tufted grass/sedge,0,0.0031645569620253164
Control,11,18,False,False,True,Small Tufted grass/sedge,3,0.006329113924050633
Control,11,18,False,False,True,Small Tufted grass/sedge,6,0.006329113924050633
Control,11,19,False,False,False,Large Forb/Herb,0,0.02040816326530612
Control,11,19,False,False,False,Large Forb/Herb,3,0.04081632653061224
Control,11,19,False,False,False,Large Forb/Herb,6,0.02040816326530612
Control,11,19,False,False,False,Large Tufted grass/sedge,0,0.02040816326530612
Control,11,19,False,False,False,Large Tufted grass/sedge,3,0.02040816326530612
Control,11,19,False,False,False,Large Tufted grass/sedge,6,0.0
Control,11,19,False,False,False,Medium Forb/Herb,0,0.16326530612244897
Control,11,19,False,False,False,Medium Forb/Herb,3,0.24489795918367346
Control,11,19,False,False,False,Medium Forb/Herb,6,0.08163265306122448
Control,11,19,False,False,False,Medium Tufted grass/sedge,0,0.12244897959183673
Control,11,19,False,False,False,Medium Tufted grass/sedge,3,0.0
Control,11,19,False,False,False,Medium Tufted grass/sedge,6,0.0
Control,11,19,False,False,False,Prostrate or Mat-forming Forb/Herb,0,0.04081632653061224
Control,11,19,False,False,False,Prostrate or Mat-forming Forb/Herb,3,0.0
Control,11,19,False,False,False,Prostrate or Mat-forming Forb/Herb,6,0.02040816326530612
Control,11,19,False,False,False,Scrambler,0,0.02040816326530612
Control,11,19,False,False,False,Scrambler,3,0.0
Control,11,19,False,False,False,Scrambler,6,0.0
Control,11,19,False,False,False,Small Tufted grass/sedge,0,0.14285714285714285
Control,11,19,False,False,False,Small Tufted grass/sedge,3,0.04081632653061224
Control,11,19,False,False,False,Small Tufted grass/sedge,6,0.0
Control,11,19,False,False,True,Medium Forb/Herb,0,0.03225806451612903
Control,11,19,False,False,True,Medium Forb/Herb,3,0.1935483870967742
Control,11,19,False,False,True,Medium Forb/Herb,6,0.0967741935483871
Control,11,19,False,False,True,Medium Non-tufted grass/sedge,0,0.1935483870967742
Control,11,19,False,False,True,Medium Non-tufted grass/sedge,3,0.1935483870967742
Control,11,19,False,False,True,Medium Non-tufted grass/sedge,6,0.0
Control,11,19,False,False,True,Prostrate or Mat-forming Forb/Herb,0,0.1935483870967742
Control,11,19,False,False,True,Prostrate or Mat-forming Forb/Herb,3,0.03225806451612903
Control,11,19,False,False,True,Prostrate or Mat-forming Forb/Herb,6,0.03225806451612903
Control,11,19,False,False,True,Small Tufted grass/sedge,0,0.0
Control,11,19,False,False,True,Small Tufted grass/sedge,3,0.0
Control,11,19,False,False,True,Small Tufted grass/sedge,6,0.03225806451612903
Control,11,20,False,False,False,Large Forb/Herb,0,0.0
Control,11,20,False,False,False,Large Forb/Herb,3,0.013333333333333334
Control,11,20,False,False,False,Large Forb/Herb,6,0.02666666666666667
Control,11,20,False,False,False,Medium Forb/Herb,0,0.13333333333333333
Control,11,20,False,False,False,Medium Forb/Herb,3,0.2
Control,11,20,False,False,False,Medium Forb/Herb,6,0.04
Control,11,20,False,False,False,Prostrate or Mat-forming Forb/Herb,0,0.02666666666666667
Control,11,20,False,False,False,Prostrate or Mat-forming Forb/Herb,3,0.0
Control,11,20,False,False,False,Prostrate or Mat-forming Forb/Herb,6,0.02666666666666667
Control,11,20,False,False,False,Small Non-tufted grass/sedge,0,0.013333333333333334
Control,11,20,False,False,False,Small Non-tufted grass/sedge,3,0.08
Control,11,20,False,False,False,Small Non-tufted grass/sedge,6,0.0
Control,11,20,False,False,False,Small Tufted grass/sedge,0,0.21333333333333335
Control,11,20,False,False,False,Small Tufted grass/sedge,3,0.2
Control,11,20,False,False,False,Small Tufted grass/sedge,6,0.02666666666666667
Control,11,20,False,False,True,Large Tufted grass/sedge,0,0.015873015873015872
Control,11,20,False,False,True,Large Tufted grass/sedge,3,0.0
Control,11,20,False,False,True,Large Tufted grass/sedge,6,0.0
Control,11,20,False,False,True,Medium Forb/Herb,0,0.0
Control,11,20,False,False,True,Medium Forb/Herb,3,0.015873015873015872
Control,11,20,False,False,True,Medium Forb/Herb,6,0.015873015873015872
Control,11,20,False,False,True,Medium Non-tufted grass/sedge,0,0.09523809523809523
Control,11,20,False,False,True,Medium Non-tufted grass/sedge,3,0.09523809523809523
Control,11,20,False,False,True,Medium Non-tufted grass/sedge,6,0.09523809523809523
Control,11,20,False,False,True,Prostrate or Mat-forming Forb/Herb,0,0.09523809523809523
Control,11,20,False,False,True,Prostrate or Mat-forming Forb/Herb,3,0.23809523809523808
Control,11,20,False,False,True,Prostrate or Mat-forming Forb/Herb,6,0.23809523809523808
Control,11,20,False,False,True,Small Tufted grass/sedge,0,0.0
Control,11,20,False,False,True,Small Tufted grass/sedge,3,0.0
Control,11,20,False,False,True,Small Tufted grass/sedge,6,0.09523809523809523
Control,11,21,False,False,False,Large Forb/Herb,0,0.005952380952380952
Control,11,21,False,False,False,Large Forb/Herb,3,0.011904761904761904
Control,11,21,False,False,False,Large Forb/Herb,6,0.0
Control,11,21,False,False,False,Medium Forb/Herb,0,0.05357142857142857
Control,11,21,False,False,False,Medium Forb/Herb,3,0.1130952380952381
Control,11,21,False,False,False,Medium Forb/Herb,6,0.03571428571428571
Control,11,21,False,False,False,Prostrate or Mat-forming Forb/Herb,0,0.011904761904761904
Control,11,21,False,False,False,Prostrate or Mat-forming Forb/Herb,3,0.03571428571428571
Control,11,21,False,False,False,Prostrate or Mat-forming Forb/Herb,6,0.0
Control,11,21,False,False,False,Small Non-tufted grass/sedge,0,0.0
Control,11,21,False,False,False,Small Non-tufted grass/sedge,3,0.005952380952380952
Control,11,21,False,False,False,Small Non-tufted grass/sedge,6,0.0
Control,11,21,False,False,False,Small Tufted grass/sedge,0,0.4226190476190476
Control,11,21,False,False,False,Small Tufted grass/sedge,3,0.2976190476190476
Control,11,21,False,False,False,Small Tufted grass/sedge,6,0.005952380952380952
Control,11,21,False,False,True,Medium Forb/Herb,0,0.058823529411764705
Control,11,21,False,False,True,Medium Forb/Herb,3,0.058823529411764705
Control,11,21,False,False,True,Medium Forb/Herb,6,0.17647058823529413
Control,11,21,False,False,True,Medium Non-tufted grass/sedge,0,0.17647058823529413
Control,11,21,False,False,True,Medium Non-tufted grass/sedge,3,0.029411764705882353
Control,11,21,False,False,True,Medium Non-tufted grass/sedge,6,0.029411764705882353
Control,11,21,False,False,True,Prostrate or Mat-forming Forb/Herb,0,0.0
Control,11,21,False,False,True,Prostrate or Mat-forming Forb/Herb,3,0.029411764705882353
Control,11,21,False,False,True,Prostrate or Mat-forming Forb/Herb,6,0.0
Control,11,21,False,False,True,Small Tufted grass/sedge,0,0.0
Control,11,21,False,False,True,Small Tufted grass/sedge,3,0.0
Control,11,21,False,False,True,Small Tufted grass/sedge,6,0.4411764705882353
Control,11,22,False,False,False,Large Forb/Herb,0,0.029850746268656716
Control,11,22,False,False,False,Large Forb/Herb,3,0.05223880597014925
Control,11,22,False,False,False,Large Forb/Herb,6,0.007462686567164179
Control,11,22,False,False,False,Large Tufted grass/sedge,0,0.007462686567164179
Control,11,22,False,False,False,Large Tufted grass/sedge,3,0.0
Control,11,22,False,False,False,Large Tufted grass/sedge,6,0.0
Control,11,22,False,False,False,Medium Forb/Herb,0,0.05970149253731343
Control,11,22,False,False,False,Medium Forb/Herb,3,0.17164179104477612
Control,11,22,False,False,False,Medium Forb/Herb,6,0.23880597014925373
Control,11,22,False,False,False,Prostrate or Mat-forming Forb/Herb,0,0.014925373134328358
Control,11,22,False,False,False,Prostrate or Mat-forming Forb/Herb,3,0.04477611940298507
Control,11,22,False,False,False,Prostrate or Mat-forming Forb/Herb,6,0.014925373134328358
Control,11,22,False,False,False,Small Non-tufted grass/sedge,0,0.007462686567164179
Control,11,22,False,False,False,Small Non-tufted grass/sedge,3,0.0
Control,11,22,False,False,False,Small Non-tufted grass/sedge,6,0.0
Control,11,22,False,False,False,Small Tufted grass/sedge,0,0.22388059701492538
Control,11,22,False,False,False,Small Tufted grass/sedge,3,0.11940298507462686
Control,11,22,False,False,False,Small Tufted grass/sedge,6,0.007462686567164179
Control,11,22,False,False,True,Climber,0,0.0
Control,11,22,False,False,True,Climber,3,0.014925373134328358
Control,11,22,False,False,True,Climber,6,0.0
Control,11,22,False,False,True,Medium Forb/Herb,0,0.029850746268656716
Control,11,22,False,False,True,Medium Forb/Herb,3,0.08955223880597014
Control,11,22,False,False,True,Medium Forb/Herb,6,0.11940298507462686
Control,11,22,False,False,True,Medium Non-tufted grass/sedge,0,0.44776119402985076
Control,11,22,False,False,True,Medium Non-tufted grass/sedge,3,0.08955223880597014
Control,11,22,False,False,True,Medium Non-tufted grass/sedge,6,0.014925373134328358
Control,11,22,False,False,True,Prostrate or Mat-forming Forb/Herb,0,0.0
Control,11,22,False,False,True,Prostrate or Mat-forming Forb/Herb,3,0.08955223880597014
Control,11,22,False,False,True,Prostrate or Mat-forming Forb/Herb,6,0.0
Control,11,22,False,False,True,Small Tufted grass/sedge,0,0.0
Control,11,22,False,False,True,Small Tufted grass/sedge,3,0.0
Control,11,22,False,False,True,Small Tufted grass/sedge,6,0.1044776119402985
Control,11,23,False,False,False,Large Forb/Herb,0,0.014814814814814815
Control,11,23,False,False,False,Large Forb/Herb,3,0.014814814814814815
Control,11,23,False,False,False,Large Forb/Herb,6,0.014814814814814815
Control,11,23,False,False,False,Medium Forb/Herb,0,0.08888888888888889
Control,11,23,False,False,False,Medium Forb/Herb,3,0.3333333333333333
Control,11,23,False,False,False,Medium Forb/Herb,6,0.2222222222222222
Control,11,23,False,False,False,Prostrate or Mat-forming Forb/Herb,0,0.007407407407407408
Control,11,23,False,False,False,Prostrate or Mat-forming Forb/Herb,3,0.007407407407407408
Control,11,23,False,False,False,Prostrate or Mat-forming Forb/Herb,6,0.007407407407407408
Control,11,23,False,False,False,Small Non-tufted grass/sedge,0,0.007407407407407408
Control,11,23,False,False,False,Small Non-tufted grass/sedge,3,0.044444444444444446
Control,11,23,False,False,False,Small Non-tufted grass/sedge,6,0.0
Control,11,23,False,False,False,Small Tufted grass/sedge,0,0.11851851851851852
Control,11,23,False,False,False,Small Tufted grass/sedge,3,0.11851851851851852
Control,11,23,False,False,False,Small Tufted grass/sedge,6,0.0
Control,11,23,False,False,True,Large Forb/Herb,0,0.24193548387096775
Control,11,23,False,False,True,Large Forb/Herb,3,0.24193548387096775
Control,11,23,False,False,True,Large Forb/Herb,6,0.24193548387096775
Control,11,23,False,False,True,Medium Forb/Herb,0,0.008064516129032258
Control,11,23,False,False,True,Medium Forb/Herb,3,0.10483870967741936
Control,11,23,False,False,True,Medium Forb/Herb,6,0.04032258064516129
Control,11,23,False,False,True,Medium Non-tufted grass/sedge,0,0.04838709677419355
Control,11,23,False,False,True,Medium Non-tufted grass/sedge,3,0.04838709677419355
Control,11,23,False,False,True,Medium Non-tufted grass/sedge,6,0.008064516129032258
Control,11,23,False,False,True,Prostrate or Mat-forming Forb/Herb,0,0.0
Control,11,23,False,False,True,Prostrate or Mat-forming Forb/Herb,3,0.008064516129032258
Control,11,23,False,False,True,Prostrate or Mat-forming Forb/Herb,6,0.0
Control,11,23,False,False,True,Small Tufted grass/sedge,0,0.0
Control,11,23,False,False,True,Small Tufted grass/sedge,3,0.0
Control,11,23,False,False,True,Small Tufted grass/sedge,6,0.008064516129032258
Control,11,24,False,False,False,Large Forb/Herb,0,0.008547008547008548
Control,11,24,False,False,False,Large Forb/Herb,3,0.07692307692307693
Control,11,24,False,False,False,Large Forb/Herb,6,0.008547008547008548
Control,11,24,False,False,False,Medium Forb/Herb,0,0.042735042735042736
Control,11,24,False,False,False,Medium Forb/Herb,3,0.3247863247863248
Control,11,24,False,False,False,Medium Forb/Herb,6,0.05982905982905983
Control,11,24,False,False,False,Medium Tufted grass/sedge,0,0.05128205128205128
Control,11,24,False,False,False,Medium Tufted grass/sedge,3,0.05128205128205128
Control,11,24,False,False,False,Medium Tufted grass/sedge,6,0.10256410256410256
Control,11,24,False,False,False,Prostrate or Mat-forming Forb/Herb,0,0.008547008547008548
Control,11,24,False,False,False,Prostrate or Mat-forming Forb/Herb,3,0.008547008547008548
Control,11,24,False,False,False,Prostrate or Mat-forming Forb/Herb,6,0.017094017094017096
Control,11,24,False,False,False,Small Non-tufted grass/sedge,0,0.0
Control,11,24,False,False,False,Small Non-tufted grass/sedge,3,0.05128205128205128
Control,11,24,False,False,False,Small Non-tufted grass/sedge,6,0.0
Control,11,24,False,False,False,Small Tufted grass/sedge,0,0.1282051282051282
Control,11,24,False,False,False,Small Tufted grass/sedge,3,0.05982905982905983
Control,11,24,False,False,False,Small Tufted grass/sedge,6,0.0
Control,11,24,False,False,True,Climber,0,0.004975124378109453
Control,11,24,False,False,True,Climber,3,0.004975124378109453
Control,11,24,False,False,True,Climber,6,0.0
Control,11,24,False,False,True,Large Forb/Herb,0,0.0
Control,11,24,False,False,True,Large Forb/Herb,3,0.44776119402985076
Control,11,24,False,False,True,Large Forb/Herb,6,0.0
Control,11,24,False,False,True,Large Tufted grass/sedge,0,0.004975124378109453
Control,11,24,False,False,True,Large Tufted grass/sedge,3,0.0
Control,11,24,False,False,True,Large Tufted grass/sedge,6,0.0
Control,11,24,False,False,True,Medium Forb/Herb,0,0.014925373134328358
Control,11,24,False,False,True,Medium Forb/Herb,3,0.009950248756218905
Control,11,24,False,False,True,Medium Forb/Herb,6,0.004975124378109453
Control,11,24,False,False,True,Medium Non-tufted grass/sedge,0,0.24875621890547264
Control,11,24,False,False,True,Medium Non-tufted grass/sedge,3,0.004975124378109453
Control,11,24,False,False,True,Medium Non-tufted grass/sedge,6,0.07462686567164178
Control,11,24,False,False,True,Prostrate or Mat-forming Forb/Herb,0,0.029850746268656716
Control,11,24,False,False,True,Prostrate or Mat-forming Forb/Herb,3,0.07462686567164178
Control,11,24,False,False,True,Prostrate or Mat-forming Forb/Herb,6,0.0
Control,11,24,False,False,True,Small Tufted grass/sedge,0,0.0
Control,11,24,False,False,True,Small Tufted grass/sedge,3,0.0
Control,11,24,False,False,True,Small Tufted grass/sedge,6,0.07462686567164178
Control,11,25,False,False,False,Large Forb/Herb,0,0.04
Control,11,25,False,False,False,Large Forb/Herb,3,0.10666666666666667
Control,11,25,False,False,False,Large Forb/Herb,6,0.013333333333333334
Control,11,25,False,False,False,Medium Forb/Herb,0,0.08
Control,11,25,False,False,False,Medium Forb/Herb,3,0.2
Control,11,25,False,False,False,Medium Forb/Herb,6,0.06666666666666667
Control,11,25,False,False,False,Medium Tufted grass/sedge,0,0.08
Control,11,25,False,False,False,Medium Tufted grass/sedge,3,0.08
Control,11,25,False,False,False,Medium Tufted grass/sedge,6,0.02666666666666667
Control,11,25,False,False,False,Prostrate or Mat-forming Forb/Herb,0,0.04
Control,11,25,False,False,False,Prostrate or Mat-forming Forb/Herb,3,0.013333333333333334
Control,11,25,False,False,False,Prostrate or Mat-forming Forb/Herb,6,0.013333333333333334
Control,11,25,False,False,False,Small Non-tufted grass/sedge,0,0.013333333333333334
Control,11,25,False,False,False,Small Non-tufted grass/sedge,3,0.0
Control,11,25,False,False,False,Small Non-tufted grass/sedge,6,0.0
Control,11,25,False,False,False,Small Shrub,0,0.0
Control,11,25,False,False,False,Small Shrub,3,0.013333333333333334
Control,11,25,False,False,False,Small Shrub,6,0.0
Control,11,25,False,False,False,Small Tufted grass/sedge,0,0.0
Control,11,25,False,False,False,Small Tufted grass/sedge,3,0.013333333333333334
Control,11,25,False,False,False,Small Tufted grass/sedge,6,0.2
Control,11,25,False,False,True,Climber,0,0.0
Control,11,25,False,False,True,Climber,3,0.003048780487804878
Control,11,25,False,False,True,Climber,6,0.0
Control,11,25,False,False,True,Large Forb/Herb,0,0.27439024390243905
Control,11,25,False,False,True,Large Forb/Herb,3,0.27439024390243905
Control,11,25,False,False,True,Large Forb/Herb,6,0.21341463414634146
Control,11,25,False,False,True,Medium Forb/Herb,0,0.012195121951219513
Control,11,25,False,False,True,Medium Forb/Herb,3,0.018292682926829267
Control,11,25,False,False,True,Medium Forb/Herb,6,0.009146341463414634
Control,11,25,False,False,True,Medium Non-tufted grass/sedge,0,0.09146341463414634
Control,11,25,False,False,True,Medium Non-tufted grass/sedge,3,0.04573170731707317
Control,11,25,False,False,True,Medium Non-tufted grass/sedge,6,0.0
Control,11,25,False,False,True,Prostrate or Mat-forming Forb/Herb,0,0.04573170731707317
Control,11,25,False,False,True,Prostrate or Mat-forming Forb/Herb,3,0.003048780487804878
Control,11,25,False,False,True,Prostrate or Mat-forming Forb/Herb,6,0.003048780487804878
Control,11,25,False,False,True,Small Tufted grass/sedge,0,0.003048780487804878
Control,11,25,False,False,True,Small Tufted grass/sedge,3,0.0
Control,11,25,False,False,True,Small Tufted grass/sedge,6,0.003048780487804878
Control,11,26,False,False,False,Large Forb/Herb,0,0.01680672268907563
Control,11,26,False,False,False,Large Forb/Herb,3,0.058823529411764705
Control,11,26,False,False,False,Large Forb/Herb,6,0.0
Control,11,26,False,False,False,Large Tufted grass/sedge,0,0.25210084033613445
Control,11,26,False,False,False,Large Tufted grass/sedge,3,0.05042016806722689
Control,11,26,False,False,False,Large Tufted grass/sedge,6,0.0
Control,11,26,False,False,False,Medium Forb/Herb,0,0.03361344537815126
Control,11,26,False,False,False,Medium Forb/Herb,3,0.16806722689075632
Control,11,26,False,False,False,Medium Forb/Herb,6,0.15126050420168066
Control,11,26,False,False,False,Medium Tufted grass/sedge,0,0.05042016806722689
Control,11,26,False,False,False,Medium Tufted grass/sedge,3,0.05042016806722689
Control,11,26,False,False,False,Medium Tufted grass/sedge,6,0.008403361344537815
Control,11,26,False,False,False,Prostrate or Mat-forming Forb/Herb,0,0.008403361344537815
Control,11,26,False,False,False,Prostrate or Mat-forming Forb/Herb,3,0.01680672268907563
Control,11,26,False,False,False,Prostrate or Mat-forming Forb/Herb,6,0.01680672268907563
Control,11,26,False,False,False,Small Non-tufted grass/sedge,0,0.008403361344537815
Control,11,26,False,False,False,Small Non-tufted grass/sedge,3,0.008403361344537815
Control,11,26,False,False,False,Small Non-tufted grass/sedge,6,0.0
Control,11,26,False,False,False,Small Tufted grass/sedge,0,0.05042016806722689
Control,11,26,False,False,False,Small Tufted grass/sedge,3,0.05042016806722689
Control,11,26,False,False,False,Small Tufted grass/sedge,6,0.0
Control,11,26,False,False,True,Large Forb/Herb,0,0.010752688172043012
Control,11,26,False,False,True,Large Forb/Herb,3,0.06451612903225806
Control,11,26,False,False,True,Large Forb/Herb,6,0.06451612903225806
Control,11,26,False,False,True,Medium Forb/Herb,0,0.021505376344086023
Control,11,26,False,False,True,Medium Forb/Herb,3,0.13978494623655913
Control,11,26,False,False,True,Medium Forb/Herb,6,0.03225806451612903
Control,11,26,False,False,True,Medium Non-tufted grass/sedge,0,0.010752688172043012
Control,11,26,False,False,True,Medium Non-tufted grass/sedge,3,0.010752688172043012
Control,11,26,False,False,True,Medium Non-tufted grass/sedge,6,0.010752688172043012
Control,11,26,False,False,True,Prostrate or Mat-forming Forb/Herb,0,0.5376344086021505
Control,11,26,False,False,True,Prostrate or Mat-forming Forb/Herb,3,0.06451612903225806
Control,11,26,False,False,True,Prostrate or Mat-forming Forb/Herb,6,0.010752688172043012
Control,11,26,False,False,True,Small Tufted grass/sedge,0,0.010752688172043012
Control,11,26,False,False,True,Small Tufted grass/sedge,3,0.0
Control,11,26,False,False,True,Small Tufted grass/sedge,6,0.010752688172043012
Control,11,27,False,False,False,Large Forb/Herb,0,0.025
Control,11,27,False,False,False,Large Forb/Herb,3,0.0875
Control,11,27,False,False,False,Large Forb/Herb,6,0.025
Control,11,27,False,False,False,Medium Forb/Herb,0,0.1
Control,11,27,False,False,False,Medium Forb/Herb,3,0.1375
Control,11,27,False,False,False,Medium Forb/Herb,6,0.0375
Control,11,27,False,False,False,Medium Tufted grass/sedge,0,0.0
Control,11,27,False,False,False,Medium Tufted grass/sedge,3,0.0
Control,11,27,False,False,False,Medium Tufted grass/sedge,6,0.0125
Control,11,27,False,False,False,Prostrate or Mat-forming Forb/Herb,0,0.025
Control,11,27,False,False,False,Prostrate or Mat-forming Forb/Herb,3,0.0
Control,11,27,False,False,False,Prostrate or Mat-forming Forb/Herb,6,0.0
