Treatment,Plot Number,Quadrat Number,Fenced,Gap,Life Form,Year,0
Control,4,12,False,False,Tufted Ground Fern,0,0.0
Control,4,12,False,False,Tufted Ground Fern,3,0.00975609756097561
Control,4,12,False,False,Tufted Ground Fern,6,0.0
Control,4,13,False,True,Climber,0,0.0
Control,4,13,False,True,Climber,3,0.00784313725490196
Control,4,13,False,True,Climber,6,0.0
Control,4,13,False,True,Large Forb/Herb,0,0.09019607843137255
Control,4,13,False,True,Large Forb/Herb,3,0.5725490196078431
Control,4,13,False,True,Large Forb/Herb,6,0.00784313725490196
Control,4,13,False,True,Medium Forb/Herb,0,0.011764705882352941
Control,4,13,False,True,Medium Forb/Herb,3,0.03529411764705882
Control,4,13,False,True,Medium Forb/Herb,6,0.16862745098039217
Control,4,13,False,True,Medium Non-tufted grass/sedge,0,0.00392156862745098
Control,4,13,False,True,Medium Non-tufted grass/sedge,3,0.00392156862745098
Control,4,13,False,True,Medium Non-tufted grass/sedge,6,0.00392156862745098
Control,4,13,False,True,Medium Tufted grass/sedge,0,0.0
Control,4,13,False,True,Medium Tufted grass/sedge,3,0.00784313725490196
Control,4,13,False,True,Medium Tufted grass/sedge,6,0.0
Control,4,13,False,True,Non-tufted Ground Fern,0,0.00392156862745098
Control,4,13,False,True,Non-tufted Ground Fern,3,0.00784313725490196
Control,4,13,False,True,Non-tufted Ground Fern,6,0.0
Control,4,13,False,True,Prostrate or Mat-forming Forb/Herb,0,0.0
Control,4,13,False,True,Prostrate or Mat-forming Forb/Herb,3,0.023529411764705882
Control,4,13,False,True,Prostrate or Mat-forming Forb/Herb,6,0.00784313725490196
Control,4,13,False,True,Small Non-tufted grass/sedge,0,0.0
Control,4,13,False,True,Small Non-tufted grass/sedge,3,0.011764705882352941
Control,4,13,False,True,Small Non-tufted grass/sedge,6,0.00392156862745098
Control,4,13,False,True,Small Tufted grass/sedge,0,0.00392156862745098
Control,4,13,False,True,Small Tufted grass/sedge,3,0.0196078431372549
Control,4,13,False,True,Small Tufted grass/sedge,6,0.00392156862745098
Control,4,14,False,True,Climber,0,0.0
Control,4,14,False,True,Climber,3,0.007782101167315175
Control,4,14,False,True,Climber,6,0.0
Control,4,14,False,True,Large Forb/Herb,0,0.08949416342412451
Control,4,14,False,True,Large Forb/Herb,3,0.44357976653696496
Control,4,14,False,True,Large Forb/Herb,6,0.1556420233463035
Control,4,14,False,True,Large Tufted grass/sedge,0,0.0
Control,4,14,False,True,Large Tufted grass/sedge,3,0.0038910505836575876
Control,4,14,False,True,Large Tufted grass/sedge,6,0.0
Control,4,14,False,True,Medium Forb/Herb,0,0.01556420233463035
Control,4,14,False,True,Medium Forb/Herb,3,0.07003891050583658
Control,4,14,False,True,Medium Forb/Herb,6,0.023346303501945526
Control,4,14,False,True,Medium Non-tufted grass/sedge,0,0.0038910505836575876
Control,4,14,False,True,Medium Non-tufted grass/sedge,3,0.038910505836575876
Control,4,14,False,True,Medium Non-tufted grass/sedge,6,0.0038910505836575876
Control,4,14,False,True,Prostrate Shrub,0,0.0038910505836575876
Control,4,14,False,True,Prostrate Shrub,3,0.0
Control,4,14,False,True,Prostrate Shrub,6,0.007782101167315175
Control,4,14,False,True,Prostrate or Mat-forming Forb/Herb,0,0.007782101167315175
Control,4,14,False,True,Prostrate or Mat-forming Forb/Herb,3,0.0622568093385214
Control,4,14,False,True,Prostrate or Mat-forming Forb/Herb,6,0.007782101167315175
Control,4,14,False,True,Small Non-tufted grass/sedge,0,0.0038910505836575876
Control,4,14,False,True,Small Non-tufted grass/sedge,3,0.01556420233463035
Control,4,14,False,True,Small Non-tufted grass/sedge,6,0.0038910505836575876
Control,4,14,False,True,Small Tufted grass/sedge,0,0.0038910505836575876
Control,4,14,False,True,Small Tufted grass/sedge,3,0.019455252918287938
Control,4,14,False,True,Small Tufted grass/sedge,6,0.007782101167315175
Control,4,15,False,False,Large Forb/Herb,0,0.31362467866323906
Control,4,15,False,False,Large Forb/Herb,3,0.27249357326478146
Control,4,15,False,False,Large Forb/Herb,6,0.3110539845758355
Control,4,15,False,False,Medium Forb/Herb,0,0.005141388174807198
Control,4,15,False,False,Medium Forb/Herb,3,0.010282776349614395
Control,4,15,False,False,Medium Forb/Herb,6,0.010282776349614395
Control,4,15,False,False,Medium Non-tufted grass/sedge,0,0.002570694087403599
Control,4,15,False,False,Medium Non-tufted grass/sedge,3,0.005141388174807198
Control,4,15,False,False,Medium Non-tufted grass/sedge,6,0.005141388174807198
Control,4,15,False,False,Medium Tufted grass/sedge,0,0.005141388174807198
Control,4,15,False,False,Medium Tufted grass/sedge,3,0.005141388174807198
Control,4,15,False,False,Medium Tufted grass/sedge,6,0.002570694087403599
Control,4,15,False,False,Non-tufted Ground Fern,0,0.002570694087403599
Control,4,15,False,False,Non-tufted Ground Fern,3,0.005141388174807198
Control,4,15,False,False,Non-tufted Ground Fern,6,0.002570694087403599
Control,4,15,False,False,Prostrate or Mat-forming Forb/Herb,0,0.007712082262210797
Control,4,15,False,False,Prostrate or Mat-forming Forb/Herb,3,0.017994858611825194
Control,4,15,False,False,Prostrate or Mat-forming Forb/Herb,6,0.005141388174807198
Control,4,15,False,False,Small Non-tufted grass/sedge,0,0.002570694087403599
Control,4,15,False,False,Small Non-tufted grass/sedge,3,0.002570694087403599
Control,4,15,False,False,Small Non-tufted grass/sedge,6,0.0
Control,4,15,False,False,Small Tufted grass/sedge,0,0.002570694087403599
Control,4,15,False,False,Small Tufted grass/sedge,3,0.002570694087403599
Control,4,15,False,False,Small Tufted grass/sedge,6,0.0
Control,4,16,False,True,Climber,0,0.0
Control,4,16,False,True,Climber,3,0.004807692307692308
Control,4,16,False,True,Climber,6,0.0
Control,4,16,False,True,Large Forb/Herb,0,0.1971153846153846
Control,4,16,False,True,Large Forb/Herb,3,0.2644230769230769
Control,4,16,False,True,Large Forb/Herb,6,0.2932692307692308
Control,4,16,False,True,Medium Forb/Herb,0,0.019230769230769232
Control,4,16,False,True,Medium Forb/Herb,3,0.07211538461538461
Control,4,16,False,True,Medium Forb/Herb,6,0.019230769230769232
Control,4,16,False,True,Medium Non-tufted grass/sedge,0,0.004807692307692308
Control,4,16,False,True,Medium Non-tufted grass/sedge,3,0.014423076923076924
Control,4,16,False,True,Medium Non-tufted grass/sedge,6,0.009615384615384616
Control,4,16,False,True,Prostrate or Mat-forming Forb/Herb,0,0.009615384615384616
Control,4,16,False,True,Prostrate or Mat-forming Forb/Herb,3,0.038461538461538464
Control,4,16,False,True,Prostrate or Mat-forming Forb/Herb,6,0.009615384615384616
Control,4,16,False,True,Small Non-tufted grass/sedge,0,0.0
Control,4,16,False,True,Small Non-tufted grass/sedge,3,0.014423076923076924
Control,4,16,False,True,Small Non-tufted grass/sedge,6,0.0
Control,4,16,False,True,Small Tufted grass/sedge,0,0.009615384615384616
Control,4,16,False,True,Small Tufted grass/sedge,3,0.019230769230769232
Control,4,16,False,True,Small Tufted grass/sedge,6,0.0
Control,4,17,False,False,Climber,0,0.0
Control,4,17,False,False,Climber,3,0.011627906976744186
Control,4,17,False,False,Climber,6,0.0
Control,4,17,False,False,Large Forb/Herb,0,0.046511627906976744
Control,4,17,False,False,Large Forb/Herb,3,0.13953488372093023
Control,4,17,False,False,Large Forb/Herb,6,0.011627906976744186
Control,4,17,False,False,Medium Forb/Herb,0,0.023255813953488372
Control,4,17,False,False,Medium Forb/Herb,3,0.023255813953488372
Control,4,17,False,False,Medium Forb/Herb,6,0.023255813953488372
Control,4,17,False,False,Medium Non-tufted grass/sedge,0,0.011627906976744186
Control,4,17,False,False,Medium Non-tufted grass/sedge,3,0.0
Control,4,17,False,False,Medium Non-tufted grass/sedge,6,0.023255813953488372
Control,4,17,False,False,Prostrate or Mat-forming Forb/Herb,0,0.0
Control,4,17,False,False,Prostrate or Mat-forming Forb/Herb,3,0.023255813953488372
Control,4,17,False,False,Prostrate or Mat-forming Forb/Herb,6,0.023255813953488372
Control,4,17,False,False,Small Non-tufted grass/sedge,0,0.0
Control,4,17,False,False,Small Non-tufted grass/sedge,3,0.011627906976744186
Control,4,17,False,False,Small Non-tufted grass/sedge,6,0.0
Control,4,17,False,False,Small Tufted grass/sedge,0,0.46511627906976744
Control,4,17,False,False,Small Tufted grass/sedge,3,0.12790697674418605
Control,4,17,False,False,Small Tufted grass/sedge,6,0.03488372093023256
Control,4,18,False,False,Large Forb/Herb,0,0.30288461538461536
Control,4,18,False,False,Large Forb/Herb,3,0.2932692307692308
Control,4,18,False,False,Large Forb/Herb,6,0.1971153846153846
Control,4,18,False,False,Medium Forb/Herb,0,0.028846153846153848
Control,4,18,False,False,Medium Forb/Herb,3,0.038461538461538464
Control,4,18,False,False,Medium Forb/Herb,6,0.028846153846153848
Control,4,18,False,False,Medium Non-tufted grass/sedge,0,0.004807692307692308
Control,4,18,False,False,Medium Non-tufted grass/sedge,3,0.004807692307692308
Control,4,18,False,False,Medium Non-tufted grass/sedge,6,0.004807692307692308
Control,4,18,False,False,Medium Tufted grass/sedge,0,0.0
Control,4,18,False,False,Medium Tufted grass/sedge,3,0.004807692307692308
Control,4,18,False,False,Medium Tufted grass/sedge,6,0.004807692307692308
Control,4,18,False,False,Prostrate or Mat-forming Forb/Herb,0,0.0
Control,4,18,False,False,Prostrate or Mat-forming Forb/Herb,3,0.004807692307692308
Control,4,18,False,False,Prostrate or Mat-forming Forb/Herb,6,0.009615384615384616
Control,4,18,False,False,Small Non-tufted grass/sedge,0,0.004807692307692308
Control,4,18,False,False,Small Non-tufted grass/sedge,3,0.009615384615384616
Control,4,18,False,False,Small Non-tufted grass/sedge,6,0.004807692307692308
Control,4,18,False,False,Small Tufted grass/sedge,0,0.014423076923076924
Control,4,18,False,False,Small Tufted grass/sedge,3,0.019230769230769232
Control,4,18,False,False,Small Tufted grass/sedge,6,0.004807692307692308
Control,4,18,False,False,Tufted Ground Fern,0,0.004807692307692308
Control,4,18,False,False,Tufted Ground Fern,3,0.004807692307692308
Control,4,18,False,False,Tufted Ground Fern,6,0.004807692307692308
Control,4,19,False,False,Large Forb/Herb,0,0.1935483870967742
Control,4,19,False,False,Large Forb/Herb,3,0.2857142857142857
Control,4,19,False,False,Large Forb/Herb,6,0.3778801843317972
Control,4,19,False,False,Medium Forb/Herb,0,0.013824884792626729
Control,4,19,False,False,Medium Forb/Herb,3,0.041474654377880185
Control,4,19,False,False,Medium Forb/Herb,6,0.018433179723502304
Control,4,19,False,False,Medium Non-tufted grass/sedge,0,0.004608294930875576
Control,4,19,False,False,Medium Non-tufted grass/sedge,3,0.004608294930875576
Control,4,19,False,False,Medium Non-tufted grass/sedge,6,0.004608294930875576
Control,4,19,False,False,Prostrate or Mat-forming Forb/Herb,0,0.004608294930875576
Control,4,19,False,False,Prostrate or Mat-forming Forb/Herb,3,0.009216589861751152
Control,4,19,False,False,Prostrate or Mat-forming Forb/Herb,6,0.004608294930875576
Control,4,19,False,False,Small Non-tufted grass/sedge,0,0.0
Control,4,19,False,False,Small Non-tufted grass/sedge,3,0.004608294930875576
Control,4,19,False,False,Small Non-tufted grass/sedge,6,0.004608294930875576
Control,4,19,False,False,Small Tufted grass/sedge,0,0.009216589861751152
Control,4,19,False,False,Small Tufted grass/sedge,3,0.013824884792626729
Control,4,19,False,False,Small Tufted grass/sedge,6,0.004608294930875576
Control,4,20,False,False,Large Forb/Herb,0,0.025210084033613446
Control,4,20,False,False,Large Forb/Herb,3,0.35294117647058826
Control,4,20,False,False,Large Forb/Herb,6,0.19327731092436976
Control,4,20,False,False,Medium Forb/Herb,0,0.025210084033613446
Control,4,20,False,False,Medium Forb/Herb,3,0.05042016806722689
Control,4,20,False,False,Medium Forb/Herb,6,0.025210084033613446
Control,4,20,False,False,Medium Non-tufted grass/sedge,0,0.008403361344537815
Control,4,20,False,False,Medium Non-tufted grass/sedge,3,0.008403361344537815
Control,4,20,False,False,Medium Non-tufted grass/sedge,6,0.008403361344537815
Control,4,20,False,False,Prostrate or Mat-forming Forb/Herb,0,0.01680672268907563
Control,4,20,False,False,Prostrate or Mat-forming Forb/Herb,3,0.025210084033613446
Control,4,20,False,False,Prostrate or Mat-forming Forb/Herb,6,0.03361344537815126
Control,4,20,False,False,Small Non-tufted grass/sedge,0,0.008403361344537815
Control,4,20,False,False,Small Non-tufted grass/sedge,3,0.01680672268907563
Control,4,20,False,False,Small Non-tufted grass/sedge,6,0.008403361344537815
Control,4,20,False,False,Small Tufted grass/sedge,0,0.08403361344537816
Control,4,20,False,False,Small Tufted grass/sedge,3,0.09243697478991597
Control,4,20,False,False,Small Tufted grass/sedge,6,0.008403361344537815
Control,4,20,False,False,Tiny Tufted grass/sedge,0,0.0
Control,4,20,False,False,Tiny Tufted grass/sedge,3,0.0
Control,4,20,False,False,Tiny Tufted grass/sedge,6,0.008403361344537815
Control,4,21,False,False,Climber,0,0.0
Control,4,21,False,False,Climber,3,0.005235602094240838
Control,4,21,False,False,Climber,6,0.0
Control,4,21,False,False,Large Forb/Herb,0,0.44502617801047123
Control,4,21,False,False,Large Forb/Herb,3,0.005235602094240838
Control,4,21,False,False,Large Forb/Herb,6,0.32460732984293195
Control,4,21,False,False,Large Tufted grass/sedge,0,0.005235602094240838
Control,4,21,False,False,Large Tufted grass/sedge,3,0.0
Control,4,21,False,False,Large Tufted grass/sedge,6,0.0
Control,4,21,False,False,Medium Forb/Herb,0,0.02617801047120419
Control,4,21,False,False,Medium Forb/Herb,3,0.031413612565445025
Control,4,21,False,False,Medium Forb/Herb,6,0.03664921465968586
Control,4,21,False,False,Medium Non-tufted grass/sedge,0,0.05235602094240838
Control,4,21,False,False,Medium Non-tufted grass/sedge,3,0.010471204188481676
Control,4,21,False,False,Medium Non-tufted grass/sedge,6,0.005235602094240838
Control,4,21,False,False,Prostrate or Mat-forming Forb/Herb,0,0.0
Control,4,21,False,False,Prostrate or Mat-forming Forb/Herb,3,0.015706806282722512
Control,4,21,False,False,Prostrate or Mat-forming Forb/Herb,6,0.005235602094240838
Control,4,21,False,False,Small Non-tufted grass/sedge,0,0.005235602094240838
Control,4,21,False,False,Small Non-tufted grass/sedge,3,0.010471204188481676
Control,4,21,False,False,Small Non-tufted grass/sedge,6,0.0
Control,4,21,False,False,Small Tufted grass/sedge,0,0.005235602094240838
Control,4,21,False,False,Small Tufted grass/sedge,3,0.005235602094240838
Control,4,21,False,False,Small Tufted grass/sedge,6,0.005235602094240838
Control,4,22,False,False,Large Forb/Herb,0,0.3
Control,4,22,False,False,Large Forb/Herb,3,0.2909090909090909
Control,4,22,False,False,Large Forb/Herb,6,0.19090909090909092
Control,4,22,False,False,Medium Forb/Herb,0,0.031818181818181815
Control,4,22,False,False,Medium Forb/Herb,3,0.031818181818181815
Control,4,22,False,False,Medium Forb/Herb,6,0.02727272727272727
Control,4,22,False,False,Medium Non-tufted grass/sedge,0,0.0
Control,4,22,False,False,Medium Non-tufted grass/sedge,3,0.004545454545454545
Control,4,22,False,False,Medium Non-tufted grass/sedge,6,0.004545454545454545
Control,4,22,False,False,Medium Tufted grass/sedge,0,0.004545454545454545
Control,4,22,False,False,Medium Tufted grass/sedge,3,0.00909090909090909
Control,4,22,False,False,Medium Tufted grass/sedge,6,0.004545454545454545
Control,4,22,False,False,Prostrate or Mat-forming Forb/Herb,0,0.004545454545454545
Control,4,22,False,False,Prostrate or Mat-forming Forb/Herb,3,0.013636363636363636
Control,4,22,False,False,Prostrate or Mat-forming Forb/Herb,6,0.00909090909090909
Control,4,22,False,False,Small Non-tufted grass/sedge,0,0.004545454545454545
Control,4,22,False,False,Small Non-tufted grass/sedge,3,0.0
Control,4,22,False,False,Small Non-tufted grass/sedge,6,0.004545454545454545
Control,4,22,False,False,Small Tufted grass/sedge,0,0.045454545454545456
Control,4,22,False,False,Small Tufted grass/sedge,3,0.00909090909090909
Control,4,22,False,False,Small Tufted grass/sedge,6,0.00909090909090909
Control,4,23,False,False,Large Forb/Herb,0,0.09448818897637795
Control,4,23,False,False,Large Forb/Herb,3,0.1889763779527559
Control,4,23,False,False,Large Forb/Herb,6,0.15748031496062992
Control,4,23,False,False,Large Tufted grass/sedge,0,0.007874015748031496
Control,4,23,False,False,Large Tufted grass/sedge,3,0.007874015748031496
Control,4,23,False,False,Large Tufted grass/sedge,6,0.007874015748031496
Control,4,23,False,False,Medium Forb/Herb,0,0.015748031496062992
Control,4,23,False,False,Medium Forb/Herb,3,0.03937007874015748
Control,4,23,False,False,Medium Forb/Herb,6,0.007874015748031496
Control,4,23,False,False,Medium Non-tufted grass/sedge,0,0.007874015748031496
Control,4,23,False,False,Medium Non-tufted grass/sedge,3,0.007874015748031496
Control,4,23,False,False,Medium Non-tufted grass/sedge,6,0.0
Control,4,23,False,False,Prostrate or Mat-forming Forb/Herb,0,0.007874015748031496
Control,4,23,False,False,Prostrate or Mat-forming Forb/Herb,3,0.015748031496062992
Control,4,23,False,False,Prostrate or Mat-forming Forb/Herb,6,0.007874015748031496
Control,4,23,False,False,Small Non-tufted grass/sedge,0,0.0
Control,4,23,False,False,Small Non-tufted grass/sedge,3,0.007874015748031496
Control,4,23,False,False,Small Non-tufted grass/sedge,6,0.0
Control,4,23,False,False,Small Tufted grass/sedge,0,0.31496062992125984
Control,4,23,False,False,Small Tufted grass/sedge,3,0.08661417322834646
Control,4,23,False,False,Small Tufted grass/sedge,6,0.015748031496062992
Control,4,24,False,False,Large Forb/Herb,0,0.19090909090909092
Control,4,24,False,False,Large Forb/Herb,3,0.39090909090909093
Control,4,24,False,False,Large Forb/Herb,6,0.19090909090909092
Control,4,24,False,False,Medium Forb/Herb,0,0.01818181818181818
Control,4,24,False,False,Medium Forb/Herb,3,0.05454545454545454
Control,4,24,False,False,Medium Forb/Herb,6,0.02727272727272727
Control,4,24,False,False,Medium Tufted grass/sedge,0,0.00909090909090909
Control,4,24,False,False,Medium Tufted grass/sedge,3,0.0
Control,4,24,False,False,Medium Tufted grass/sedge,6,0.0
Control,4,24,False,False,Non-tufted Ground Fern,0,0.00909090909090909
Control,4,24,False,False,Non-tufted Ground Fern,3,0.00909090909090909
Control,4,24,False,False,Non-tufted Ground Fern,6,0.0
Control,4,24,False,False,Prostrate or Mat-forming Forb/Herb,0,0.00909090909090909
Control,4,24,False,False,Prostrate or Mat-forming Forb/Herb,3,0.03636363636363636
Control,4,24,False,False,Prostrate or Mat-forming Forb/Herb,6,0.01818181818181818
Control,4,24,False,False,Small Tufted grass/sedge,0,0.00909090909090909
Control,4,24,False,False,Small Tufted grass/sedge,3,0.01818181818181818
Control,4,24,False,False,Small Tufted grass/sedge,6,0.00909090909090909
Control,4,25,False,False,Climber,0,0.009389671361502348
Control,4,25,False,False,Climber,3,0.009389671361502348
Control,4,25,False,False,Climber,6,0.0
Control,4,25,False,False,Large Forb/Herb,0,0.29107981220657275
Control,4,25,False,False,Large Forb/Herb,3,0.11267605633802817
Control,4,25,False,False,Large Forb/Herb,6,0.19718309859154928
Control,4,25,False,False,Medium Forb/Herb,0,0.014084507042253521
Control,4,25,False,False,Medium Forb/Herb,3,0.03286384976525822
Control,4,25,False,False,Medium Forb/Herb,6,0.028169014084507043
Control,4,25,False,False,Medium Non-tufted grass/sedge,0,0.18779342723004694
Control,4,25,False,False,Medium Non-tufted grass/sedge,3,0.046948356807511735
Control,4,25,False,False,Medium Non-tufted grass/sedge,6,0.004694835680751174
Control,4,25,False,False,Prostrate or Mat-forming Forb/Herb,0,0.009389671361502348
Control,4,25,False,False,Prostrate or Mat-forming Forb/Herb,3,0.014084507042253521
Control,4,25,False,False,Prostrate or Mat-forming Forb/Herb,6,0.028169014084507043
Control,4,25,False,False,Small Tufted grass/sedge,0,0.004694835680751174
Control,4,25,False,False,Small Tufted grass/sedge,3,0.004694835680751174
Control,4,25,False,False,Small Tufted grass/sedge,6,0.004694835680751174
Control,4,26,False,False,Climber,0,0.0047169811320754715
Control,4,26,False,False,Climber,3,0.009433962264150943
Control,4,26,False,False,Climber,6,0.0
Control,4,26,False,False,Large Forb/Herb,0,0.19811320754716982
Control,4,26,False,False,Large Forb/Herb,3,0.28773584905660377
Control,4,26,False,False,Large Forb/Herb,6,0.29245283018867924
Control,4,26,False,False,Medium Forb/Herb,0,0.02830188679245283
Control,4,26,False,False,Medium Forb/Herb,3,0.05188679245283019
Control,4,26,False,False,Medium Forb/Herb,6,0.02830188679245283
Control,4,26,False,False,Medium Non-tufted grass/sedge,0,0.009433962264150943
Control,4,26,False,False,Medium Non-tufted grass/sedge,3,0.0047169811320754715
Control,4,26,False,False,Medium Non-tufted grass/sedge,6,0.009433962264150943
Control,4,26,False,False,Medium Tufted grass/sedge,0,0.0047169811320754715
Control,4,26,False,False,Medium Tufted grass/sedge,3,0.0
Control,4,26,False,False,Medium Tufted grass/sedge,6,0.0047169811320754715
Control,4,26,False,False,Prostrate or Mat-forming Forb/Herb,0,0.0047169811320754715
Control,4,26,False,False,Prostrate or Mat-forming Forb/Herb,3,0.0047169811320754715
Control,4,26,False,False,Prostrate or Mat-forming Forb/Herb,6,0.014150943396226415
Control,4,26,False,False,Small Non-tufted grass/sedge,0,0.0047169811320754715
Control,4,26,False,False,Small Non-tufted grass/sedge,3,0.0047169811320754715
Control,4,26,False,False,Small Non-tufted grass/sedge,6,0.0
Control,4,26,False,False,Small Tufted grass/sedge,0,0.014150943396226415
Control,4,26,False,False,Small Tufted grass/sedge,3,0.009433962264150943
Control,4,26,False,False,Small Tufted grass/sedge,6,0.009433962264150943
Control,4,27,False,False,Large Forb/Herb,0,0.3649122807017544
Control,4,27,False,False,Large Forb/Herb,3,0.29473684210526313
Control,4,27,False,False,Large Forb/Herb,6,0.22456140350877193
Control,4,27,False,False,Medium Forb/Herb,0,0.02456140350877193
Control,4,27,False,False,Medium Forb/Herb,3,0.017543859649122806
Control,4,27,False,False,Medium Forb/Herb,6,0.014035087719298246
Control,4,27,False,False,Medium Non-tufted grass/sedge,0,0.007017543859649123
Control,4,27,False,False,Medium Non-tufted grass/sedge,3,0.0035087719298245615
Control,4,27,False,False,Medium Non-tufted grass/sedge,6,0.0
Control,4,27,False,False,Medium Tufted grass/sedge,0,0.0
Control,4,27,False,False,Medium Tufted grass/sedge,3,0.0
Control,4,27,False,False,Medium Tufted grass/sedge,6,0.0035087719298245615
Control,4,27,False,False,Prostrate or Mat-forming Forb/Herb,0,0.0035087719298245615
Control,4,27,False,False,Prostrate or Mat-forming Forb/Herb,3,0.007017543859649123
Control,4,27,False,False,Prostrate or Mat-forming Forb/Herb,6,0.010526315789473684
Control,4,27,False,False,Small Non-tufted grass/sedge,0,0.0035087719298245615
Control,4,27,False,False,Small Non-tufted grass/sedge,3,0.0035087719298245615
Control,4,27,False,False,Small Non-tufted grass/sedge,6,0.0
Control,4,27,False,False,Small Tufted grass/sedge,0,0.007017543859649123
Control,4,27,False,False,Small Tufted grass/sedge,3,0.007017543859649123
Control,4,27,False,False,Small Tufted grass/sedge,6,0.0035087719298245615
Control,4,28,False,False,Large Forb/Herb,0,0.19047619047619047
Control,4,28,False,False,Large Forb/Herb,3,0.3253968253968254
Control,4,28,False,False,Large Forb/Herb,6,0.31746031746031744
Control,4,28,False,False,Medium Forb/Herb,0,0.0
Control,4,28,False,False,Medium Forb/Herb,3,0.031746031746031744
Control,4,28,False,False,Medium Forb/Herb,6,0.031746031746031744
Control,4,28,False,False,Medium Non-tufted grass/sedge,0,0.007936507936507936
Control,4,28,False,False,Medium Non-tufted grass/sedge,3,0.007936507936507936
Control,4,28,False,False,Medium Non-tufted grass/sedge,6,0.007936507936507936
Control,4,28,False,False,Prostrate or Mat-forming Forb/Herb,0,0.0
Control,4,28,False,False,Prostrate or Mat-forming Forb/Herb,3,0.007936507936507936
Control,4,28,False,False,Prostrate or Mat-forming Forb/Herb,6,0.007936507936507936
Control,4,28,False,False,Small Non-tufted grass/sedge,0,0.007936507936507936
Control,4,28,False,False,Small Non-tufted grass/sedge,3,0.015873015873015872
Control,4,28,False,False,Small Non-tufted grass/sedge,6,0.0
Control,4,28,False,False,Small Tufted grass/sedge,0,0.007936507936507936
Control,4,28,False,False,Small Tufted grass/sedge,3,0.015873015873015872
Control,4,28,False,False,Small Tufted grass/sedge,6,0.015873015873015872
Control,4,29,False,False,Large Forb/Herb,0,0.2654320987654321
Control,4,29,False,False,Large Forb/Herb,3,0.037037037037037035
Control,4,29,False,False,Large Forb/Herb,6,0.5
Control,4,29,False,False,Medium Forb/Herb,0,0.024691358024691357
Control,4,29,False,False,Medium Forb/Herb,3,0.06172839506172839
Control,4,29,False,False,Medium Forb/Herb,6,0.018518518518518517
Control,4,29,False,False,Medium Non-tufted grass/sedge,0,0.006172839506172839
Control,4,29,False,False,Medium Non-tufted grass/sedge,3,0.0
Control,4,29,False,False,Medium Non-tufted grass/sedge,6,0.006172839506172839
Control,4,29,False,False,Medium Tufted grass/sedge,0,0.006172839506172839
Control,4,29,False,False,Medium Tufted grass/sedge,3,0.006172839506172839
Control,4,29,False,False,Medium Tufted grass/sedge,6,0.0
Control,4,29,False,False,Prostrate or Mat-forming Forb/Herb,0,0.006172839506172839
Control,4,29,False,False,Prostrate or Mat-forming Forb/Herb,3,0.012345679012345678
Control,4,29,False,False,Prostrate or Mat-forming Forb/Herb,6,0.012345679012345678
Control,4,29,False,False,Small Non-tufted grass/sedge,0,0.0
Control,4,29,False,False,Small Non-tufted grass/sedge,3,0.012345679012345678
Control,4,29,False,False,Small Non-tufted grass/sedge,6,0.0
Control,4,29,False,False,Small Tufted grass/sedge,0,0.006172839506172839
Control,4,29,False,False,Small Tufted grass/sedge,3,0.012345679012345678
Control,4,29,False,False,Small Tufted grass/sedge,6,0.006172839506172839
Control,4,30,False,False,Large Forb/Herb,0,0.12643678160919541
Control,4,30,False,False,Large Forb/Herb,3,0.13793103448275862
Control,4,30,False,False,Large Forb/Herb,6,0.23563218390804597
Control,4,30,False,False,Medium Forb/Herb,0,0.017241379310344827
Control,4,30,False,False,Medium Forb/Herb,3,0.040229885057471264
Control,4,30,False,False,Medium Forb/Herb,6,0.028735632183908046
Control,4,30,False,False,Medium Non-tufted grass/sedge,0,0.005747126436781609
Control,4,30,False,False,Medium Non-tufted grass/sedge,3,0.005747126436781609
Control,4,30,False,False,Medium Non-tufted grass/sedge,6,0.005747126436781609
Control,4,30,False,False,Prostrate or Mat-forming Forb/Herb,0,0.0
Control,4,30,False,False,Prostrate or Mat-forming Forb/Herb,3,0.011494252873563218
Control,4,30,False,False,Prostrate or Mat-forming Forb/Herb,6,0.017241379310344827
Control,4,30,False,False,Small Non-tufted grass/sedge,0,0.0
Control,4,30,False,False,Small Non-tufted grass/sedge,3,0.11494252873563218
Control,4,30,False,False,Small Non-tufted grass/sedge,6,0.0
Control,4,30,False,False,Small Tufted grass/sedge,0,0.22988505747126436
Control,4,30,False,False,Small Tufted grass/sedge,3,0.005747126436781609
Control,4,30,False,False,Small Tufted grass/sedge,6,0.017241379310344827
Control,4,31,False,False,Climber,0,0.0038022813688212928
Control,4,31,False,False,Climber,3,0.0
Control,4,31,False,False,Climber,6,0.0
Control,4,31,False,False,Large Forb/Herb,0,0.23574144486692014
Control,4,31,False,False,Large Forb/Herb,3,0.24334600760456274
Control,4,31,False,False,Large Forb/Herb,6,0.3840304182509506
Control,4,31,False,False,Large Tufted grass/sedge,0,0.0076045627376425855
Control,4,31,False,False,Large Tufted grass/sedge,3,0.0
Control,4,31,False,False,Large Tufted grass/sedge,6,0.0
Control,4,31,False,False,Medium Forb/Herb,0,0.015209125475285171
Control,4,31,False,False,Medium Forb/Herb,3,0.015209125475285171
Control,4,31,False,False,Medium Forb/Herb,6,0.015209125475285171
Control,4,31,False,False,Medium Non-tufted grass/sedge,0,0.0076045627376425855
Control,4,31,False,False,Medium Non-tufted grass/sedge,3,0.0076045627376425855
