,Year_monitoring,Date_monitoring,Plot_number,Plot_treatment,Quadrat_number,Quadrat_fenced,Quadrat_gap_or_no,Record_ID,T002_Flora_Species_name,Score,Key,Scientific Name,Common Name,Family Name,Division Name,Life Form
2854,0,2012-11-15,4,Control,16,True,Not in Gap,6906,Microlaena stipoides,0.5,Microlaena stipoides,,,,,
2855,0,2012-11-15,4,Control,16,True,Not in Gap,6905,Lomandra longifolia,4.0,Lomandra longifolia,Lomandra longifolia,Spiny-headed Mat-rush,Xanthorrhoeaceae,Monocotyledons,Large Forb/Herb
2856,0,2012-11-15,4,Control,16,True,Not in Gap,6904,Hypochaeris spp,0.5,Hypochoeris glabra,Hypochoeris glabra,Smooth Cat's-ear,Asteraceae,Dicotyledons,Medium Forb/Herb
2857,0,2012-11-15,4,Control,16,True,Not in Gap,6902,Hydrocotyle spp,0.5,Hydrocotyle hirta,Hydrocotyle hirta,Hairy Pennywort,Apiaceae,Dicotyledons,Medium Forb/Herb
2858,0,2012-11-15,4,Control,16,True,Not in Gap,6899,Rytidosperma spp.,1.0,Rytidosperma australe,Rytidosperma australe,Southern Sheep-grass,Poaceae,Monocotyledons,Tiny Non-tufted grass/sedge
2859,0,2012-11-15,4,Control,16,True,Not in Gap,6900,Centaurium erythraea,0.5,Centaurium erythraea,Centaurium erythraea,Common Centaury,Gentianaceae,Dicotyledons,Medium Forb/Herb
2860,0,2012-11-15,4,Control,16,True,Not in Gap,6901,Dichondra repens,0.5,Dichondra repens,Dichondra repens,Kidney-weed,Convolvulaceae,Dicotyledons,Prostrate or Mat-forming Forb/Herb
2861,3,2015-10-15,4,Control,16,False,Not in Gap,2016,Aira spp.,1.0,Aira spp.,Aira spp.,Hair Grass,Poaceae,Monocotyledons,Small Non-tufted grass/sedge
2862,3,2015-10-15,4,Control,16,False,Not in Gap,2023,Hypochaeris spp,1.0,Hypochoeris glabra,Hypochoeris glabra,Smooth Cat's-ear,Asteraceae,Dicotyledons,Medium Forb/Herb
2863,3,2015-10-15,4,Control,16,False,Not in Gap,2022,Hypericum gramineum,0.5,Hypericum gramineum,Hypericum gramineum,Small St John's Wort,Clusiaceae,Dicotyledons,Medium Forb/Herb
2864,3,2015-10-15,4,Control,16,False,Not in Gap,2021,Hydrocotyle spp,1.0,Hydrocotyle hirta,Hydrocotyle hirta,Hairy Pennywort,Apiaceae,Dicotyledons,Medium Forb/Herb
2865,3,2015-10-15,4,Control,16,False,Not in Gap,2025,Lomandra longifolia,4.0,Lomandra longifolia,Lomandra longifolia,Spiny-headed Mat-rush,Xanthorrhoeaceae,Monocotyledons,Large Forb/Herb
2866,3,2015-10-15,4,Control,16,False,Not in Gap,2017,Centaurium erythraea,0.5,Centaurium erythraea,Centaurium erythraea,Common Centaury,Gentianaceae,Dicotyledons,Medium Forb/Herb
2867,3,2015-10-15,4,Control,16,False,Not in Gap,2018,Rytidosperma spp.,1.0,Rytidosperma australe,Rytidosperma australe,Southern Sheep-grass,Poaceae,Monocotyledons,Tiny Non-tufted grass/sedge
2868,3,2015-10-15,4,Control,16,False,Not in Gap,2019,Cotula australis,0.5,Cotula australis,Cotula australis,Common Cotula,Asteraceae,Dicotyledons,Medium Forb/Herb
2869,3,2015-10-15,4,Control,16,False,Not in Gap,2020,Dichondra repens,1.0,Dichondra repens,Dichondra repens,Kidney-weed,Convolvulaceae,Dicotyledons,Prostrate or Mat-forming Forb/Herb
2870,3,2015-10-15,4,Control,16,False,Not in Gap,2028,Senecio spp,0.5,Senecio spp,,,,,
2871,3,2015-10-15,4,Control,16,False,Not in Gap,2029,Wahlenbergia spp,0.5,Wahlenbergia ceracea,Wahlenbergia ceracea,Waxy Bluebell,Campanulaceae,Dicotyledons,Large Forb/Herb
2872,3,2015-10-15,4,Control,16,False,Not in Gap,2024,Lomandra filiformis,0.5,Lomandra filiformis,Lomandra filiformis,Wattle Mat-rush,Xanthorrhoeaceae,Monocotyledons,Medium Forb/Herb
2873,3,2015-10-28,4,Control,16,False,Edge of Gap,1706,Poranthera microphylla,0.5,Poranthera microphylla s.l.,Poranthera microphylla s.l.,Small Poranthera,Euphorbiaceae,Dicotyledons,Medium Forb/Herb
2874,3,2015-10-15,4,Control,16,False,Not in Gap,2027,Poranthera microphylla,1.0,Poranthera microphylla s.l.,Poranthera microphylla s.l.,Small Poranthera,Euphorbiaceae,Dicotyledons,Medium Forb/Herb
2875,3,2015-10-15,4,Control,16,False,Not in Gap,2026,Microlaena stipoides,0.5,Microlaena stipoides,,,,,
2876,3,2015-10-28,4,Control,16,False,Edge of Gap,1691,Aira spp.,0.5,Aira spp.,Aira spp.,Hair Grass,Poaceae,Monocotyledons,Small Non-tufted grass/sedge
2877,3,2015-10-28,4,Control,16,False,Edge of Gap,1697,Crassula spp,0.5,Crassula spp,,,,,
2878,3,2015-10-28,4,Control,16,False,Edge of Gap,1696,Cotula australis,0.5,Cotula australis,Cotula australis,Common Cotula,Asteraceae,Dicotyledons,Medium Forb/Herb
2879,3,2015-10-28,4,Control,16,False,Edge of Gap,1695,Conyza sumatrensis,0.5,Conyza sumatrensis,Conyza sumatrensis,Tall Fleabane,Asteraceae,Dicotyledons,Large Forb/Herb
2880,3,2015-10-28,4,Control,16,False,Edge of Gap,1694,Cerastium glomeratum,0.5,Cerastium glomeratum s.l.,Cerastium glomeratum s.l.,Common Mouse-ear Chickweed,Caryophyllaceae,Dicotyledons,Medium Forb/Herb
2881,3,2015-10-28,4,Control,16,False,Edge of Gap,1692,Rytidosperma spp.,1.0,Rytidosperma australe,Rytidosperma australe,Southern Sheep-grass,Poaceae,Monocotyledons,Tiny Non-tufted grass/sedge
2882,3,2015-10-28,4,Control,16,False,Edge of Gap,1693,Centaurium erythraea,0.5,Centaurium erythraea,Centaurium erythraea,Common Centaury,Gentianaceae,Dicotyledons,Medium Forb/Herb
2883,3,2015-10-28,4,Control,16,False,Edge of Gap,1707,Senecio spp,1.0,Senecio spp,,,,,
2884,3,2015-10-28,4,Control,16,False,Edge of Gap,1698,Dichondra repens,1.0,Dichondra repens,Dichondra repens,Kidney-weed,Convolvulaceae,Dicotyledons,Prostrate or Mat-forming Forb/Herb
2885,3,2015-10-28,4,Control,16,False,Edge of Gap,1705,Oxalis sp 2.,1.0,Oxalis hirta,Oxalis hirta,Hairy Wood-sorrel,Oxalidaceae,Dicotyledons,Medium Forb/Herb
2886,3,2015-10-28,4,Control,16,False,Edge of Gap,1704,Microlaena stipoides,1.0,Microlaena stipoides,,,,,
2887,3,2015-10-28,4,Control,16,False,Edge of Gap,1703,Lomandra longifolia,2.0,Lomandra longifolia,Lomandra longifolia,Spiny-headed Mat-rush,Xanthorrhoeaceae,Monocotyledons,Large Forb/Herb
2888,3,2015-10-28,4,Control,16,False,Edge of Gap,1700,Glycine clandestina,0.5,Glycine clandestina,Glycine clandestina,Twining Glycine,Fabaceae,Dicotyledons,Climber
2889,3,2015-10-28,4,Control,16,False,Edge of Gap,1701,Hydrocotyle spp,0.5,Hydrocotyle hirta,Hydrocotyle hirta,Hairy Pennywort,Apiaceae,Dicotyledons,Medium Forb/Herb
2890,3,2015-10-28,4,Control,16,False,Edge of Gap,1702,Lagenophora spp,0.5,Lagenophora montana,Lagenophora montana,Mountain Bottle-daisy,Asteraceae,Dicotyledons,Medium Forb/Herb
2891,6,2019-10-16,4,Control,17,False,,12200,Poa sp (green hairy),0.5,Poa sp. aff. tenera (Hairy),Poa sp. aff. tenera (Hairy),Soft Slender Tussock-grass,Poaceae,Monocotyledons,Medium Non-tufted grass/sedge
2892,6,2019-10-16,4,Control,17,False,,12201,Rytidosperma geniculata,1.0,Rytidosperma nivicolum,Rytidosperma nivicolum,Snow Wallaby-grass,Poaceae,Monocotyledons,Small Tufted grass/sedge
2893,6,2019-10-16,4,Control,17,False,,12202,Rytidosperma spp.,0.5,Rytidosperma australe,Rytidosperma australe,Southern Sheep-grass,Poaceae,Monocotyledons,Tiny Non-tufted grass/sedge
2894,6,2019-10-16,4,Control,17,False,,12203,Senecio spp,0.5,Senecio spp,,,,,
2895,6,2019-10-16,4,Control,17,False,,12195,Cotula australis,0.5,Cotula australis,Cotula australis,Common Cotula,Asteraceae,Dicotyledons,Medium Forb/Herb
2896,6,2019-10-16,4,Control,17,False,,12196,Dichondra repens,0.5,Dichondra repens,Dichondra repens,Kidney-weed,Convolvulaceae,Dicotyledons,Prostrate or Mat-forming Forb/Herb
2897,6,2019-10-16,4,Control,17,False,,12197,Hydrocotyle spp,0.5,Hydrocotyle hirta,Hydrocotyle hirta,Hairy Pennywort,Apiaceae,Dicotyledons,Medium Forb/Herb
2898,6,2019-10-16,4,Control,17,False,,12198,Hypericum gramineum,0.5,Hypericum gramineum,Hypericum gramineum,Small St John's Wort,Clusiaceae,Dicotyledons,Medium Forb/Herb
2899,6,2019-10-16,4,Control,17,False,,12199,Microlaena stipoides,0.5,Microlaena stipoides,,,,,
2900,0,2012-11-15,4,Control,17,False,Not in Gap,6918,Dipodium spp,0.5,Dipodium spp,,,,,
2901,0,2012-11-15,4,Control,17,False,Not in Gap,6916,Senecio spp,0.5,Senecio spp,,,,,
2902,0,2012-11-15,4,Control,17,False,Not in Gap,6917,Rytidosperma spp.,4.0,Rytidosperma australe,Rytidosperma australe,Southern Sheep-grass,Poaceae,Monocotyledons,Tiny Non-tufted grass/sedge
2903,0,2012-11-15,4,Control,17,False,Not in Gap,6912,Hypericum gramineum,0.5,Hypericum gramineum,Hypericum gramineum,Small St John's Wort,Clusiaceae,Dicotyledons,Medium Forb/Herb
2904,0,2012-11-15,4,Control,17,False,Not in Gap,6913,Hypochaeris spp,0.5,Hypochoeris glabra,Hypochoeris glabra,Smooth Cat's-ear,Asteraceae,Dicotyledons,Medium Forb/Herb
2905,0,2012-11-15,4,Control,17,False,Not in Gap,6914,Lomandra longifolia,1.0,Lomandra longifolia,Lomandra longifolia,Spiny-headed Mat-rush,Xanthorrhoeaceae,Monocotyledons,Large Forb/Herb
2906,0,2012-11-15,4,Control,17,False,Not in Gap,6915,Microlaena stipoides,0.5,Microlaena stipoides,,,,,
2907,3,2015-10-15,4,Control,17,False,Not in Gap,2040,Hypericum gramineum,0.5,Hypericum gramineum,Hypericum gramineum,Small St John's Wort,Clusiaceae,Dicotyledons,Medium Forb/Herb
2908,3,2015-10-15,4,Control,17,False,Not in Gap,2041,Hypochaeris spp,0.5,Hypochoeris glabra,Hypochoeris glabra,Smooth Cat's-ear,Asteraceae,Dicotyledons,Medium Forb/Herb
2909,3,2015-10-15,4,Control,17,False,Not in Gap,2042,Lomandra longifolia,2.0,Lomandra longifolia,Lomandra longifolia,Spiny-headed Mat-rush,Xanthorrhoeaceae,Monocotyledons,Large Forb/Herb
2910,3,2015-10-15,4,Control,17,False,Not in Gap,2043,Luzula meridionalis,0.5,Luzula meridionalis,Luzula meridionalis,Common Woodrush,Juncaceae,Monocotyledons,Small Tufted grass/sedge
2911,3,2015-10-15,4,Control,17,False,Not in Gap,2044,Senecio spp,1.0,Senecio spp,,,,,
2912,3,2015-10-15,4,Control,17,False,Not in Gap,2035,Aira spp.,0.5,Aira spp.,Aira spp.,Hair Grass,Poaceae,Monocotyledons,Small Non-tufted grass/sedge
2913,3,2015-10-15,4,Control,17,False,Not in Gap,2039,Hydrocotyle spp,0.5,Hydrocotyle hirta,Hydrocotyle hirta,Hairy Pennywort,Apiaceae,Dicotyledons,Medium Forb/Herb
2914,3,2015-10-15,4,Control,17,False,Not in Gap,2036,Rytidosperma spp.,2.0,Rytidosperma australe,Rytidosperma australe,Southern Sheep-grass,Poaceae,Monocotyledons,Tiny Non-tufted grass/sedge
2915,3,2015-10-15,4,Control,17,False,Not in Gap,2037,Dichondra repens,0.5,Dichondra repens,Dichondra repens,Kidney-weed,Convolvulaceae,Dicotyledons,Prostrate or Mat-forming Forb/Herb
2916,3,2015-10-15,4,Control,17,False,Not in Gap,2038,Glycine clandestina,0.5,Glycine clandestina,Glycine clandestina,Twining Glycine,Fabaceae,Dicotyledons,Climber
2917,6,2019-10-16,4,Control,18,False,,12222,Senecio phelleus,0.5,Senecio minimus,Senecio minimus,Shrubby Fireweed,Asteraceae,Dicotyledons,Large Forb/Herb
2918,6,2019-10-16,4,Control,18,False,,12215,Hypochaeris radicata,0.5,Hypochoeris radicata,Hypochoeris radicata,Flatweed,Asteraceae,Dicotyledons,Medium Forb/Herb
2919,6,2019-10-16,4,Control,18,False,,12216,Imperata cylindrica,0.5,Imperata cylindrica,Imperata cylindrica,Blady Grass,Poaceae,Monocotyledons,Medium Tufted grass/sedge
2920,6,2019-10-16,4,Control,18,False,,12217,Lagenophora spp,0.5,Lagenophora montana,Lagenophora montana,Mountain Bottle-daisy,Asteraceae,Dicotyledons,Medium Forb/Herb
2921,6,2019-10-16,4,Control,18,False,,12218,Lomandra longifolia,4.0,Lomandra longifolia,Lomandra longifolia,Spiny-headed Mat-rush,Xanthorrhoeaceae,Monocotyledons,Large Forb/Herb
2922,6,2019-10-16,4,Control,18,False,,12219,Microlaena stipoides,0.5,Microlaena stipoides,,,,,
2923,6,2019-10-16,4,Control,18,False,,12221,Rytidosperma geniculata,0.5,Rytidosperma nivicolum,Rytidosperma nivicolum,Snow Wallaby-grass,Poaceae,Monocotyledons,Small Tufted grass/sedge
2924,6,2019-10-16,4,Control,18,False,,12214,Euchiton involucratis,0.5,Euchiton involucratus s.l.,Euchiton involucratus s.l.,Common Cudweed,Asteraceae,Dicotyledons,Medium Forb/Herb
2925,6,2019-10-16,4,Control,18,False,,12210,Cotula australis,0.5,Cotula australis,Cotula australis,Common Cotula,Asteraceae,Dicotyledons,Medium Forb/Herb
2926,6,2019-10-16,4,Control,18,False,,12220,Oxalis (native),0.5,Oxalis bowiei,Oxalis bowiei,Bowie Wood-sorrel,Oxalidaceae,Dicotyledons,Medium Forb/Herb
2927,6,2019-10-16,4,Control,18,False,,12212,Dianella revoluta s.l.,0.5,Dianella revoluta s.l.,Dianella revoluta s.l.,Black-anther Flax-lily,Hemerocallidaceae,Monocotyledons,Medium Forb/Herb
2928,6,2019-10-16,4,Control,18,False,,12213,Dichondra repens,0.5,Dichondra repens,Dichondra repens,Kidney-weed,Convolvulaceae,Dicotyledons,Prostrate or Mat-forming Forb/Herb
2929,6,2019-10-16,4,Control,18,False,,12208,Aira spp.,0.5,Aira spp.,Aira spp.,Hair Grass,Poaceae,Monocotyledons,Small Non-tufted grass/sedge
2930,6,2019-10-16,4,Control,18,False,,12209,Cheilanthes austrotenuifolia,0.5,Cheilanthes austrotenuifolia,Cheilanthes austrotenuifolia,Green Rock-fern,Adiantaceae,Ferns and Allies,Tufted Ground Fern
2931,6,2019-10-16,4,Control,18,False,,12211,Crassula sieberiana,0.5,Crassula sieberiana s.l.,Crassula sieberiana s.l.,Sieber Crassula,Crassulaceae,Dicotyledons,Prostrate or Mat-forming Forb/Herb
2932,0,2012-11-15,4,Control,18,True,Not in Gap,6929,Dipodium spp,0.5,Dipodium spp,,,,,
2933,0,2012-11-15,4,Control,18,True,Not in Gap,6933,Lomandra longifolia,5.0,Lomandra longifolia,Lomandra longifolia,Spiny-headed Mat-rush,Xanthorrhoeaceae,Monocotyledons,Large Forb/Herb
2934,0,2012-11-15,4,Control,18,True,Not in Gap,6931,Hypochaeris spp,0.5,Hypochoeris glabra,Hypochoeris glabra,Smooth Cat's-ear,Asteraceae,Dicotyledons,Medium Forb/Herb
2935,0,2012-11-15,4,Control,18,True,Not in Gap,6932,Lagenophora spp,0.5,Lagenophora montana,Lagenophora montana,Mountain Bottle-daisy,Asteraceae,Dicotyledons,Medium Forb/Herb
2936,0,2012-11-15,4,Control,18,True,Not in Gap,6934,Microlaena stipoides,0.5,Microlaena stipoides,,,,,
2937,0,2012-11-15,4,Control,18,True,Not in Gap,6935,Senecio spp,0.5,Senecio spp,,,,,
2938,0,2012-11-15,4,Control,18,True,Not in Gap,6923,Rytidosperma spp.,1.0,Rytidosperma australe,Rytidosperma australe,Southern Sheep-grass,Poaceae,Monocotyledons,Tiny Non-tufted grass/sedge
2939,0,2012-11-15,4,Control,18,True,Not in Gap,6930,Hypericum gramineum,0.5,Hypericum gramineum,Hypericum gramineum,Small St John's Wort,Clusiaceae,Dicotyledons,Medium Forb/Herb
2940,0,2012-11-15,4,Control,18,True,Not in Gap,6922,Aira spp.,0.5,Aira spp.,Aira spp.,Hair Grass,Poaceae,Monocotyledons,Small Non-tufted grass/sedge
2941,0,2012-11-15,4,Control,18,True,Not in Gap,6925,Centaurium erythraea,0.5,Centaurium erythraea,Centaurium erythraea,Common Centaury,Gentianaceae,Dicotyledons,Medium Forb/Herb
2942,0,2012-11-15,4,Control,18,True,Not in Gap,6926,Cheilanthes austrotenuifolia,0.5,Cheilanthes austrotenuifolia,Cheilanthes austrotenuifolia,Green Rock-fern,Adiantaceae,Ferns and Allies,Tufted Ground Fern
2943,0,2012-11-15,4,Control,18,True,Not in Gap,6927,Conyza sumatrensis,0.5,Conyza sumatrensis,Conyza sumatrensis,Tall Fleabane,Asteraceae,Dicotyledons,Large Forb/Herb
2944,0,2012-11-15,4,Control,18,True,Not in Gap,6928,Dianella revoluta s.l.,1.0,Dianella revoluta s.l.,Dianella revoluta s.l.,Black-anther Flax-lily,Hemerocallidaceae,Monocotyledons,Medium Forb/Herb
2945,0,2012-11-15,4,Control,18,True,Not in Gap,6924,Briza minor,0.5,Briza minor,Briza minor,Lesser Quaking-grass,Poaceae,Monocotyledons,Small Tufted grass/sedge
2946,3,2015-10-15,4,Control,18,False,Not in Gap,2080,Luzula meridionalis,1.0,Luzula meridionalis,Luzula meridionalis,Common Woodrush,Juncaceae,Monocotyledons,Small Tufted grass/sedge
2947,3,2015-10-15,4,Control,18,False,Not in Gap,2079,Lomandra longifolia,5.0,Lomandra longifolia,Lomandra longifolia,Spiny-headed Mat-rush,Xanthorrhoeaceae,Monocotyledons,Large Forb/Herb
2948,3,2015-10-15,4,Control,18,False,Not in Gap,2074,Hypochaeris spp,1.0,Hypochoeris glabra,Hypochoeris glabra,Smooth Cat's-ear,Asteraceae,Dicotyledons,Medium Forb/Herb
2949,3,2015-10-15,4,Control,18,False,Not in Gap,2075,Imperata cylindrica,0.5,Imperata cylindrica,Imperata cylindrica,Blady Grass,Poaceae,Monocotyledons,Medium Tufted grass/sedge
2950,3,2015-10-15,4,Control,18,False,Not in Gap,2076,Lagenophora spp,0.5,Lagenophora montana,Lagenophora montana,Mountain Bottle-daisy,Asteraceae,Dicotyledons,Medium Forb/Herb
2951,3,2015-10-15,4,Control,18,False,Not in Gap,2077,Lomandra filiformis,0.5,Lomandra filiformis,Lomandra filiformis,Wattle Mat-rush,Xanthorrhoeaceae,Monocotyledons,Medium Forb/Herb
2952,3,2015-10-15,4,Control,18,False,Not in Gap,2078,Lomandra glauca,1.0,Lomandra glauca s.l.,Lomandra glauca s.l.,Pale Mat-rush,Xanthorrhoeaceae,Monocotyledons,Medium Forb/Herb
2953,3,2015-10-15,4,Control,18,False,Not in Gap,2082,Senecio spp,0.5,Senecio spp,,,,,
2954,3,2015-10-15,4,Control,18,False,Not in Gap,2067,Aira spp.,1.0,Aira spp.,Aira spp.,Hair Grass,Poaceae,Monocotyledons,Small Non-tufted grass/sedge
2955,3,2015-10-15,4,Control,18,False,Not in Gap,2068,Rytidosperma spp.,1.0,Rytidosperma australe,Rytidosperma australe,Southern Sheep-grass,Poaceae,Monocotyledons,Tiny Non-tufted grass/sedge
2956,3,2015-10-15,4,Control,18,False,Not in Gap,2081,Microlaena stipoides,0.5,Microlaena stipoides,,,,,
2957,3,2015-10-15,4,Control,18,False,Not in Gap,2069,Cheilanthes austrotenuifolia,0.5,Cheilanthes austrotenuifolia,Cheilanthes austrotenuifolia,Green Rock-fern,Adiantaceae,Ferns and Allies,Tufted Ground Fern
2958,3,2015-10-15,4,Control,18,False,Not in Gap,2071,Cotula australis,0.5,Cotula australis,Cotula australis,Common Cotula,Asteraceae,Dicotyledons,Medium Forb/Herb
2959,3,2015-10-15,4,Control,18,False,Not in Gap,2072,Crassula spp,0.5,Crassula spp,,,,,
2960,3,2015-10-15,4,Control,18,False,Not in Gap,2073,Hypericum gramineum,0.5,Hypericum gramineum,Hypericum gramineum,Small St John's Wort,Clusiaceae,Dicotyledons,Medium Forb/Herb
2961,6,2019-10-16,4,Control,19,False,,12235,Oxalis (native),0.5,Oxalis bowiei,Oxalis bowiei,Bowie Wood-sorrel,Oxalidaceae,Dicotyledons,Medium Forb/Herb
2962,6,2019-10-16,4,Control,19,False,,12230,Crassula sieberiana,0.5,Crassula sieberiana s.l.,Crassula sieberiana s.l.,Sieber Crassula,Crassulaceae,Dicotyledons,Prostrate or Mat-forming Forb/Herb
2963,6,2019-10-16,4,Control,19,False,,12234,Microlaena stipoides,0.5,Microlaena stipoides,,,,,
2964,6,2019-10-16,4,Control,19,False,,12233,Lomandra longifolia,6.0,Lomandra longifolia,Lomandra longifolia,Spiny-headed Mat-rush,Xanthorrhoeaceae,Monocotyledons,Large Forb/Herb
2965,6,2019-10-16,4,Control,19,False,,12232,Hypochaeris radicata,0.5,Hypochoeris radicata,Hypochoeris radicata,Flatweed,Asteraceae,Dicotyledons,Medium Forb/Herb
2966,6,2019-10-16,4,Control,19,False,,12231,Euchiton involucratis,0.5,Euchiton involucratus s.l.,Euchiton involucratus s.l.,Common Cudweed,Asteraceae,Dicotyledons,Medium Forb/Herb
2967,6,2019-10-16,4,Control,19,False,,12236,Rytidosperma geniculata,0.5,Rytidosperma nivicolum,Rytidosperma nivicolum,Snow Wallaby-grass,Poaceae,Monocotyledons,Small Tufted grass/sedge
2968,6,2019-10-16,4,Control,19,False,,12228,Arthropodium strictum,0.5,Arthropodium strictum s.l.,Arthropodium strictum s.l.,Chocolate Lily,Anthericaceae,Monocotyledons,Large Forb/Herb
2969,6,2019-10-16,4,Control,19,False,,12227,Aira spp.,0.5,Aira spp.,Aira spp.,Hair Grass,Poaceae,Monocotyledons,Small Non-tufted grass/sedge
2970,6,2019-10-16,4,Control,19,False,,12229,Cotula australis,0.5,Cotula australis,Cotula australis,Common Cotula,Asteraceae,Dicotyledons,Medium Forb/Herb
2971,6,2019-10-16,4,Control,19,False,,12237,Senecio phelleus,0.5,Senecio minimus,Senecio minimus,Shrubby Fireweed,Asteraceae,Dicotyledons,Large Forb/Herb
2972,0,2012-11-15,4,Control,19,False,Not in Gap,6946,Senecio spp,0.5,Senecio spp,,,,,
2973,0,2012-11-15,4,Control,19,False,Not in Gap,6947,Oxalis sp (weed),0.5,Oxalis bowiei,Oxalis bowiei,Bowie Wood-sorrel,Oxalidaceae,Dicotyledons,Medium Forb/Herb
2974,0,2012-11-15,4,Control,19,False,Not in Gap,6945,Oxalis sp 2.,0.5,Oxalis hirta,Oxalis hirta,Hairy Wood-sorrel,Oxalidaceae,Dicotyledons,Medium Forb/Herb
2975,0,2012-11-15,4,Control,19,False,Not in Gap,6942,Lomandra filiformis,0.5,Lomandra filiformis,Lomandra filiformis,Wattle Mat-rush,Xanthorrhoeaceae,Monocotyledons,Medium Forb/Herb
2976,0,2012-11-15,4,Control,19,False,Not in Gap,6944,Microlaena stipoides,0.5,Microlaena stipoides,,,,,
2977,0,2012-11-15,4,Control,19,False,Not in Gap,6943,Lomandra longifolia,4.0,Lomandra longifolia,Lomandra longifolia,Spiny-headed Mat-rush,Xanthorrhoeaceae,Monocotyledons,Large Forb/Herb
2978,0,2012-11-15,4,Control,19,False,Not in Gap,6939,Rytidosperma spp.,1.0,Rytidosperma australe,Rytidosperma australe,Southern Sheep-grass,Poaceae,Monocotyledons,Tiny Non-tufted grass/sedge
2979,0,2012-11-15,4,Control,19,False,Not in Gap,6940,Centaurium erythraea,0.5,Centaurium erythraea,Centaurium erythraea,Common Centaury,Gentianaceae,Dicotyledons,Medium Forb/Herb
2980,0,2012-11-15,4,Control,19,False,Not in Gap,6941,Conyza sumatrensis,0.5,Conyza sumatrensis,Conyza sumatrensis,Tall Fleabane,Asteraceae,Dicotyledons,Large Forb/Herb
2981,3,2015-10-15,4,Control,19,False,Not in Gap,2100,Senecio spp,1.0,Senecio spp,,,,,
2982,3,2015-10-15,4,Control,19,False,Not in Gap,2094,Hypochaeris spp,1.0,Hypochoeris glabra,Hypochoeris glabra,Smooth Cat's-ear,Asteraceae,Dicotyledons,Medium Forb/Herb
2983,3,2015-10-15,4,Control,19,False,Not in Gap,2095,Lomandra longifolia,5.0,Lomandra longifolia,Lomandra longifolia,Spiny-headed Mat-rush,Xanthorrhoeaceae,Monocotyledons,Large Forb/Herb
2984,3,2015-10-15,4,Control,19,False,Not in Gap,2096,Lomandra filiformis,0.5,Lomandra filiformis,Lomandra filiformis,Wattle Mat-rush,Xanthorrhoeaceae,Monocotyledons,Medium Forb/Herb
2985,3,2015-10-15,4,Control,19,False,Not in Gap,2097,Microlaena stipoides,0.5,Microlaena stipoides,,,,,
2986,3,2015-10-15,4,Control,19,False,Not in Gap,2098,Oxalis sp 2.,1.0,Oxalis hirta,Oxalis hirta,Hairy Wood-sorrel,Oxalidaceae,Dicotyledons,Medium Forb/Herb
2987,3,2015-10-15,4,Control,19,False,Not in Gap,2099,Poranthera microphylla,0.5,Poranthera microphylla s.l.,Poranthera microphylla s.l.,Small Poranthera,Euphorbiaceae,Dicotyledons,Medium Forb/Herb
2988,3,2015-10-15,4,Control,19,False,Not in Gap,2087,Aira spp.,0.5,Aira spp.,Aira spp.,Hair Grass,Poaceae,Monocotyledons,Small Non-tufted grass/sedge
2989,3,2015-10-15,4,Control,19,False,Not in Gap,2093,Hypericum gramineum,0.5,Hypericum gramineum,Hypericum gramineum,Small St John's Wort,Clusiaceae,Dicotyledons,Medium Forb/Herb
2990,3,2015-10-15,4,Control,19,False,Not in Gap,2088,Rytidosperma spp.,1.0,Rytidosperma australe,Rytidosperma australe,Southern Sheep-grass,Poaceae,Monocotyledons,Tiny Non-tufted grass/sedge
2991,3,2015-10-15,4,Control,19,False,Not in Gap,2089,Briza minor,0.5,Briza minor,Briza minor,Lesser Quaking-grass,Poaceae,Monocotyledons,Small Tufted grass/sedge
2992,3,2015-10-15,4,Control,19,False,Not in Gap,2090,Cotula australis,0.5,Cotula australis,Cotula australis,Common Cotula,Asteraceae,Dicotyledons,Medium Forb/Herb
2993,3,2015-10-15,4,Control,19,False,Not in Gap,2091,Daucus glochidiatus,0.5,Daucus glochidiatus,Daucus glochidiatus,Australian Carrot,Apiaceae,Dicotyledons,Medium Forb/Herb
2994,3,2015-10-15,4,Control,19,False,Not in Gap,2092,Dichondra repens,1.0,Dichondra repens,Dichondra repens,Kidney-weed,Convolvulaceae,Dicotyledons,Prostrate or Mat-forming Forb/Herb
2995,6,2019-10-16,4,Control,20,False,,12256,Wahlenbergia spp,0.5,Wahlenbergia ceracea,Wahlenbergia ceracea,Waxy Bluebell,Campanulaceae,Dicotyledons,Large Forb/Herb
2996,6,2019-10-16,4,Control,20,False,,12251,Lomandra longifolia,3.0,Lomandra longifolia,Lomandra longifolia,Spiny-headed Mat-rush,Xanthorrhoeaceae,Monocotyledons,Large Forb/Herb
2997,6,2019-10-16,4,Control,20,False,,12253,Oxalis (native),0.5,Oxalis bowiei,Oxalis bowiei,Bowie Wood-sorrel,Oxalidaceae,Dicotyledons,Medium Forb/Herb
2998,6,2019-10-16,4,Control,20,False,,12255,Senecio spp,1.0,Senecio spp,,,,,
2999,6,2019-10-16,4,Control,20,False,,12250,Lagenophora spp,0.5,Lagenophora montana,Lagenophora montana,Mountain Bottle-daisy,Asteraceae,Dicotyledons,Medium Forb/Herb
3000,6,2019-10-16,4,Control,20,False,,12252,Microlaena stipoides,0.5,Microlaena stipoides,,,,,
